text,sentiment,perturbed_text,perturbed_semantic_sim,pred_label,pred_proba,perturbed_label,perturbed_proba,translated_word(s),adv_pred,adv_pred_on_orig,running_time(s),before_attack_acc,after_attack_acc,avg_semantic_sim,avg_running_time(s),adv_training,delta_acc,delta_adv,acc_adv_training_on_orig
"meski masa kampanye sudah selesai , bukan berati habis pula upaya mengerek tingkat kedipilihan elektabilitas .",1,"meski masa kampanye sudah selesai , bukan berati habis pula upaya mengerek tingkat kedipilihan elektabilitas .",1.0,2,[0.0343 0.3033 0.6625],2,[0.0343 0.3033 0.6625],,1,1,0.13,0.9301587301587302,0.8825396825396825,0.9483544298580716,11.489166666666668,0.9373015873015873,0.04761904761904767,-0.0071428571428571175,0.8896825396825396
tidak enak,2,tidak Bello,0.6394853591918945,2,[0.0071 0.0017 0.9912],2,[0.0236 0.0035 0.9728],{'enak': 'Bello'},2,2,5.2,,,,,,,,
"restoran ini menawarkan makanan sunda . kami memesan ayam goreng , kangkung , sayur asam , ikan gurame goreng , ikan bakar , nasi goreng , karedok , tahu tempe , nasi putih , nasi merah etc minuman yang mereka tawarkan juga cukup variatif . rasa makanan enak dan harga murah . kami 9 dewasa dan 5 anak kecil , hanya menghabiskan 800,000",0,restoran ini menawarkan cibo sunda kami memesan ayam goreng kangkung sayur asam ikan gurame goreng ikan bakar nasi goreng karedok tahu tempe nasi putih nasi rosso eccetera minuman yang mereka tawarkan juga cukup variabile rasa cibo Bello dan prezzo poco costoso kami 9 dewasa dan 5 anak kecil hanya menghabiskan,0.9542036652565002,0,[0.982  0.0041 0.0138],0,[0.9826 0.0066 0.0107],"{'variatif': 'variabile', 'harga': 'prezzo', 'enak': 'Bello', 'makanan': 'cibo', 'merah': 'rosso', 'murah': 'poco costoso', 'etc': 'eccetera'}",0,0,10.51,,,,,,,,
"lokasi di alun alun masakan padang ini cukup terkenal dengan kepala ikan kakap gule , biasa saya pesan nasi bungkus padang berisikan rendang , ayam pop dan perkedel . porsi banyak dan mengenyangkan",0,lokasi di alun alun masakan padang ini cukup terkenal dengan kepala ikan kakap gule biasa saya Messaggio nasi bungkus padang berisikan rendang ayam pop dan torte porzione banyak dan Riempimento,0.9789074659347534,0,[0.9979 0.001  0.0011],0,[0.9949 0.003  0.0021],"{'mengenyangkan': 'Riempimento', 'perkedel': 'torte', 'porsi': 'porzione', 'pesan': 'Messaggio'}",0,0,9.12,,,,,,,,
"betapa bejad kader gerindra yang anggota dprd mencabuli anak smp , rakyat harus cerdas partai mana yang harus di tengelamkan di 2019",2,betapa bejad kader gerindra yang anggota dprd molestato anak smp rakyat harus cerdas partai mana yang harus di annegare di 2019,0.971315324306488,2,[0.0044 0.0131 0.9825],1,[0.1048 0.4863 0.4089],"{'tengelamkan': 'annegare', 'mencabuli': 'molestato'}",2,2,8.1,,,,,,,,
"kampiun bistro berada di jalan . kebon kawung , sebelah kanan seberang stasiun kota bandung . harga makanan dan minuman nya sangat terjangkau . ada live musik juga . dan kalau beruntung , anda akan bertemu dengan yuke dewa19 di tempat ini .",0,kampiun bistro berada di jalan kebon kawung sebelah kanan seberang stasiun kota bandung prezzo cibo dan bere la sua sangat terjangkau ada live musik juga dan kalau beruntung anda akan bertemu dengan yuke dewa19 di tempat ini,0.9629762172698976,0,[0.9958 0.0024 0.0018],0,[0.9941 0.0039 0.002 ],"{'minuman': 'bere', 'nya': 'la sua', 'makanan': 'cibo', 'harga': 'prezzo'}",0,0,7.97,,,,,,,,
kamar nya sempit tidak ada tempat menyimpan barang malah menambah barang . by the way ini kipas2 mau diletakkan mana . mana uchiwa segede ini pula .,2,kamar nya sempit tidak ada tempat menyimpan merce malah menambah merce by the way ini kipas2 mau diletakkan mana mana uchiwa grande quanto ini pula,0.9514200091362,2,[0.0076 0.0022 0.9902],2,[0.0589 0.0076 0.9335],"{'barang': 'merce', 'segede': 'grande quanto'}",2,0,6.52,,,,,,,,
"saya tadi mampir ke restauran ini , mungkin letak nya strategis , pertama masuk dikasih senyuman manis sama mbak yang ramah , di situ pun saya memesan chiken grill , es thai tea dan super duper ice cream . enak . saya suka .",0,saya tadi mampir ke restauran ini mungkin letak nya strategis pertama masuk dikasih senyuman manis sama mbak yang ramah di situ pun saya memesan chiken grill Ghiaccio thai tea dan super duper Ghiaccio cream Bello saya suka,0.9720593094825744,0,[0.9969 0.0011 0.0019],0,[0.9974 0.001  0.0016],"{'super': 'super', 'enak': 'Bello', 'ice': 'Ghiaccio', 'es': 'Ghiaccio'}",0,0,8.69,,,,,,,,
jangan percaya dengan agama buddha . agama itu saja tidak punya tuhan . agama sesat itu .,2,jangan percaya dengan religione buddha religione itu saja tidak punya tuhan religione sesat itu,0.9479749202728271,2,[0.0019 0.0021 0.996 ],2,[0.0028 0.0021 0.9951],{'agama': 'religione'},2,2,6.11,,,,,,,,
kafe ini menawarkan sesuatu hal yang sebelumnya saya tak suka tapi akhirnya saya bisa rekomendasi karena enak rasanya yaitu terong goreng ! di sini saya baru bisa menikmati terong yang diolah sehingga terasa lezat :,0,kafe ini menawarkan sesuatu hal yang sebelumnya saya tak suka tapi akhirnya saya bisa rekomendasi karena enak rasanya yaitu terong goreng di sini saya baru bisa menikmati terong yang elaborato sehingga terasa delizioso,0.9869110584259032,0,[0.9931 0.0023 0.0045],0,[0.9936 0.0021 0.0043],"{'lezat': 'delizioso', 'diolah': 'elaborato'}",0,0,7.89,,,,,,,,
