label,tweet,perturbed_text,perturbed_semantic_sim,pred_label,pred_proba,perturbed_label,perturbed_proba,translated_word(s),adv_pred,adv_pred_on_orig,running_time(s),before_attack_acc,after_attack_acc,avg_semantic_sim,avg_running_time(s),adv_training,delta_acc,delta_adv,acc_adv_training_on_orig
1,[USERNAME] jaringannya mati ya? Tidak bisa dibuka mobile jkn. Saya mau ke puskesmes trus piye mau tunjukkan kartu elektoniknya? #kecewa,[USERNAME] jaringannya mati ya? Tidak bisa dibuka mobile jkn. Saya mau ke puskesmes trus piye mau tunjukkan kartu elektoniknya? #kecewa,1.0,3,[0.1011 0.4193 0.0029 0.4715 0.0052],3,[0.1011 0.4193 0.0029 0.4715 0.0052],,1,1,0.06,0.725,0.5340909090909091,0.90278957310048,6.891045454545455,0.6704545454545454,0.19090909090909092,0.054545454545454564,0.740909090909091
1,"It's like a circle of stupidity. Atlit gak diurusin, duitnya buat bebenah ini itu biar atlit yang dateng dari luar negri bisa nyaman disini tp atlit sendiri kurang gizi. Belum beres bebenah eh salah satu stadion dirusak ""supporter"" karna timnya (atlit) main jelek. What a moron.",It like a circle of stupidità atleta no diurusin i soldi buat pulire ini itu permettere atleta yang venire dari luar nazione bisa nyaman disini tp atleta sendiri kurang nutrizione Belum beres pulire eh salah satu stadio dirusak supporter karna timnya atleta giocare a jelek What a ritardato mentale,0.8737459778785706,1,[0.0591 0.9277 0.0016 0.0072 0.0043],1,[0.1409 0.8396 0.0016 0.0095 0.0084],"{'bebenah': 'pulire', 'duitnya': 'i soldi', 'negri': 'nazione', 'gak': 'no', 'gizi': 'nutrizione', 'dateng': 'venire', 'main': 'giocare a', 'moron': 'ritardato mentale', 'Atlit': 'atleta', 'stadion': 'stadio', 'biar': 'permettere', 'stupidity': 'stupidità', 'atlit': 'atleta'}",1,1,10.72,,,,,,,,
1,"[USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] Koq Ngabalin di sebut tokoh, gak salah tuh, hidungnya tambah gede ntar, toko sorban kali ya.","[USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] Koq Ngabalin di sebut tokoh, gak salah tuh, hidungnya tambah gede ntar, toko sorban kali ya.",1.0,1,[0.0593 0.512  0.0042 0.0588 0.3657],1,[0.0593 0.512  0.0042 0.0588 0.3657],"{'Ngabalin': 'Risposta', 'hidungnya': 'Il suo naso', 'Koq': 'Koq', 'USERNAME': 'NOME UTENTE', 'tokoh': 'figura'}",4,4,73.85,,,,,,,,
4,[USERNAME] Selamat Siang Sahabat Pos. Kiriman tsb sudah diterima ya sahabat. Terima kasih telah mempercayakan dan menggunakan layanan kami :) ^FD [URL],USERNAME Selamat Siang Sahabat Inviare Kiriman tb sudah accettato sì amico accettare kasih telah mempercayakan dan menggunakan layanan kami URL,0.8524949550628662,4,[0.0069 0.0028 0.0132 0.003  0.9741],4,[0.0075 0.0029 0.0149 0.0028 0.9718],"{'Terima': 'accettare', 'Pos': 'Inviare', 'ya': 'sì', 'tsb': 'tb', 'sahabat': 'amico', 'diterima': 'accettato'}",4,4,6.58,,,,,,,,
4,"Di hari ini, yap tepat di tanggal 23 juli dimana mungkin di hari ini gua merasa sangatsangat special.. Makasih mamih, makasih uwa, makasih kakek, makasih [URL]","Di hari ini, yap tepat di tanggal 23 juli dimana mungkin di hari ini gua merasa sangatsangat special.. Makasih mamih, makasih uwa, makasih kakek, makasih [URL]",1.0,2,[0.0325 0.0031 0.4896 0.0065 0.4684],2,[0.0325 0.0031 0.4896 0.0065 0.4684],,2,2,0.02,,,,,,,,
1,Buat yang teriak teriak ganti presiden...gimana pulang kampung naik kereta api...bagus kan stasiun kereta....kereta apinya juga bagus ber AC semua...coba 4 tahun yg lalu...banyak copetnyaaahh byk calonyaaahh,Buat yang gridò gridò Cambia presiden come pulang kampung naik kereta api bagus kan stasiun kereta kereta apinya juga bagus ber AC semua Tentativo 4 tahun quale lalu banyak borsaiolo byk candidato,0.8661360144615173,1,[0.0698 0.9011 0.0013 0.0121 0.0156],1,[0.2053 0.7494 0.004  0.0243 0.017 ],"{'copetnyaaahh': 'borsaiolo', 'gimana': 'come', 'teriak': 'gridò', '4': '4', 'ganti': 'Cambia', 'yg': 'quale', 'coba': 'Tentativo', 'calonyaaahh': 'candidato'}",1,1,8.84,,,,,,,,
1,belajar agama yg tuntas jd nga ngarang dalam hidup. Isa saja disebut2 dialquran trus lu mau jelek2in Isa?? Bisa baca alquran ga? [URL],belajar agama yg finito jd nga ngarang dalam hidup È un saja disebut2 dialquran poi l mau jelek2in È un Potere baca alquran ga URL,0.8509794473648071,1,[0.0388 0.9417 0.0012 0.0143 0.0039],1,[0.0294 0.9591 0.001  0.0063 0.0042],"{'jelek2in': 'jelek2in', 'lu': 'l', 'disebut2': 'disebut2', 'trus': 'poi', 'Isa': 'È un', 'Bisa': 'Potere', 'ga': 'ga', 'tuntas': 'finito'}",1,1,7.13,,,,,,,,
4,"Hepibesdey canteeeekk [USERNAME] panjang umur, jadi pribadi yang jauh lebih baik, semoga apa yang di cita-citakan terwujud dan langgeng sama [USERNAME]",Hepibesdey canteeeekk NOME UTENTE panjang età jadi pribadi yang jauh lebih baik semoga apa yang di terwujud dan langgeng sama NOME UTENTE,0.8983542919158936,4,[0.0072 0.0032 0.0072 0.0037 0.9787],4,[0.0177 0.006  0.0092 0.005  0.962 ],"{'USERNAME': 'NOME UTENTE', 'umur': 'età'}",4,4,5.91,,,,,,,,
3,Kok banyak yaa di kabupaten w anak muda yg mendaftar caleg apa mereka bisa mewakili aspirasi rakyat padahal tempat nongkrongnya di cafe/restoran mewah bukan warung di tengah kampung,Kok banyak yaa di kabupaten w anak muda yg mendaftar caleg apa mereka bisa mewakili aspirasi rakyat padahal tempat nongkrongnya di cafe/restoran mewah bukan warung di tengah kampung,1.0,1,[0.1414 0.8296 0.0021 0.018  0.009 ],1,[0.1414 0.8296 0.0021 0.018  0.009 ],,1,1,0.02,,,,,,,,
1,"Gue emang cuek sih , bgt bgt malah tp kl ada yg buat risih atau gak nyaman ya hati2 aja lah pokoknya.. Jangan sampe gue ajak nongkrong breng ","Gue emang cuek sih , bgt bgt malah tp kl ada yg buat risih atau gak nyaman ya hati2 aja lah pokoknya.. Jangan sampe gue ajak nongkrong breng ",1.0,3,[0.0324 0.0257 0.0047 0.9327 0.0046],3,[0.0324 0.0257 0.0047 0.9327 0.0046],,3,3,0.03,,,,,,,,
3,"Berlajar prosedur bedah sekalian makan sahur ah *buka youtube* *nonton proses bedah dentoalveolar* *ga sanggup makan* *nutup laptop* ""Udahlah makan aja dulu"" *makan sambil deg deg an*","Berlajar prosedur bedah sekalian makan sahur ah *buka youtube* *nonton proses bedah dentoalveolar* *ga sanggup makan* *nutup laptop* ""Udahlah makan aja dulu"" *makan sambil deg deg an*",1.0,0,[0.781  0.0119 0.0056 0.1829 0.0185],0,[0.781  0.0119 0.0056 0.1829 0.0185],,3,3,0.02,,,,,,,,
4,"Gue kenal org yang lulus lama, kenal yg lulus cepet, lulus b aja, mereka punya waktu dan permasalahan sendiri. Jadi gue gak perlu buru-buru ketika semua yg ada di dalam diri dan di rumah masih messed up. Wol kusut aja masih bisa diusut. KALEM WE ATUH",io sapere org yang Laureato lama sapere quale Laureato cepet Laureato B aja mereka punya waktu dan permasalahan sendiri Jadi io gak perlu ketika semua quale ada di dalam diri dan di rumah masih incasinato up Lana vergine kusut aja masih bisa diusut KALEM WE ATUH,0.8839397430419922,4,[0.1447 0.0207 0.0102 0.0129 0.8115],1,[0.1021 0.8774 0.002  0.0106 0.0079],"{'kenal': 'sapere', 'Gue': 'io', 'gue': 'io', 'yg': 'quale', 'b': 'B', 'messed': 'incasinato', 'lulus': 'Laureato', 'Wol': 'Lana vergine'}",1,4,10.43,,,,,,,,
2,"Yaudah pokoknya makasih kamu udh mau pilih aku jadi kapel kamu, makasih udh percaya,sayang, dan sabar sm aku. Aku sayang sama kamu, semoga kita langgeng sampe tgl 25 di bulan2 berikutnya & seterusnya yaa. Maaf aku belom bisa jadi apa yang kamu idamkan, but i'll try it",Yaudah pokoknya Grazie kamu udh mau pilih aku jadi kapel kamu Grazie udh percaya caro dan paziente sm aku io caro sama kamu fiduciosamente kita per sempre fino a quando tgl 25 di bulan2 berikutnya seterusnya Sì Scusa aku belom bisa jadi apa yang kamu bramare but i try it,0.8778781890869141,2,[0.0077 0.0016 0.9679 0.0032 0.0196],4,[0.0231 0.0059 0.3565 0.0053 0.6092],"{'sayang': 'caro', 'Aku': 'io', 'semoga': 'fiduciosamente', 'Maaf': 'Scusa', 'sabar': 'paziente', 'sampe': 'fino a quando', 'idamkan': 'bramare', 'yaa': 'Sì', 'makasih': 'Grazie', 'langgeng': 'per sempre'}",2,2,9.95,,,,,,,,
0,"[USERNAME] reply1988, im not robot, fight for my way, its okay thats cinta, goblin itu yg inget kayaknya gua demen mewek terutama drama yg ditinggal meninggal gitu. emang cengeng:')","[USERNAME] reply1988, im not robot, fight for my way, its okay thats cinta, goblin itu yg inget kayaknya gua demen mewek terutama drama yg ditinggal meninggal gitu. emang cengeng:')",1.0,4,[0.1208 0.0081 0.3032 0.0071 0.5608],4,[0.1208 0.0081 0.3032 0.0071 0.5608],,4,4,0.03,,,,,,,,
1,"Isu Kristenisasi itu sama saja dgn isu kebangkitan PKI. Tanpa data, minim fakta dan bilapun ada tak lebih dari oembingkaian di kuar konteks! Isu yg dibuat untuk membangkitkan hantu demi keuntungan politis dan ekonomis.",Isu Cristianizzazione itu sama saja insieme a problema kebangkitan PKI Senza dati minim fatto dan bilapun ada tak lebih dari oembingkaian di kuar konteks Isu yg dibuat untuk membangkitkan hantu demi profitto politis dan ekonomis,0.9007266163825988,1,[0.022  0.962  0.0013 0.0114 0.0033],1,[0.0521 0.9256 0.0017 0.0147 0.0059],"{'Tanpa': 'Senza', 'PKI': 'PKI', 'Kristenisasi': 'Cristianizzazione', 'data': 'dati', 'isu': 'problema', 'fakta': 'fatto', 'keuntungan': 'profitto', 'dgn': 'insieme a'}",1,1,10.09,,,,,,,,
3,"Ngeri banget! Nenek ini mendengar ada suara di dalam lantainya, dan waktu dibuka bener-bener bikin kaget nenek dan petugas yang membukanya.. [URL]",Orrore banget Nenek ini ascoltare ada suara di dalam lantainya dan waktu dibuka Fare spaventato nonna dan petugas yang membukanya URL,0.9389957785606384,3,[0.0092 0.0058 0.0058 0.976  0.0033],3,[0.1673 0.0236 0.0053 0.7981 0.0057],"{'Ngeri': 'Orrore', 'mendengar': 'ascoltare', 'bikin': 'Fare', 'nenek': 'nonna', 'kaget': 'spaventato'}",3,3,6.58,,,,,,,,
