text,sentiment,perturbed_text,perturbed_semantic_sim,pred_label,pred_proba,perturbed_label,perturbed_proba,translated_word(s),adv_pred,adv_pred_on_orig,running_time(s),before_attack_acc,after_attack_acc,avg_semantic_sim,avg_running_time(s),adv_training,delta_acc,delta_adv,acc_adv_training_on_orig
"meski masa kampanye sudah selesai , bukan berati habis pula upaya mengerek tingkat kedipilihan elektabilitas .",1,meski masa persaingan sudah menyekang perut bukan berati habis pula aktivitas membinjat penantang kedipilihan elektabilitas,0.8856834173202515,1,[0.192  0.7174 0.0906],2,[0.1153 0.1461 0.7386],"{'upaya': 'aktivitas', 'elektabilitas': 'elektabilitas', 'mengerek': 'membinjat', 'selesai': 'menyekang perut', 'tingkat': 'penantang', 'kampanye': 'persaingan', 'kedipilihan': 'kedipilihan'}",2,1,5.87,0.9031746031746032,0.803968253968254,0.9309716572364172,6.337031746031746,0.8722222222222222,0.09920634920634919,0.030952380952380953,0.8968253968253969
tidak enak,2,tidak enak,0.999999701976776,2,[0.3011 0.0124 0.6866],2,[0.3011 0.0124 0.6866],{'enak': 'enak'},2,2,3.53,,,,,,,,
"restoran ini menawarkan makanan sunda . kami memesan ayam goreng , kangkung , sayur asam , ikan gurame goreng , ikan bakar , nasi goreng , karedok , tahu tempe , nasi putih , nasi merah etc minuman yang mereka tawarkan juga cukup variatif . rasa makanan enak dan harga murah . kami 9 dewasa dan 5 anak kecil , hanya menghabiskan 800,000",0,gedung ini hadiah makanan sunda kami memesan hidangan goreng kangkung hasil bumi campuran seseorang gurame goreng seseorang mengalami butir goreng karedok tahu tempe butir seseorang butir kesehatan etc hidangan yang mereka tawarkan juga cukup variatif rasa makanan enak dan ganjaran murah kami 9 seseorang dan 5 anak kecil hanya menghabiskan,0.9021217823028564,0,[0.9934 0.0029 0.0037],0,[0.9854 0.0059 0.0087],"{'enak': 'enak', 'harga': 'ganjaran', 'murah': 'murah', '9': '9', 'merah': 'kesehatan', 'etc': 'etc', 'karedok': 'karedok', 'putih': 'seseorang', 'goreng': 'goreng', 'nasi': 'butir', 'dewasa': 'seseorang', '5': '5', 'gurame': 'gurame', 'minuman': 'hidangan', 'ikan': 'seseorang', 'sayur': 'hasil bumi', 'kangkung': 'kangkung', 'tempe': 'tempe', 'ayam': 'hidangan', 'restoran': 'gedung', 'asam': 'campuran', 'menawarkan': 'hadiah', 'bakar': 'mengalami'}",0,0,4.72,,,,,,,,
"lokasi di alun alun masakan padang ini cukup terkenal dengan kepala ikan kakap gule , biasa saya pesan nasi bungkus padang berisikan rendang , ayam pop dan perkedel . porsi banyak dan mengenyangkan",0,penentuan di gelombang gelombang minuman keras area ini cukup tokoh dengan permukaan seseorang ikan laut gule biasa saya pesan butir bungkus area berisikan rendang ayam pop dan perkedel porsi banyak dan mengalami,0.8960816860198975,0,[0.9949 0.0025 0.0026],2,[0.1821 0.1385 0.6794],"{'mengenyangkan': 'mengalami', 'ikan': 'seseorang', 'gule': 'gule', 'porsi': 'porsi', 'pop': 'pop', 'rendang': 'rendang', 'padang': 'area', 'terkenal': 'tokoh', 'kepala': 'permukaan', 'alun': 'gelombang', 'kakap': 'ikan laut', 'lokasi': 'penentuan', 'nasi': 'butir', 'masakan': 'minuman keras'}",0,0,4.17,,,,,,,,
"betapa bejad kader gerindra yang anggota dprd mencabuli anak smp , rakyat harus cerdas partai mana yang harus di tengelamkan di 2019",2,betapa bejad teras gerindra yang tambahan dprd mengubrak abrik seseorang smp seseorang harus cerdas perjumpaan mana yang harus di tengelamkan di 2019,0.9148857593536376,2,[0.0206 0.2149 0.7645],1,[0.0206 0.8062 0.1732],"{'tengelamkan': 'tengelamkan', 'partai': 'perjumpaan', 'rakyat': 'seseorang', 'cerdas': 'cerdas', 'mencabuli': 'mengubrak abrik', '2019': '2019', 'smp': 'smp', 'anggota': 'tambahan', 'anak': 'seseorang', 'kader': 'teras', 'bejad': 'bejad'}",1,1,4.1,,,,,,,,
"kampiun bistro berada di jalan . kebon kawung , sebelah kanan seberang stasiun kota bandung . harga makanan dan minuman nya sangat terjangkau . ada live musik juga . dan kalau beruntung , anda akan bertemu dengan yuke dewa19 di tempat ini .",0,kampiun bistro berada di menyalin kebon kawung sebelah jawatan seberang fasilitas pengiriman bandung harga menyatakan dan hidangan nya sangat terjangkau ada live musik juga dan kalau mendapat anda akan menyambung dengan yuke dewa19 di tempat ini,0.9519681930541992,0,[0.9912 0.0059 0.003 ],0,[0.9934 0.0041 0.0025],"{'terjangkau': 'terjangkau', 'minuman': 'hidangan', 'beruntung': 'mendapat', 'bandung': 'bandung', 'yuke': 'yuke', 'kampiun': 'kampiun', 'kawung': 'kawung', 'makanan': 'menyatakan', 'stasiun': 'fasilitas', 'bistro': 'bistro', 'kebon': 'kebon', 'jalan': 'menyalin', 'bertemu': 'menyambung', 'nya': 'nya', 'kanan': 'jawatan', 'kota': 'pengiriman', 'seberang': 'seberang'}",0,0,4.32,,,,,,,,
kamar nya sempit tidak ada tempat menyimpan barang malah menambah barang . by the way ini kipas2 mau diletakkan mana . mana uchiwa segede ini pula .,2,area nya sempit tidak ada tempat memintas perasaan malah pinda perasaan by the way ini kipas2 mau diletakkan mana mana uchiwa segede ini pula,0.9515100717544556,2,[0.0308 0.0052 0.964 ],2,[0.0189 0.0082 0.9729],"{'sempit': 'sempit', 'kipas2': 'kipas2', 'uchiwa': 'uchiwa', 'by': 'by', 'barang': 'perasaan', 'menambah': 'pinda', 'segede': 'segede', 'menyimpan': 'memintas', 'nya': 'nya', 'kamar': 'area'}",2,2,4.28,,,,,,,,
"saya tadi mampir ke restauran ini , mungkin letak nya strategis , pertama masuk dikasih senyuman manis sama mbak yang ramah , di situ pun saya memesan chiken grill , es thai tea dan super duper ice cream . enak . saya suka .",0,saya tadi mendapat ke restauran ini mungkin memindahkan nya perancang pertama menyambung dikasih senyuman rasa sama mbak yang kesungguhan di situ pun saya merekes chiken grill es thai tea dan super duper ice cream enak saya mengevaluasi,0.9425930976867676,0,[0.9952 0.0018 0.003 ],0,[0.9874 0.0053 0.0073],"{'suka': 'mengevaluasi', 'enak': 'enak', 'mampir': 'mendapat', 'memesan': 'merekes', 'nya': 'nya', 'ramah': 'kesungguhan', 'strategis': 'perancang', 'grill': 'grill', 'manis': 'rasa', 'cream': 'cream', 'super': 'super', 'mbak': 'mbak', 'duper': 'duper', 'dikasih': 'dikasih', 'letak': 'memindahkan', 'restauran': 'restauran', 'masuk': 'menyambung', 'thai': 'thai', 'tea': 'tea'}",0,0,4.52,,,,,,,,
jangan percaya dengan agama buddha . agama itu saja tidak punya tuhan . agama sesat itu .,2,jangan percaya dengan akidah malaikat akidah itu saja tidak punya betara akidah sesat itu,0.863054633140564,2,[0.0154 0.0239 0.9607],2,[0.0149 0.0122 0.9729],"{'tuhan': 'betara', 'sesat': 'sesat', 'agama': 'akidah', 'buddha': 'malaikat'}",2,2,3.77,,,,,,,,
kafe ini menawarkan sesuatu hal yang sebelumnya saya tak suka tapi akhirnya saya bisa rekomendasi karena enak rasanya yaitu terong goreng ! di sini saya baru bisa menikmati terong yang diolah sehingga terasa lezat :,0,restoran ini hadiah sesuatu hal yang sebelumnya saya tak mengevaluasi tapi akhirnya saya bisa rekomendasi karena enak rasanya yaitu terong goreng di sini saya baru bisa kenyam terong yang diolah sehingga terasa lezat,0.9749323129653932,0,[0.9942 0.0033 0.0025],0,[0.9937 0.0033 0.0029],"{'menikmati': 'kenyam', 'suka': 'mengevaluasi', 'lezat': 'lezat', 'enak': 'enak', 'goreng': 'goreng', 'menawarkan': 'hadiah', 'kafe': 'restoran', 'diolah': 'diolah'}",0,0,4.26,,,,,,,,
yusri seorang ibu yang tidak tahu diri . sudah tidak punya uang mebel lagi . melihat muka ibu dikaca . sudah dibantu tidak terima kasih . dasar maling .,2,yusri seorang ibu yang tidak tahu diri sudah tidak punya kriteria mebel lagi melihat permukaan ibu dikaca sudah dibantu tidak menyalin perasaan lokasi perompak,0.94843727350235,2,[0.011  0.0099 0.9791],2,[0.0104 0.0304 0.9592],"{'maling': 'perompak', 'dibantu': 'dibantu', 'muka': 'permukaan', 'kasih': 'perasaan', 'terima': 'menyalin', 'dasar': 'lokasi', 'uang': 'kriteria', 'mebel': 'mebel'}",2,2,4.42,,,,,,,,
menemukan bocah-bocah sampai yang komentar di yutub pakai kata-kata kotor begitu . yang mengajarkan siapa dah ? sedih :,2,menemukan sampai yang penjelasan di yutub mendapat berkisar begitu yang mengajarkan siapa dah berganjak,0.8402093648910522,2,[0.0082 0.009  0.9829],2,[0.0216 0.2268 0.7515],"{'kotor': 'berkisar', 'sedih': 'berganjak', 'yutub': 'yutub', 'pakai': 'mendapat', 'dah': 'dah', 'komentar': 'penjelasan'}",2,2,3.93,,,,,,,,
indomaret adalah penjahat anyar dalam dunia perdagangan,2,indomaret adalah penjahat anyar dalam rombongan berkisar,0.8722226619720459,2,[0.0315 0.2855 0.683 ],1,[0.0185 0.4947 0.4867],"{'dunia': 'rombongan', 'perdagangan': 'berkisar', 'indomaret': 'indomaret', 'anyar': 'anyar'}",2,2,3.87,,,,,,,,
