text,sentiment,perturbed_text,perturbed_semantic_sim,pred_label,pred_proba,perturbed_label,perturbed_proba,translated_word(s),adv_pred,adv_pred_on_orig,running_time(s),before_attack_acc,after_attack_acc,avg_semantic_sim,avg_running_time(s),adv_training,delta_acc,delta_adv,acc_adv_training_on_orig
"meski masa kampanye sudah selesai , bukan berati habis pula upaya mengerek tingkat kedipilihan elektabilitas .",1,"meski masa kampanye sudah selesai , bukan berati habis pula upaya mengerek tingkat kedipilihan elektabilitas .",1.0,2,[0.0343 0.3033 0.6625],2,[0.0343 0.3033 0.6625],,0,0,0.1,0.9301587301587302,0.903968253968254,0.9288054683378764,9.67188888888889,0.9436507936507936,0.02619047619047621,-0.013492063492063444,0.8785714285714286
tidak enak,2,tidak nice,0.5409587621688843,2,[0.0071 0.0017 0.9912],2,[0.0157 0.0026 0.9818],{'enak': 'nice'},2,2,4.58,,,,,,,,
"restoran ini menawarkan makanan sunda . kami memesan ayam goreng , kangkung , sayur asam , ikan gurame goreng , ikan bakar , nasi goreng , karedok , tahu tempe , nasi putih , nasi merah etc minuman yang mereka tawarkan juga cukup variatif . rasa makanan enak dan harga murah . kami 9 dewasa dan 5 anak kecil , hanya menghabiskan 800,000",0,restoran ini menawarkan food sunda kami memesan ayam goreng kangkung sayur asam ikan gurame goreng ikan bakar nasi goreng karedok tahu tempe nasi putih nasi Red etc minuman yang mereka tawarkan juga cukup variative rasa food nice dan price inexpensive kami 9 dewasa dan 5 anak kecil hanya menghabiskan,0.94936203956604,0,[0.982  0.0041 0.0138],0,[0.9951 0.0022 0.0028],"{'variatif': 'variative', 'harga': 'price', 'enak': 'nice', 'makanan': 'food', 'merah': 'Red', 'murah': 'inexpensive', 'etc': 'etc'}",0,0,10.69,,,,,,,,
"lokasi di alun alun masakan padang ini cukup terkenal dengan kepala ikan kakap gule , biasa saya pesan nasi bungkus padang berisikan rendang , ayam pop dan perkedel . porsi banyak dan mengenyangkan",0,lokasi di alun alun masakan padang ini cukup terkenal dengan kepala ikan kakap gule biasa saya message nasi bungkus padang berisikan rendang ayam pop dan cakes portion banyak dan filling,0.9216436743736268,0,[0.9979 0.001  0.0011],0,[0.9976 0.0012 0.0012],"{'mengenyangkan': 'filling', 'perkedel': 'cakes', 'porsi': 'portion', 'pesan': 'message'}",0,0,8.55,,,,,,,,
"betapa bejad kader gerindra yang anggota dprd mencabuli anak smp , rakyat harus cerdas partai mana yang harus di tengelamkan di 2019",2,betapa bejad kader gerindra yang anggota dprd molested anak smp rakyat harus cerdas partai mana yang harus di drown di 2019,0.8996627926826477,2,[0.0044 0.0131 0.9825],2,[0.015  0.0389 0.9461],"{'tengelamkan': 'drown', 'mencabuli': 'molested'}",2,2,7.68,,,,,,,,
"kampiun bistro berada di jalan . kebon kawung , sebelah kanan seberang stasiun kota bandung . harga makanan dan minuman nya sangat terjangkau . ada live musik juga . dan kalau beruntung , anda akan bertemu dengan yuke dewa19 di tempat ini .",0,kampiun bistro berada di jalan kebon kawung sebelah kanan seberang stasiun kota bandung price food dan drink his sangat terjangkau ada live musik juga dan kalau beruntung anda akan bertemu dengan yuke dewa19 di tempat ini,0.9426586627960204,0,[0.9958 0.0024 0.0018],0,[0.9931 0.0047 0.0022],"{'minuman': 'drink', 'nya': 'his', 'makanan': 'food', 'harga': 'price'}",0,0,8.29,,,,,,,,
kamar nya sempit tidak ada tempat menyimpan barang malah menambah barang . by the way ini kipas2 mau diletakkan mana . mana uchiwa segede ini pula .,2,kamar nya sempit tidak ada tempat menyimpan goods malah menambah goods by the way ini kipas2 mau diletakkan mana mana uchiwa as big as ini pula,0.9247398376464844,2,[0.0076 0.0022 0.9902],2,[0.3405 0.0125 0.647 ],"{'barang': 'goods', 'segede': 'as big as'}",2,0,7.02,,,,,,,,
"saya tadi mampir ke restauran ini , mungkin letak nya strategis , pertama masuk dikasih senyuman manis sama mbak yang ramah , di situ pun saya memesan chiken grill , es thai tea dan super duper ice cream . enak . saya suka .",0,saya tadi mampir ke restauran ini mungkin letak nya strategis pertama masuk dikasih senyuman manis sama mbak yang ramah di situ pun saya memesan chiken grill ice thai tea dan super duper ice cream nice saya suka,0.9739761352539062,0,[0.9969 0.0011 0.0019],0,[9.978e-01 8.000e-04 1.400e-03],"{'super': 'super', 'enak': 'nice', 'ice': 'ice', 'es': 'ice'}",0,0,8.41,,,,,,,,
jangan percaya dengan agama buddha . agama itu saja tidak punya tuhan . agama sesat itu .,2,jangan percaya dengan religion buddha religion itu saja tidak punya tuhan religion sesat itu,0.8343959450721741,2,[0.0019 0.0021 0.996 ],2,[0.0027 0.002  0.9953],{'agama': 'religion'},2,2,5.62,,,,,,,,
kafe ini menawarkan sesuatu hal yang sebelumnya saya tak suka tapi akhirnya saya bisa rekomendasi karena enak rasanya yaitu terong goreng ! di sini saya baru bisa menikmati terong yang diolah sehingga terasa lezat :,0,kafe ini menawarkan sesuatu hal yang sebelumnya saya tak suka tapi akhirnya saya bisa rekomendasi karena enak rasanya yaitu terong goreng di sini saya baru bisa menikmati terong yang processed sehingga terasa delicious,0.9725497961044312,0,[0.9931 0.0023 0.0045],0,[0.9939 0.0021 0.0041],"{'lezat': 'delicious', 'diolah': 'processed'}",0,0,8.18,,,,,,,,
yusri seorang ibu yang tidak tahu diri . sudah tidak punya uang mebel lagi . melihat muka ibu dikaca . sudah dibantu tidak terima kasih . dasar maling .,2,yusri seorang ibu yang tidak tahu diri sudah tidak punya money mebel lagi melihat muka ibu dikaca sudah dibantu tidak terima kasih dasar thief,0.952230989933014,2,[0.003  0.0016 0.9955],2,[0.0052 0.0022 0.9926],"{'maling': 'thief', 'uang': 'money'}",2,2,4.94,,,,,,,,
menemukan bocah-bocah sampai yang komentar di yutub pakai kata-kata kotor begitu . yang mengajarkan siapa dah ? sedih :,2,menemukan sampai yang komentar di yutub pakai dirty begitu yang mengajarkan siapa dah sedih,0.8574331402778625,2,[0.0022 0.0026 0.9952],2,[0.0027 0.0035 0.9938],{'kotor': 'dirty'},2,2,5.45,,,,,,,,
indomaret adalah penjahat anyar dalam dunia perdagangan,2,indomaret adalah penjahat anyar dalam world perdagangan,0.8735125064849854,2,[0.0028 0.1029 0.8943],2,[0.0027 0.0955 0.9018],{'dunia': 'world'},2,2,4.96,,,,,,,,
"malah .. !!! tren si tukang fitnah bicara iman , dasar akun sapi yang takut kehilangan kursi cawapres prabowo makanya busukkan nama ahy dan say",2,malah tren si tukang slander bicara iman base akun sapi yang takut kehilangan kursi cawapres prabowo makanya rot nama ahy dan say,0.8932268023490906,2,[0.0072 0.0105 0.9823],2,[0.0063 0.0329 0.9608],"{'dasar': 'base', 'busukkan': 'rot', 'fitnah': 'slander'}",2,2,6.79,,,,,,,,
"tahun 2018 , bri ingin akuisisi 2 bank cilik",1,tahun 2018 bri ingin akuisisi 2 bank little,0.9197268486022948,1,[0.0022 0.994  0.0039],1,[0.0024 0.9935 0.0042],{'cilik': 'little'},1,1,4.98,,,,,,,,
pilihan bakso nya sangat beragam dan kelebihan nya adalah kita bebas memilih jenis dan jumlah bakso yang kita inginkan,0,pilihan meatball nya sangat beragam dan kelebihan nya adalah kita free memilih jenis dan jumlah meatball yang kita inginkan,0.7890452146530151,0,[0.9911 0.0061 0.0028],0,[0.9894 0.0079 0.0027],"{'bakso': 'meatball', 'bebas': 'free'}",0,0,6.51,,,,,,,,
