label,tweet,perturbed_text,perturbed_semantic_sim,pred_label,pred_proba,perturbed_label,perturbed_proba,translated_word(s),running_time(s),before_attack_acc,after_attack_acc,avg_semantic_sim,avg_running_time(s)
4,Ini adalah hal yang paling membahagiakan saat biasku foto bersama ELF #ReturnOfTheLittlePrince #HappyHeeChulDay,Ini adalah hal yang paling seneng saat biasku foto bersama ELF,0.9627591967582703,4,[0.0156 0.0021 0.0187 0.002  0.9616],4,[0.0129 0.0029 0.0295 0.0013 0.9535],{'membahagiakan': 'seneng'},2.755,0.871343368361261,0.7077534791252486,0.9289963090074431,0.6719587333143993
1,"[USERNAME] [USERNAME] Dari pertama [USERNAME] menduduki bangku jabatan anda, rakyat belum pernah mendengar dan melihat hasil kerja dan prestasi nyata yang anda berikan semasa menduduki bangku jabatan.Coba tanya Kenapa [USERNAME] ? Abdi rakyat butuh seoran",Dari pertama menduduki kursi jabatan wong belum pernah mendengar dan melihat hasil kerja dan prestasi nyata yang anda berikan semasa menduduki kursi tanya Kenapa Abdi wong butuh seoran,0.7339351177215576,1,[0.0328 0.9484 0.0026 0.0067 0.0095],1,[0.1341 0.8303 0.0036 0.0098 0.0222],"{'bangku': 'kursi', 'rakyat': 'wong'}",1.2817,,,,
3,"yaudah kalo emang belum berani potong rambut pendek ya nanti"" aja kalo emang udah yakin dan bisa nyaman  Selamat beristirahat, jangan lupa berdoa Tidur yg nyenyak & mimpi yg indah Good night cit ","yaudah kalo emang belum berani potong rambut pendek ya nanti"" aja kalo emang udah yakin dan bisa nyaman  Selamat beristirahat, jangan lupa berdoa Tidur yg nyenyak & mimpi yg indah Good night cit ",1.0,4,[0.0581 0.0086 0.0204 0.0075 0.9054],4,[0.0581 0.0086 0.0204 0.0075 0.9054],,0.02,,,,
3,"Jadi semalam, gw rekap, eh intinya yg gw usahain kerja ternyata zero samsek.. Presentasi jam 16.00, ku baru grasak grusuk jam 13.23. Jiaaaaaaann","Jadi semalam, gw rekap, eh intinya yg gw usahain kerja ternyata zero samsek.. Presentasi jam 16.00, ku baru grasak grusuk jam 13.23. Jiaaaaaaann",1.0,4,[0.1332 0.0103 0.0104 0.005  0.841 ],4,[0.1332 0.0103 0.0104 0.005  0.841 ],,0.1,,,,
1,"temen2 masa kecil yang turned out being asshole itu kalo cewe jadi ukhti2 hijrah kalo cowo jadi abdi negara, rasanya semua statement ku di sosmed pasti yang menyangkal orang2 kek gitu, parahnya lagi kalo mereka pacaran bangsat",temen2 masa kecil yang turned out being asshole itu yen cewe jadi ukhti2 hijrah yen cowo jadi punggawa rasanya semua pratinjau ku di sosmed pasti yang menyangkal orang2 kek parahnya lagi yen mereka pacaran bangsat,0.8674740791320801,1,[0.3986 0.5046 0.0026 0.0849 0.0094],1,[0.4355 0.5015 0.0037 0.044  0.0152],"{'abdi': 'punggawa', 'kalo': 'yen', 'statement': 'pratinjau'}",0.7213,,,,
0,"Terkadang apa yang kau dapati dan miliki saat ini, ada orang lain yang menginginkanya juga. Apapun itu. Karena gak semua beban bisa di tanggung oleh seorang gantleman. Dialog Dini Hari.",Kadhangkala apa yang kau dapati dan miliki saat ada orang lain yang menginginkanya Apapun Karena gak semua beban bisa di tanggung oleh seorang Dialog Dini,0.9576353430747986,0,[0.9394 0.0072 0.0196 0.02   0.0139],0,[0.9353 0.0129 0.0168 0.0218 0.0132],"{'Terkadang': 'Kadhangkala', 'beban': 'beban'}",0.6424,,,,
3,"TAMSIL ISLAM NUSANTARA. Karena kau cuma tiang yang dipancang tergesa-gesa kemarin sore dan pangkalmu cuma dangkal-dangkal saja ditanam, maka engkau jadi takut setengah mati pada angin. Bahkan semilir yang segar pun kau caci dan kau kutuki.",TAMSIL ISLAM Karena kowe cuma tiang yang dipancang kemarin sore dan pangkalmu cuma saja maka engkau jadi takut setengah mati pada Bahkan semilir yang segar pun kowe caci dan kowe,0.9498891830444336,3,[0.0173 0.0129 0.0042 0.963  0.0025],3,[0.027  0.0132 0.0049 0.9528 0.0022],"{'mati': 'mati', 'kau': 'kowe', 'sore': 'sore'}",0.4076,,,,
1,"[USERNAME] Skrg gini saja. Sy balik pertanyaannya. Bolehkah kah sy yg bukan Mahasiswa UMI ikut masuk ruang Kuliah dan mengerjakan Tugas Kuliah sprt Mhs lainnya? Bukan persoalan Ada larangan atau tidak. Tapi apa Gunanya Saya ikut Perkuliahan, kalo Saya n",Skrg gini Sy balik Bolehkah kah sy yg bukan Mahasiswa UMI ikut masuk ruang Kuliah dan mengerjakan Tugas Kuliah sprt Mhs ora persoalan Ada larangan atau Tapi apa Gunanya Saya ikut yen Saya n,0.9617488980293274,1,[0.0937 0.8429 0.0023 0.0482 0.0129],1,[0.0841 0.8757 0.0014 0.0254 0.0133],"{'kalo': 'yen', 'Bukan': 'ora', 'larangan': 'larangan', 'Mhs': 'Mhs', 'sprt': 'sprt'}",0.6353,,,,
2,"Kalo kamuuuuuu, kamuu itu specialll. Cintanya juga ga kalah kok sama yang lain. Karena sebenernya bagi aku kalian itu satu. Jadi, cinta satu cinta semua. [URL]",Kalo kamuu itu Cintanya juga ga ilang kok sama yang Karena sebenernya bagi aku kalian itu cinta satu cinta,0.9675807952880859,2,[0.0104 0.0019 0.9775 0.0028 0.0074],2,[0.0113 0.0018 0.9787 0.0025 0.0057],{'kalah': 'ilang'},0.318,,,,
4,Kasarnya dia bilang kalo pake lg dengerin musik yg kluar slalu musiknya Shinhwa. Bikin pengen joget wkwk xD. Itu namanya autoreaction sih xD [URL],Kasarnya dia bilang kalo pake lg dengerin musik yg metu slalu musik Bikin pengen joget wkwk Itu namanya autoreaction sih xD,0.9496400356292725,4,[0.0251 0.0082 0.0486 0.0026 0.9155],4,[0.0317 0.0113 0.0232 0.0025 0.9314],"{'autoreaction': 'autoreaction', 'kluar': 'metu', 'xD': 'xD', 'musiknya': 'musik'}",0.4441,,,,
