label,tweet,perturbed_text,perturbed_semantic_sim,pred_label,pred_proba,perturbed_label,perturbed_proba,translated_word(s),running_time(s),before_attack_acc,after_attack_acc,avg_semantic_sim,avg_running_time(s)
4,Ini adalah hal yang paling membahagiakan saat biasku foto bersama ELF #ReturnOfTheLittlePrince #HappyHeeChulDay,Ini adalah hal yang paling membahagiakan saat biasku foto bersama ELF,0.9768531918525696,4,[1.30e-03 6.00e-04 6.90e-03 2.00e-04 9.91e-01],4,[4.300e-03 9.000e-04 3.350e-02 6.000e-04 9.608e-01],"{'ELF': 'ELF', 'biasku': 'biasku'}",1.086,0.9724510082362965,0.7594433399602386,0.8959911204059839,1.0916704913376882
1,"[USERNAME] [USERNAME] Dari pertama [USERNAME] menduduki bangku jabatan anda, rakyat belum pernah mendengar dan melihat hasil kerja dan prestasi nyata yang anda berikan semasa menduduki bangku jabatan.Coba tanya Kenapa [USERNAME] ? Abdi rakyat butuh seoran",saka pertama mangoni bangku jabatan wong belum pernah mendengar dan melihat asil kerja dan prestasi nyata yang anda berikan semasa mangoni bangku tanya Kenapa Abdi wong butuh seoran,0.7262074947357178,1,[8.300e-03 9.889e-01 7.000e-04 7.000e-04 1.300e-03],1,[3.130e-02 9.648e-01 4.000e-04 1.200e-03 2.200e-03],"{'Kenapa': 'Kenapa', 'butuh': 'butuh', 'hasil': 'asil', 'menduduki': 'mangoni', 'Dari': 'saka', 'rakyat': 'wong'}",0.6973,,,,
3,"yaudah kalo emang belum berani potong rambut pendek ya nanti"" aja kalo emang udah yakin dan bisa nyaman  Selamat beristirahat, jangan lupa berdoa Tidur yg nyenyak & mimpi yg indah Good night cit ",yaudah kalo tenan belum berani potong rambut pendek ya aja kalo tenan udah yakin dan bisa nyaman seneng jangan lupa berdoa mudhun kang nyenyak mimpi kang ayu Good wengi cit,0.90144944190979,3,[0.2438 0.0056 0.0279 0.5297 0.193 ],4,[0.1718 0.0047 0.0304 0.1495 0.6438],"{'yg': 'kang', 'berani': 'berani', 'yaudah': 'yaudah', 'Tidur': 'mudhun', 'aja': 'aja', 'Selamat': 'seneng', 'indah': 'ayu', 'night': 'wengi', 'emang': 'tenan'}",1.1216,,,,
3,"Jadi semalam, gw rekap, eh intinya yg gw usahain kerja ternyata zero samsek.. Presentasi jam 16.00, ku baru grasak grusuk jam 13.23. Jiaaaaaaann","Jadi semalam, gw rekap, eh intinya yg gw usahain kerja ternyata zero samsek.. Presentasi jam 16.00, ku baru grasak grusuk jam 13.23. Jiaaaaaaann",1.0,0,[0.8    0.038  0.0036 0.1123 0.0461],0,[0.8    0.038  0.0036 0.1123 0.0461],,0.03,,,,
1,"temen2 masa kecil yang turned out being asshole itu kalo cewe jadi ukhti2 hijrah kalo cowo jadi abdi negara, rasanya semua statement ku di sosmed pasti yang menyangkal orang2 kek gitu, parahnya lagi kalo mereka pacaran bangsat",temen2 masa kecil yang turned metu being bajingan itu kalo prawan jadi ukhti2 migrasi kalo cowo jadi abdi rasanya semua pratinjau ku di sosmed pasti yang menyangkal orang2 ngemil parahnya lagi kalo mereka pacaran bajingan,0.9409817457199097,1,[1.424e-01 8.380e-01 6.000e-04 1.640e-02 2.500e-03],1,[0.4078 0.5533 0.0009 0.0307 0.0073],"{'asshole': 'bajingan', 'bangsat': 'bajingan', 'statement': 'pratinjau', 'hijrah': 'migrasi', 'kek': 'ngemil', 'out': 'metu', 'cewe': 'prawan'}",0.9484,,,,
0,"Terkadang apa yang kau dapati dan miliki saat ini, ada orang lain yang menginginkanya juga. Apapun itu. Karena gak semua beban bisa di tanggung oleh seorang gantleman. Dialog Dini Hari.",Kadhangkala apa yang kau dapati dan miliki saat ada wong lain yang menginginkanya Apapun Karena gak semua beban bisa di tanggung oleh seorang Dialog awal,0.9257526993751526,0,[9.866e-01 5.000e-04 1.400e-03 5.100e-03 6.400e-03],0,[9.883e-01 1.400e-03 5.000e-04 1.700e-03 8.100e-03],"{'Apapun': 'Apapun', 'Terkadang': 'Kadhangkala', 'menginginkanya': 'menginginkanya', 'Dini': 'awal', 'orang': 'wong'}",2.2055,,,,
3,"TAMSIL ISLAM NUSANTARA. Karena kau cuma tiang yang dipancang tergesa-gesa kemarin sore dan pangkalmu cuma dangkal-dangkal saja ditanam, maka engkau jadi takut setengah mati pada angin. Bahkan semilir yang segar pun kau caci dan kau kutuki.",TAMSIL ISLAM Karena kowe cuma tiang yang dipancang kemarin sore dan pangkalmu cuma saja maka engkau jadi takut setengah mati pada Bahkan sumilir yang seger pun kowe caci dan kowe,0.9377255439758301,3,[3.400e-03 6.000e-04 1.000e-03 9.945e-01 5.000e-04],3,[1.110e-02 7.900e-03 1.800e-03 9.784e-01 8.000e-04],"{'kau': 'kowe', 'mati': 'mati', 'semilir': 'sumilir', 'segar': 'seger', 'ISLAM': 'ISLAM'}",0.7195,,,,
1,"[USERNAME] Skrg gini saja. Sy balik pertanyaannya. Bolehkah kah sy yg bukan Mahasiswa UMI ikut masuk ruang Kuliah dan mengerjakan Tugas Kuliah sprt Mhs lainnya? Bukan persoalan Ada larangan atau tidak. Tapi apa Gunanya Saya ikut Perkuliahan, kalo Saya n",Skrg gini Sy balik Bolehkah kah sy yg bukan mahasiswa UMI ikut masuk kamar Kuliah dan mengerjakan Tugas Kuliah sprt Mhs ora persoalan ana larangan atau Tapi apa Gunanya aku ikut yen aku n,0.9235841035842896,1,[0.1272 0.808  0.0018 0.0576 0.0054],3,[0.0932 0.3856 0.0068 0.5018 0.0126],"{'Bukan': 'ora', 'Ada': 'ana', 'ruang': 'kamar', 'n': 'n', 'Saya': 'aku', 'Mahasiswa': 'mahasiswa', 'Sy': 'Sy', 'kalo': 'yen', 'larangan': 'larangan', 'kah': 'kah'}",1.5269,,,,
2,"Kalo kamuuuuuu, kamuu itu specialll. Cintanya juga ga kalah kok sama yang lain. Karena sebenernya bagi aku kalian itu satu. Jadi, cinta satu cinta semua. [URL]",Kalo kamuu itu Cintanya juga ga ilang kok sama yang Amarga bener bagi aku kalian itu cinta satu cinta,0.9635543823242188,2,[1.100e-03 4.000e-04 9.965e-01 1.400e-03 6.000e-04],2,[1.800e-03 7.000e-04 9.954e-01 1.200e-03 8.000e-04],"{'kalah': 'ilang', 'sebenernya': 'bener', 'Karena': 'Amarga'}",0.9305,,,,
4,Kasarnya dia bilang kalo pake lg dengerin musik yg kluar slalu musiknya Shinhwa. Bikin pengen joget wkwk xD. Itu namanya autoreaction sih xD [URL],Kasarnya dia ngomong yen pake lg dengerin musik yg kluar slalu musiknya Bikin pengen joget wkwk Iku asma autoreaction sih xD,0.891521692276001,4,[0.0141 0.0015 0.002  0.0012 0.9812],4,[0.2019 0.019  0.0028 0.0066 0.7697],"{'wkwk': 'wkwk', 'kalo': 'yen', 'Itu': 'Iku', 'autoreaction': 'autoreaction', 'namanya': 'asma', 'xD': 'xD', 'bilang': 'ngomong', 'lg': 'lg'}",0.3212,,,,
