label,tweet,perturbed_text,perturbed_semantic_sim,pred_label,pred_proba,perturbed_label,perturbed_proba,translated_word(s),running_time(s),before_attack_acc,after_attack_acc,avg_semantic_sim,avg_running_time(s)
4,Ini adalah hal yang paling membahagiakan saat biasku foto bersama ELF #ReturnOfTheLittlePrince #HappyHeeChulDay,Ini adalah hal yang paling heureux saat biasku foto bersama ELF,0.9486480951309204,4,[0.0159 0.0027 0.0284 0.0045 0.9485],4,[0.0276 0.0039 0.041  0.0063 0.9212],{'membahagiakan': 'heureux'},1.5821,0.8909400738426584,0.7069014484521443,0.9156549938300291,0.5201691280886112
1,"[USERNAME] [USERNAME] Dari pertama [USERNAME] menduduki bangku jabatan anda, rakyat belum pernah mendengar dan melihat hasil kerja dan prestasi nyata yang anda berikan semasa menduduki bangku jabatan.Coba tanya Kenapa [USERNAME] ? Abdi rakyat butuh seoran",Dari pertama menduduki siège jabatan rakyat belum pernah ecouter dan melihat hasil kerja dan prestasi nyata yang anda berikan semasa menduduki siège tanya Pourquoi Abdi rakyat butuh seoran,0.7669981122016907,1,[0.0526 0.9253 0.0036 0.0107 0.0077],1,[0.2417 0.7246 0.0045 0.0149 0.0143],"{'bangku': 'siège', 'Kenapa': 'Pourquoi', 'mendengar': 'ecouter'}",0.2491,,,,
3,"yaudah kalo emang belum berani potong rambut pendek ya nanti"" aja kalo emang udah yakin dan bisa nyaman  Selamat beristirahat, jangan lupa berdoa Tidur yg nyenyak & mimpi yg indah Good night cit ","yaudah kalo emang belum berani potong rambut pendek ya nanti"" aja kalo emang udah yakin dan bisa nyaman  Selamat beristirahat, jangan lupa berdoa Tidur yg nyenyak & mimpi yg indah Good night cit ",1.0,4,[0.0565 0.0068 0.0193 0.0184 0.899 ],4,[0.0565 0.0068 0.0193 0.0184 0.899 ],,0.02,,,,
3,"Jadi semalam, gw rekap, eh intinya yg gw usahain kerja ternyata zero samsek.. Presentasi jam 16.00, ku baru grasak grusuk jam 13.23. Jiaaaaaaann","Jadi semalam, gw rekap, eh intinya yg gw usahain kerja ternyata zero samsek.. Presentasi jam 16.00, ku baru grasak grusuk jam 13.23. Jiaaaaaaann",1.0,0,[0.8945 0.0161 0.0038 0.0391 0.0466],0,[0.8945 0.0161 0.0038 0.0391 0.0466],,0.02,,,,
1,"temen2 masa kecil yang turned out being asshole itu kalo cewe jadi ukhti2 hijrah kalo cowo jadi abdi negara, rasanya semua statement ku di sosmed pasti yang menyangkal orang2 kek gitu, parahnya lagi kalo mereka pacaran bangsat",temen2 masa kecil yang turned out being asshole itu si cewe jadi ukhti2 hijrah si cowo jadi serveur rasanya semua déclaration ku di sosmed pasti yang menyangkal orang2 kek parahnya lagi si mereka pacaran bangsat,0.9447274804115295,1,[0.1234 0.4705 0.0038 0.3957 0.0065],1,[0.0717 0.6127 0.0039 0.3048 0.0068],"{'abdi': 'serveur', 'statement': 'déclaration', 'kalo': 'si'}",0.5028,,,,
0,"Terkadang apa yang kau dapati dan miliki saat ini, ada orang lain yang menginginkanya juga. Apapun itu. Karena gak semua beban bisa di tanggung oleh seorang gantleman. Dialog Dini Hari.",Terkadang apa yang kau dapati dan avoir saat ada orang lain yang menginginkanya Apapun Karena non semua beban bisa di tanggung oleh seorang Dialog Dini,0.9395340085029602,0,[0.9468 0.0068 0.0111 0.0287 0.0066],0,[0.9375 0.0129 0.0134 0.0277 0.0085],"{'gak': 'non', 'miliki': 'avoir'}",0.4202,,,,
3,"TAMSIL ISLAM NUSANTARA. Karena kau cuma tiang yang dipancang tergesa-gesa kemarin sore dan pangkalmu cuma dangkal-dangkal saja ditanam, maka engkau jadi takut setengah mati pada angin. Bahkan semilir yang segar pun kau caci dan kau kutuki.",TAMSIL ISLAM Auto kau cuma tiang yang dipancang kemarin sore dan pangkalmu cuma saja maka engkau jadi takut setengah morte pada Bahkan semilir yang segar pun kau caci dan kau,0.9578884840011597,3,[0.0081 0.0064 0.0056 0.9775 0.0024],3,[0.0134 0.0071 0.0058 0.9715 0.0023],"{'mati': 'morte', 'sore': 'sore', 'Karena': 'Auto'}",0.3181,,,,
1,"[USERNAME] Skrg gini saja. Sy balik pertanyaannya. Bolehkah kah sy yg bukan Mahasiswa UMI ikut masuk ruang Kuliah dan mengerjakan Tugas Kuliah sprt Mhs lainnya? Bukan persoalan Ada larangan atau tidak. Tapi apa Gunanya Saya ikut Perkuliahan, kalo Saya n",Skrg gini Sy balik Bolehkah kah sy yg bukan Mahasiswa UMI ikut masuk ruang Kuliah dan mengerjakan Tugas Kuliah sprt Mhs Bukan persoalan Ada interdire atau Mais apa Gunanya je ikut si je n,0.9391704797744751,1,[0.1926 0.6656 0.0023 0.1265 0.0129],0,[0.4887 0.4253 0.0018 0.07   0.0141],"{'larangan': 'interdire', 'kalo': 'si', 'Saya': 'je', 'Tapi': 'Mais', 'sprt': 'sprt'}",0.7615,,,,
2,"Kalo kamuuuuuu, kamuu itu specialll. Cintanya juga ga kalah kok sama yang lain. Karena sebenernya bagi aku kalian itu satu. Jadi, cinta satu cinta semua. [URL]",Kalo kamuu itu Cintanya juga ga arbuste kok sama yang Karena sebenernya bagi aku kalian itu cinta satu cinta,0.9655328392982483,2,[0.0078 0.0016 0.9787 0.0039 0.0079],2,[0.0104 0.0019 0.9778 0.0037 0.0063],{'kalah': 'arbuste'},0.5105,,,,
4,Kasarnya dia bilang kalo pake lg dengerin musik yg kluar slalu musiknya Shinhwa. Bikin pengen joget wkwk xD. Itu namanya autoreaction sih xD [URL],Kasarnya dia terrible kalo pake lg dengerin musik yg kluar slalu musiknya Bikin pengen joget wkwk Itu namanya autoreaction sih xD,0.9490880966186523,4,[0.0282 0.0038 0.0297 0.005  0.9334],3,[0.2141 0.0186 0.0051 0.7559 0.0063],"{'bilang': 'terrible', 'musiknya': 'musiknya'}",0.2881,,,,
0,[USERNAME] Gua kelas 1sd bawa hp karna buat hubungin mama. Tau tau dicolong temen. Gua diem aja bego emg. Bibi kantin ngabarin nyokap gua dan lgsg datang lah mama trs bapanya minta maaf. Eh beberapa hari kemudian anaknya pindah sklh. Ya,Gua kelas 1sd appporter hp karna buat hubungin Tau tau dicolong Gua diem aja bego Bibi kantin ngabarin nyokap gua dan lgsg datang lah Maman trs bapanya minta euh beberapa hari kemudian anaknya pindah Ya,0.9555687308311462,0,[0.933  0.0181 0.0069 0.0376 0.0045],0,[0.691  0.197  0.0045 0.1004 0.0071],"{'mama': 'Maman', 'Eh': 'euh', 'bawa': 'appporter', 'anaknya': 'anaknya', 'hp': 'hp'}",0.7091,,,,
2,"[USERNAME] ""Cinta tak butuh pengorbanan. Pada saat kau merasa berkorban, pada saat itu cintamu mulai pudar."" Ini wejangan dari mbah [USERNAME]",tak butuh Pada saat kau merasa pada saat itu cintamu mulai Ini wejangan dari mbah,0.8747009634971619,2,[0.0178 0.0021 0.9711 0.0041 0.005 ],0,[0.6622 0.011  0.3042 0.0161 0.0065],{'butuh': 'butuh'},0.234,,,,
