label,tweet,perturbed_text,perturbed_semantic_sim,pred_label,pred_proba,perturbed_label,perturbed_proba,translated_word(s),adv_pred,adv_pred_on_orig,running_time(s),before_attack_acc,after_attack_acc,avg_semantic_sim,avg_running_time(s),adv_training,delta_acc,delta_adv,acc_adv_training_on_orig,best_epoch
2,"Pixy ini kok lama-lama gemesim yaaaa. Setelah jatuh cinta sama lip cream nya, kayak nya bakal jatih cinta sama yang lain. Huft [URL]",Pixy ini kok gemesim Setelah jatuh amore sama labbro cream kayak nya bakal jatih amore sama yang Huft,0.8652290105819702,2,[2.870e-02 7.000e-04 9.422e-01 2.300e-03 2.610e-02],0,[0.9741 0.0034 0.0143 0.002  0.0063],"{'pixy': 'pixy', 'kayak': 'kayak', 'lip': 'labbro', 'cinta': 'amore'}",2,2,0.7515,0.7204545454545455,0.5704545454545454,0.9366142788393932,0.4377122727272726,0.6590909090909091,0.15000000000000002,-0.08863636363636362,0.7068181818181818,6.0
3,Penyakit hepatitis B 100x lebih infeksius dari HIV/AIDS Duhh serem! Dan belum ada obatnya.,Penyakit hepatitis B 100x lebih infeksius dari Duhh Dan belum ada,0.9448561668395996,3,[0.0065 0.0011 0.0027 0.9869 0.0027],0,[0.9327 0.0018 0.0025 0.0598 0.0032],{'duhh': 'duhh'},0,3,0.5223,,,,,,,,,
3,[USERNAME] [USERNAME] [USERNAME] Gw lebih khawatir lg kalo Ahok jd jurkamnya Jokowi bro. Nemo movement malah berbalik jd ikon punya Jokowi. Persis kejadian 212 yg jd panggung Jkw,Gw lebih khawatir lg Se Ahok jd jurkamnya Jokowi Nemo mozione malah berbalik jd ikon punya Persis kejadian 212 yg jd panggung Jkw,0.8643605709075928,3,[0.0031 0.0116 0.001  0.9829 0.0014],3,[0.0058 0.0593 0.0015 0.931  0.0024],"{'jurkamnya': 'jurkamnya', 'jkw': 'jkw', 'kalo': 'Se', 'kejadian': 'kejadian', 'jd': 'jd', 'movement': 'mozione', 'nemo': 'nemo'}",3,3,1.5089,,,,,,,,,
1,"Kemerdekaan adalah hak segala bangsa ...( Kec Yahudi,Kurdi , Catalonia , Koptik ) sbgmn kita menutup mata terhadap Penjajahan Yaman dan Qatar.Artinya standart ganda ...","Kemerdekaan adalah hak segala bangsa ...( Kec Yahudi,Kurdi , Catalonia , Koptik ) sbgmn kita menutup mata terhadap Penjajahan Yaman dan Qatar.Artinya standart ganda ...",1.0,4,[0.2075 0.013  0.0618 0.0124 0.7053],4,[0.2075 0.013  0.0618 0.0124 0.7053],,4,4,0.21,,,,,,,,,
4,"Selamat pak [USERNAME] resmi jadi bapak, sekedar saran sering sering si jagoan dikasih dengar lagu YNWA sama tonton pertandingan Liverpool... Biar ngerti sejarah dan kesetiaan haha",Selamat pak resmi jadi sekedar saran sering sering si jagoan dikasih dengar lagu YNWA sama tonton pertandingan Biar ngerti sejarah dan kesetiaan haha,0.9467302560806274,4,[1.100e-02 1.100e-03 5.100e-03 5.000e-04 9.823e-01],4,[0.0142 0.0022 0.0043 0.0011 0.9781],"{'haha': 'haha', 'jagoan': 'jagoan', 'sejarah': 'sejarah', 'selamat': 'selamat', 'ynwa': 'ynwa', 'biar': 'biar'}",4,4,1.7575,,,,,,,,,
0,"Pas aktip di ig merasa twitter ini tempat melarikan diri. Pas lbh sering mencuit, merasa ig itu mall... aku dangkal, butuh hingar, mau di pasar",Pas aktip di ig merasa twitter ini tempat melarikan Pas lbh sering merasa ig itu aku butuh mau di pasar,0.948068618774414,0,[0.7764 0.2    0.0013 0.0212 0.0011],0,[0.9262 0.0516 0.0036 0.0018 0.0168],"{'aktip': 'aktip', 'pasar': 'pasar', 'lbh': 'lbh', 'pas': 'pas'}",0,1,0.4815,,,,,,,,,
1,Awal nonton cuma 4 orang tenang bgt.. 25 menit film berjalan dan begitu masuk segerombolan alayers lansung bising nya gak ketolong..,Awal nonton cuma 4 orang tenang bgt.. 25 menit film berjalan dan begitu masuk segerombolan alayers lansung bising nya gak ketolong..,1.0,4,[0.0284 0.0054 0.0048 0.0799 0.8816],4,[0.0284 0.0054 0.0048 0.0799 0.8816],,4,4,0.14,,,,,,,,,
0,"Bukan gw yang ga mau ikut bukber, tapi dompet yang protes ""bukber mulu lu gw ga di isi isi, dompet gendutin, badan lu kurusin jangan kebalik"" Oke sip besok ku lembur baghai qhuda","Bukan gw yang ga mau ikut bukber, tapi dompet yang protes ""bukber mulu lu gw ga di isi isi, dompet gendutin, badan lu kurusin jangan kebalik"" Oke sip besok ku lembur baghai qhuda",1.0,1,[7.940e-02 9.059e-01 9.000e-04 1.600e-03 1.230e-02],1,[7.940e-02 9.059e-01 9.000e-04 1.600e-03 1.230e-02],,1,1,0.14,,,,,,,,,
3,jadi takut buat nikah...buat punya anak...takut kalo saya nikah saya ga bisa bahagiain pasangan...takut kalo punya anak nanti saya banding bandingin...,jadi takut buat punya kalo saya nikah saya ga bisa bahagiain kalo punya bambino nanti saya banding,0.9581695199012756,3,[0.0013 0.0025 0.0057 0.9893 0.0013],3,[0.002  0.0044 0.0034 0.9885 0.0017],"{'bahagiain': 'bahagiain', 'anak': 'bambino'}",3,3,0.4897,,,,,,,,,
4,"BTW, salut dengan siapapun yang bikin ad Tokopedia yang cerita masa lalu seseorang tentang nabung buat makan udang. Dengan narasi yang cukup simple tapi bisa langsung ngena ke gua emotionally. Well done",ciao dengan siapapun yang bikin ad Tokopedia yang cerita masa lalu seseorang tentang nabung buat makan Dengan narasi yang cukup simple tapi bisa langsung ngena ke gua Well fatto,0.928129255771637,4,[4.300e-03 8.000e-04 5.200e-03 1.100e-03 9.885e-01],4,[0.0043 0.0012 0.0068 0.0015 0.9862],"{'salut': 'ciao', 'done': 'fatto', 'nabung': 'nabung', 'ngena': 'ngena', 'simple': 'simple', 'langsung': 'langsung'}",4,4,0.5642,,,,,,,,,
