label,tweet,perturbed_text,perturbed_semantic_sim,pred_label,pred_proba,perturbed_label,perturbed_proba,translated_word(s),adv_pred,adv_pred_on_orig,running_time(s),before_attack_acc,after_attack_acc,avg_semantic_sim,avg_running_time(s),adv_training,delta_acc,delta_adv,acc_adv_training_on_orig,best_epoch
2,"Pixy ini kok lama-lama gemesim yaaaa. Setelah jatuh cinta sama lip cream nya, kayak nya bakal jatih cinta sama yang lain. Huft [URL]",Pixy ini kok gemesim Setelah cadere amore sama labbro cream kayak nya bakal jatih amore sama yang Huft,0.8541190028190613,2,[0.0178 0.0033 0.9214 0.0028 0.0547],4,[0.191  0.0097 0.0302 0.0035 0.7656],"{'cream': 'cream', 'cinta': 'amore', 'jatuh': 'cadere', 'lip': 'labbro', 'setelah': 'setelah', 'pixy': 'pixy'}",4,2,0.6342,0.7159090909090909,0.6,0.9244594741951336,0.2719645454545454,0.6909090909090909,0.11590909090909096,-0.09090909090909094,0.6909090909090909,8.0
3,Penyakit hepatitis B 100x lebih infeksius dari HIV/AIDS Duhh serem! Dan belum ada obatnya.,Penyakit hepatitis B 100x lebih infeksius dari Duhh Dan belum ada,0.9448561668395996,3,[0.0192 0.0094 0.0027 0.9654 0.0034],0,[0.5042 0.0516 0.0052 0.4123 0.0267],"{'penyakit': 'penyakit', 'duhh': 'duhh', 'infeksius': 'infeksius'}",3,3,0.2443,,,,,,,,,
3,[USERNAME] [USERNAME] [USERNAME] Gw lebih khawatir lg kalo Ahok jd jurkamnya Jokowi bro. Nemo movement malah berbalik jd ikon punya Jokowi. Persis kejadian 212 yg jd panggung Jkw,Gw lebih khawatir lg Se Ahok jd jurkamnya Jokowi Nemo movement malah berbalik jd ikon punya Persis kejadian 212 quale jd panggung Jkw,0.8461475372314453,3,[0.0206 0.0114 0.0023 0.9633 0.0024],3,[0.0221 0.0141 0.0024 0.9589 0.0025],"{'lg': 'lg', 'kalo': 'Se', 'jurkamnya': 'jurkamnya', 'jd': 'jd', 'persis': 'persis', 'berbalik': 'berbalik', 'jkw': 'jkw', 'yg': 'quale', 'gw': 'gw', 'nemo': 'nemo'}",3,3,0.8716,,,,,,,,,
1,"Kemerdekaan adalah hak segala bangsa ...( Kec Yahudi,Kurdi , Catalonia , Koptik ) sbgmn kita menutup mata terhadap Penjajahan Yaman dan Qatar.Artinya standart ganda ...",Kemerdekaan adalah hak segala bangsa Kec Catalonia Koptik asma kita chiudere occhio terhadap Penjajahan Yaman dan standart ganda,0.8501077890396118,1,[0.0961 0.8469 0.0031 0.018  0.0359],1,[0.0558 0.9199 0.0019 0.0084 0.014 ],"{'sbgmn': 'asma', 'standart': 'standart', 'catalonia': 'catalonia', 'menutup': 'chiudere', 'hak': 'hak', 'mata': 'occhio', 'ganda': 'ganda'}",1,1,0.1821,,,,,,,,,
4,"Selamat pak [USERNAME] resmi jadi bapak, sekedar saran sering sering si jagoan dikasih dengar lagu YNWA sama tonton pertandingan Liverpool... Biar ngerti sejarah dan kesetiaan haha",Selamat pak resmi jadi sekedar saran sering sering si jagoan dati dengar lagu YNWA sama tonton concorrenza Biar ngerti sejarah dan kesetiaan haha,0.9423236846923828,4,[0.0075 0.0077 0.0086 0.001  0.9751],4,[0.0109 0.0104 0.0062 0.0016 0.9709],"{'jagoan': 'jagoan', 'tonton': 'tonton', 'kesetiaan': 'kesetiaan', 'biar': 'biar', 'dikasih': 'dati', 'lagu': 'lagu', 'pertandingan': 'concorrenza', 'selamat': 'selamat', 'ynwa': 'ynwa', 'dengar': 'dengar'}",4,4,0.8588,,,,,,,,,
0,"Pas aktip di ig merasa twitter ini tempat melarikan diri. Pas lbh sering mencuit, merasa ig itu mall... aku dangkal, butuh hingar, mau di pasar",Pas aktip di ig merasa twitter ini tempat melarikan Pas lbh sering merasa ig itu aku butuh mau di pasar,0.948068618774414,0,[0.8781 0.0483 0.0053 0.0575 0.0108],0,[0.8643 0.0413 0.0118 0.0657 0.0169],"{'lbh': 'lbh', 'ig': 'ig', 'aktip': 'aktip', 'pasar': 'pasar'}",0,3,0.3111,,,,,,,,,
1,Awal nonton cuma 4 orang tenang bgt.. 25 menit film berjalan dan begitu masuk segerombolan alayers lansung bising nya gak ketolong..,Awal nonton cuma 4 orang tenang bgt.. 25 menit film berjalan dan begitu masuk segerombolan alayers lansung bising nya gak ketolong..,1.0,4,[0.0606 0.0283 0.0124 0.0094 0.8894],4,[0.0606 0.0283 0.0124 0.0094 0.8894],,3,3,0.06,,,,,,,,,
0,"Bukan gw yang ga mau ikut bukber, tapi dompet yang protes ""bukber mulu lu gw ga di isi isi, dompet gendutin, badan lu kurusin jangan kebalik"" Oke sip besok ku lembur baghai qhuda","Bukan gw yang ga mau ikut bukber, tapi dompet yang protes ""bukber mulu lu gw ga di isi isi, dompet gendutin, badan lu kurusin jangan kebalik"" Oke sip besok ku lembur baghai qhuda",1.0,1,[0.0634 0.909  0.0015 0.0075 0.0186],1,[0.0634 0.909  0.0015 0.0075 0.0186],,1,1,0.07,,,,,,,,,
3,jadi takut buat nikah...buat punya anak...takut kalo saya nikah saya ga bisa bahagiain pasangan...takut kalo punya anak nanti saya banding bandingin...,jadi takut buat punya Se saya nikah saya ga bisa bahagiain Se punya anak nanti saya banding,0.958124041557312,3,[0.0178 0.0066 0.004  0.9695 0.0021],3,[0.0398 0.0081 0.0041 0.9461 0.0018],"{'ga': 'ga', 'nikah': 'nikah', 'bahagiain': 'bahagiain', 'kalo': 'Se'}",3,3,0.2043,,,,,,,,,
4,"BTW, salut dengan siapapun yang bikin ad Tokopedia yang cerita masa lalu seseorang tentang nabung buat makan udang. Dengan narasi yang cukup simple tapi bisa langsung ngena ke gua emotionally. Well done",salut dengan siapapun yang bikin ad Tokopedia yang storia masa lalu seseorang tentang nabung buat makan Dengan narrazione yang cukup simple tapi bisa langsung ngena ke io Well fatto,0.9103341698646544,4,[0.0124 0.0116 0.0074 0.002  0.9666],4,[0.0115 0.0164 0.0069 0.0015 0.9637],"{'tokopedia': 'tokopedia', 'gua': 'io', 'nabung': 'nabung', 'done': 'fatto', 'simple': 'simple', 'well': 'bene', 'narasi': 'narrazione', 'dengan': 'dengan', 'cerita': 'storia'}",4,4,0.2313,,,,,,,,,
