label,tweet,perturbed_text,perturbed_semantic_sim,pred_label,pred_proba,perturbed_label,perturbed_proba,translated_word(s),adv_pred,adv_pred_on_orig,running_time(s),before_attack_acc,after_attack_acc,avg_semantic_sim,avg_running_time(s),adv_training,delta_acc,delta_adv,acc_adv_training_on_orig,best_epoch
2,"Pixy ini kok lama-lama gemesim yaaaa. Setelah jatuh cinta sama lip cream nya, kayak nya bakal jatih cinta sama yang lain. Huft [URL]","Pixy ini kok lama-lama gemesim yaaaa. Setelah jatuh cinta sama lip cream nya, kayak nya bakal jatih cinta sama yang lain. Huft [URL]",1.0,0,[0.9787 0.0033 0.0095 0.0047 0.0038],0,[0.9787 0.0033 0.0095 0.0047 0.0038],,2,2,0.14,0.7886363636363637,0.6636363636363637,0.9266862892291764,0.4568486363636363,0.7022727272727273,0.125,-0.03863636363636358,0.7818181818181819,5.0
3,Penyakit hepatitis B 100x lebih infeksius dari HIV/AIDS Duhh serem! Dan belum ada obatnya.,Penyakit hepatitis B 100x lebih infeksius dari Duhh Dan belum ada,0.9448561668395996,3,[2.000e-03 1.100e-03 1.000e-03 9.952e-01 7.000e-04],1,[0.1026 0.5478 0.0027 0.2825 0.0644],"{'dan': 'and', 'duhh': 'duhh', 'hepatitis': 'hepatitis'}",3,3,0.6975,,,,,,,,,
3,[USERNAME] [USERNAME] [USERNAME] Gw lebih khawatir lg kalo Ahok jd jurkamnya Jokowi bro. Nemo movement malah berbalik jd ikon punya Jokowi. Persis kejadian 212 yg jd panggung Jkw,Gw lebih khawatir lg if Ahok jd jurkamnya Jokowi Nemo movement malah berbalik jd ikon punya Persis kejadian 212 which jd panggung Jkw,0.8588441610336304,3,[2.600e-03 3.400e-03 4.000e-04 9.924e-01 1.200e-03],3,[4.700e-03 3.400e-03 3.000e-04 9.906e-01 1.000e-03],"{'kejadian': 'kejadian', 'yg': 'which', 'kalo': 'if', 'jkw': 'jkw', 'nemo': 'nemo', 'gw': 'w', 'jurkamnya': 'jurkamnya', 'movement': 'movement', 'jokowi': 'jokowi', 'ikon': 'ikon', 'persis': 'persis', 'jd': 'jd', 'panggung': 'panggung'}",3,3,0.5795,,,,,,,,,
1,"Kemerdekaan adalah hak segala bangsa ...( Kec Yahudi,Kurdi , Catalonia , Koptik ) sbgmn kita menutup mata terhadap Penjajahan Yaman dan Qatar.Artinya standart ganda ...",Kemerdekaan adalah hak segala bangsa Kec Catalonia Koptik sbgmn kita menutup mata terhadap Penjajahan Yaman dan standart ganda,0.9747864603996276,1,[6.400e-03 9.896e-01 4.000e-04 1.700e-03 1.800e-03],1,[0.4531 0.5279 0.0013 0.0076 0.0101],"{'mata': 'mata', 'penjajahan': 'penjajahan', 'catalonia': 'catalonia', 'ganda': 'ganda', 'kec': 'kec', 'bangsa': 'bangsa', 'kemerdekaan': 'kemerdekaan', 'menutup': 'menutup'}",1,1,0.1679,,,,,,,,,
4,"Selamat pak [USERNAME] resmi jadi bapak, sekedar saran sering sering si jagoan dikasih dengar lagu YNWA sama tonton pertandingan Liverpool... Biar ngerti sejarah dan kesetiaan haha",Selamat pak resmi jadi sekedar saran sering sering si jagoan dikasih dengar lagu YNWA sama tonton pertandingan Biar ngerti sejarah dan kesetiaan haha,0.9467302560806274,4,[1.10e-03 4.00e-04 2.59e-02 6.00e-04 9.72e-01],4,[1.400e-03 2.000e-04 1.220e-02 5.000e-04 9.857e-01],"{'selamat': 'selamat', 'sejarah': 'sejarah', 'haha': 'haha', 'pertandingan': 'pertandingan', 'biar': 'biar', 'ngerti': 'ngerti', 'ynwa': 'ynwa', 'lagu': 'lagu', 'dengar': 'dengar', 'resmi': 'resmi', 'jagoan': 'jagoan', 'si': 'si', 'dikasih': 'dikasih'}",4,4,0.6921,,,,,,,,,
0,"Pas aktip di ig merasa twitter ini tempat melarikan diri. Pas lbh sering mencuit, merasa ig itu mall... aku dangkal, butuh hingar, mau di pasar",Pas aktip di ig merasa twitter ini tempat melarikan Pas lbh sering merasa ig itu aku butuh mau di pasar,0.948068618774414,0,[9.925e-01 2.300e-03 9.000e-04 2.100e-03 2.200e-03],0,[0.9118 0.0076 0.005  0.0298 0.0458],"{'twitter': 'twitter', 'butuh': 'butuh', 'melarikan': 'melarikan', 'pas': 'pas', 'ig': 'ig', 'aktip': 'aktip'}",0,0,0.3915,,,,,,,,,
1,Awal nonton cuma 4 orang tenang bgt.. 25 menit film berjalan dan begitu masuk segerombolan alayers lansung bising nya gak ketolong..,Awal nonton cuma 4 orang tenang bgt.. 25 menit film berjalan dan begitu masuk segerombolan alayers lansung bising nya gak ketolong..,1.0,4,[0.0379 0.0013 0.0025 0.0053 0.953 ],4,[0.0379 0.0013 0.0025 0.0053 0.953 ],,4,4,0.12,,,,,,,,,
0,"Bukan gw yang ga mau ikut bukber, tapi dompet yang protes ""bukber mulu lu gw ga di isi isi, dompet gendutin, badan lu kurusin jangan kebalik"" Oke sip besok ku lembur baghai qhuda",Bukan gw yang ga mau ikut tapi dompet yang protes mulu lu gw ga di isi dompet badan lu kurusin jangan Oke sip besok ku lembur baghai qhuda,0.9751265048980712,0,[8.535e-01 1.325e-01 7.000e-04 1.200e-03 1.210e-02],1,[5.200e-03 9.927e-01 2.000e-04 4.000e-04 1.500e-03],{},1,0,0.458,,,,,,,,,
3,jadi takut buat nikah...buat punya anak...takut kalo saya nikah saya ga bisa bahagiain pasangan...takut kalo punya anak nanti saya banding bandingin...,jadi takut buat punya if saya nikah saya ga bisa bahagiain if punya child nanti saya banding,0.927095890045166,3,[1.000e-03 1.200e-03 4.000e-04 9.969e-01 5.000e-04],3,[2.400e-03 1.800e-03 4.000e-04 9.949e-01 5.000e-04],"{'kalo': 'if', 'ga': 'ga', 'nikah': 'nikah', 'banding': 'banding', 'anak': 'child'}",3,3,0.3907,,,,,,,,,
4,"BTW, salut dengan siapapun yang bikin ad Tokopedia yang cerita masa lalu seseorang tentang nabung buat makan udang. Dengan narasi yang cukup simple tapi bisa langsung ngena ke gua emotionally. Well done",salut with siapapun yang make ad Tokopedia yang cerita masa lalu seseorang tentang saving buat eat Dengan narasi yang cukup simple tapi bisa langsung ngena ke I Well done,0.9461013674736024,4,[0.1366 0.001  0.0376 0.0016 0.8232],4,[6.700e-03 1.300e-03 1.300e-03 6.000e-04 9.901e-01],"{'tokopedia': 'tokopedia', 'well': 'well', 'ad': 'ad', 'nabung': 'saving', 'gua': 'I', 'dengan': 'with', 'simple': 'simple', 'makan': 'eat', 'bikin': 'make', 'langsung': 'langsung', 'done': 'done', 'salut': 'salut'}",4,4,0.2926,,,,,,,,,
