label,tweet,perturbed_text,perturbed_semantic_sim,pred_label,pred_proba,perturbed_label,perturbed_proba,translated_word(s),adv_pred,adv_pred_on_orig,running_time(s),before_attack_acc,after_attack_acc,avg_semantic_sim,avg_running_time(s),adv_training,delta_acc,delta_adv,acc_adv_training_on_orig,best_epoch
2,"Pixy ini kok lama-lama gemesim yaaaa. Setelah jatuh cinta sama lip cream nya, kayak nya bakal jatih cinta sama yang lain. Huft [URL]","Pixy ini kok lama-lama gemesim yaaaa. Setelah jatuh cinta sama lip cream nya, kayak nya bakal jatih cinta sama yang lain. Huft [URL]",1.0,0,[0.9787 0.0033 0.0095 0.0047 0.0038],0,[0.9787 0.0033 0.0095 0.0047 0.0038],,0,0,0.24,0.7886363636363637,0.6454545454545455,0.9219395408237522,0.5613395454545455,0.6931818181818182,0.1431818181818182,-0.04772727272727273,0.7727272727272727,5.0
3,Penyakit hepatitis B 100x lebih infeksius dari HIV/AIDS Duhh serem! Dan belum ada obatnya.,Penyakit epatite B 100x lebih infeksius dari Duhh Dan belum ada,0.8424186110496521,3,[2.000e-03 1.100e-03 1.000e-03 9.952e-01 7.000e-04],1,[0.1308 0.7158 0.0016 0.1179 0.0339],"{'dan': 'e', 'duhh': 'duhh', 'hepatitis': 'epatite'}",3,3,1.077,,,,,,,,,
3,[USERNAME] [USERNAME] [USERNAME] Gw lebih khawatir lg kalo Ahok jd jurkamnya Jokowi bro. Nemo movement malah berbalik jd ikon punya Jokowi. Persis kejadian 212 yg jd panggung Jkw,Gw lebih khawatir lg Se Ahok jd jurkamnya Jokowi Nemo mozione malah berbalik jd icona punya Persis kejadian 212 quale jd panggung Jkw,0.822746753692627,3,[2.600e-03 3.400e-03 4.000e-04 9.924e-01 1.200e-03],3,[2.70e-03 2.30e-03 3.00e-04 9.94e-01 7.00e-04],"{'kejadian': 'kejadian', 'yg': 'quale', 'kalo': 'Se', 'jkw': 'jkw', 'nemo': 'nemo', 'gw': 'gw', 'jurkamnya': 'jurkamnya', 'movement': 'mozione', 'jokowi': 'jokowi', 'ikon': 'icona'}",3,3,1.0174,,,,,,,,,
1,"Kemerdekaan adalah hak segala bangsa ...( Kec Yahudi,Kurdi , Catalonia , Koptik ) sbgmn kita menutup mata terhadap Penjajahan Yaman dan Qatar.Artinya standart ganda ...",Kemerdekaan adalah hak segala nazione Kec Catalonia Koptik sbgmn kita menutup occhio terhadap Penjajahan Yaman dan standart ganda,0.9084892868995668,1,[6.400e-03 9.896e-01 4.000e-04 1.700e-03 1.800e-03],1,[0.1277 0.8636 0.0009 0.0038 0.004 ],"{'mata': 'occhio', 'penjajahan': 'penjajahan', 'catalonia': 'catalonia', 'ganda': 'ganda', 'kec': 'kec', 'bangsa': 'nazione'}",1,1,0.7316,,,,,,,,,
4,"Selamat pak [USERNAME] resmi jadi bapak, sekedar saran sering sering si jagoan dikasih dengar lagu YNWA sama tonton pertandingan Liverpool... Biar ngerti sejarah dan kesetiaan haha",Selamat pak resmi jadi sekedar saran sering sering si jagoan dikasih dengar lagu YNWA sama tonton concorrenza Biar ngerti sejarah dan kesetiaan haha,0.9465392827987672,4,[1.10e-03 4.00e-04 2.59e-02 6.00e-04 9.72e-01],4,[1.700e-03 2.000e-04 1.180e-02 5.000e-04 9.858e-01],"{'selamat': 'selamat', 'sejarah': 'sejarah', 'haha': 'haha', 'pertandingan': 'concorrenza', 'biar': 'biar', 'ngerti': 'ngerti', 'ynwa': 'ynwa', 'lagu': 'lagu', 'dengar': 'dengar', 'resmi': 'resmi'}",4,4,2.6187,,,,,,,,,
0,"Pas aktip di ig merasa twitter ini tempat melarikan diri. Pas lbh sering mencuit, merasa ig itu mall... aku dangkal, butuh hingar, mau di pasar",Pas aktip di ig merasa twitter ini tempat melarikan Pas lbh sering merasa ig itu aku butuh mau di pasar,0.948068618774414,0,[9.925e-01 2.300e-03 9.000e-04 2.100e-03 2.200e-03],0,[0.9118 0.0076 0.005  0.0298 0.0458],"{'twitter': 'twitter', 'butuh': 'butuh', 'melarikan': 'melarikan', 'pas': 'pas', 'ig': 'ig'}",0,0,0.6388,,,,,,,,,
1,Awal nonton cuma 4 orang tenang bgt.. 25 menit film berjalan dan begitu masuk segerombolan alayers lansung bising nya gak ketolong..,Awal nonton cuma 4 orang tenang bgt.. 25 menit film berjalan dan begitu masuk segerombolan alayers lansung bising nya gak ketolong..,1.0,4,[0.0379 0.0013 0.0025 0.0053 0.953 ],4,[0.0379 0.0013 0.0025 0.0053 0.953 ],,4,4,0.21,,,,,,,,,
0,"Bukan gw yang ga mau ikut bukber, tapi dompet yang protes ""bukber mulu lu gw ga di isi isi, dompet gendutin, badan lu kurusin jangan kebalik"" Oke sip besok ku lembur baghai qhuda",Bukan gw yang ga mau ikut tapi dompet yang protes mulu lu gw ga di isi dompet badan lu kurusin jangan Oke sip besok ku lembur baghai qhuda,0.9751265048980712,0,[8.535e-01 1.325e-01 7.000e-04 1.200e-03 1.210e-02],1,[5.200e-03 9.927e-01 2.000e-04 4.000e-04 1.500e-03],{},1,0,0.7639,,,,,,,,,
3,jadi takut buat nikah...buat punya anak...takut kalo saya nikah saya ga bisa bahagiain pasangan...takut kalo punya anak nanti saya banding bandingin...,jadi takut buat punya Se saya nikah saya ga bisa bahagiain Se punya anak nanti saya appello,0.9565058946609496,3,[1.000e-03 1.200e-03 4.000e-04 9.969e-01 5.000e-04],3,[1.900e-03 1.400e-03 4.000e-04 9.959e-01 3.000e-04],"{'kalo': 'Se', 'ga': 'ga', 'nikah': 'nikah', 'banding': 'appello'}",3,3,0.7712,,,,,,,,,
4,"BTW, salut dengan siapapun yang bikin ad Tokopedia yang cerita masa lalu seseorang tentang nabung buat makan udang. Dengan narasi yang cukup simple tapi bisa langsung ngena ke gua emotionally. Well done",salut dengan siapapun yang bikin ad Tokopedia yang cerita masa lalu seseorang tentang nabung buat mangiare Dengan narasi yang cukup simple tapi bisa langsung ngena ke io Well done,0.9621124863624572,4,[0.1366 0.001  0.0376 0.0016 0.8232],4,[6.200e-03 9.000e-04 1.100e-03 6.000e-04 9.912e-01],"{'tokopedia': 'tokopedia', 'well': 'bene', 'ad': 'ad', 'nabung': 'nabung', 'gua': 'io', 'dengan': 'dengan', 'simple': 'simple', 'makan': 'mangiare', 'bikin': 'bikin'}",4,4,0.8021,,,,,,,,,
3,"Pagi ini Surabaya mendungnya rata banget, jangan biarin rasa meger menguasai jiwa &amp","Pagi ini Surabaya mendungnya rata banget, jangan biarin rasa meger menguasai jiwa &amp",1.0,0,[0.9843 0.0014 0.0013 0.0112 0.002 ],0,[0.9843 0.0014 0.0013 0.0112 0.002 ],,0,0,0.21,,,,,,,,,
