label,tweet,perturbed_text,perturbed_semantic_sim,pred_label,pred_proba,perturbed_label,perturbed_proba,translated_word(s),adv_pred,adv_pred_on_orig,running_time(s),before_attack_acc,after_attack_acc,avg_semantic_sim,avg_running_time(s),adv_training,delta_acc,delta_adv,acc_adv_training_on_orig,best_epoch
2,"Pixy ini kok lama-lama gemesim yaaaa. Setelah jatuh cinta sama lip cream nya, kayak nya bakal jatih cinta sama yang lain. Huft [URL]",Pixy ini kok gemesim Setelah jatuh bertanam kasih sama lip cream berhajat nya bakal jatih bertanam kasih sama yang Huft,0.8952166438102722,2,[2.870e-02 7.000e-04 9.422e-01 2.300e-03 2.610e-02],0,[0.9524 0.0051 0.0168 0.0016 0.0241],"{'Pixy': 'Pixy', 'kayak': 'berhajat', 'lip': 'lip', 'cinta': 'bertanam kasih', 'Setelah': 'Setelah', 'Huft': 'Huft', 'jatih': 'jatih'}",2,2,2.4045,0.7204545454545455,0.525,0.9318044493821536,0.2573536363636364,0.740909090909091,0.19545454545454544,-0.21590909090909094,0.740909090909091,5.0
3,Penyakit hepatitis B 100x lebih infeksius dari HIV/AIDS Duhh serem! Dan belum ada obatnya.,Penyakit hepatitis B 100x lebih infeksius dari Duhh Dan belum ada,0.9448561668395996,3,[0.0065 0.0011 0.0027 0.9869 0.0027],0,[0.9327 0.0018 0.0025 0.0598 0.0032],{'Duhh': 'Duhh'},3,3,0.3336,,,,,,,,,
3,[USERNAME] [USERNAME] [USERNAME] Gw lebih khawatir lg kalo Ahok jd jurkamnya Jokowi bro. Nemo movement malah berbalik jd ikon punya Jokowi. Persis kejadian 212 yg jd panggung Jkw,Gw lebih khawatir lg kalo Ahok jd jurkamnya Jokowi Nemo movement malah berbalik jd ikon punya Persis maklumat 212 yg jd teater Jkw,0.8780536651611328,3,[0.0031 0.0116 0.001  0.9829 0.0014],3,[0.0054 0.0593 0.0016 0.9316 0.0021],"{'jurkamnya': 'jurkamnya', 'Jkw': 'Jkw', 'kalo': 'kalo', 'kejadian': 'maklumat', 'jd': 'jd', 'movement': 'movement', 'Nemo': 'Nemo', 'lg': 'lg', 'panggung': 'teater', 'yg': 'yg'}",3,3,0.3701,,,,,,,,,
1,"Kemerdekaan adalah hak segala bangsa ...( Kec Yahudi,Kurdi , Catalonia , Koptik ) sbgmn kita menutup mata terhadap Penjajahan Yaman dan Qatar.Artinya standart ganda ...","Kemerdekaan adalah hak segala bangsa ...( Kec Yahudi,Kurdi , Catalonia , Koptik ) sbgmn kita menutup mata terhadap Penjajahan Yaman dan Qatar.Artinya standart ganda ...",1.0,4,[0.2075 0.013  0.0618 0.0124 0.7053],4,[0.2075 0.013  0.0618 0.0124 0.7053],,4,4,0.1,,,,,,,,,
4,"Selamat pak [USERNAME] resmi jadi bapak, sekedar saran sering sering si jagoan dikasih dengar lagu YNWA sama tonton pertandingan Liverpool... Biar ngerti sejarah dan kesetiaan haha",kesentosaan pak resmi jadi sekedar saran sering sering si lelaki dikasih mengarifi lagu YNWA sama tonton pertandingan mendapatkan ngerti babad dan ketaatan haha,0.8810818195343018,4,[1.100e-02 1.100e-03 5.100e-03 5.000e-04 9.823e-01],0,[0.4427 0.1016 0.0131 0.0156 0.427 ],"{'haha': 'haha', 'jagoan': 'lelaki', 'sejarah': 'babad', 'Selamat': 'kesentosaan', 'YNWA': 'YNWA', 'Biar': 'mendapatkan', 'dengar': 'mengarifi', 'dikasih': 'dikasih', 'tonton': 'tonton', 'kesetiaan': 'ketaatan'}",4,4,0.3307,,,,,,,,,
0,"Pas aktip di ig merasa twitter ini tempat melarikan diri. Pas lbh sering mencuit, merasa ig itu mall... aku dangkal, butuh hingar, mau di pasar",kejayaan aktip di ig merasa twitter ini tempat melarikan kejayaan lbh sering merasa ig itu aku butuh mau di ekspo,0.9096206426620485,0,[0.7764 0.2    0.0013 0.0212 0.0011],0,[0.9039 0.0887 0.0025 0.0017 0.0031],"{'aktip': 'aktip', 'pasar': 'ekspo', 'lbh': 'lbh', 'Pas': 'kejayaan', 'ig': 'ig'}",0,0,0.3515,,,,,,,,,
1,Awal nonton cuma 4 orang tenang bgt.. 25 menit film berjalan dan begitu masuk segerombolan alayers lansung bising nya gak ketolong..,Awal nonton cuma 4 orang tenang bgt.. 25 menit film berjalan dan begitu masuk segerombolan alayers lansung bising nya gak ketolong..,1.0,4,[0.0284 0.0054 0.0048 0.0799 0.8816],4,[0.0284 0.0054 0.0048 0.0799 0.8816],,4,4,0.1,,,,,,,,,
0,"Bukan gw yang ga mau ikut bukber, tapi dompet yang protes ""bukber mulu lu gw ga di isi isi, dompet gendutin, badan lu kurusin jangan kebalik"" Oke sip besok ku lembur baghai qhuda","Bukan gw yang ga mau ikut bukber, tapi dompet yang protes ""bukber mulu lu gw ga di isi isi, dompet gendutin, badan lu kurusin jangan kebalik"" Oke sip besok ku lembur baghai qhuda",1.0,1,[7.940e-02 9.059e-01 9.000e-04 1.600e-03 1.230e-02],1,[7.940e-02 9.059e-01 9.000e-04 1.600e-03 1.230e-02],,1,1,0.09,,,,,,,,,
3,jadi takut buat nikah...buat punya anak...takut kalo saya nikah saya ga bisa bahagiain pasangan...takut kalo punya anak nanti saya banding bandingin...,jadi takut buat punya kalo saya nikah saya ga bisa bahagiain kalo punya unik nanti saya banding,0.966654658317566,3,[0.0013 0.0025 0.0057 0.9893 0.0013],3,[0.0019 0.0051 0.0032 0.9883 0.0016],"{'bahagiain': 'bahagiain', 'anak': 'unik', 'kalo': 'kalo', 'ga': 'ga'}",3,3,0.3798,,,,,,,,,
4,"BTW, salut dengan siapapun yang bikin ad Tokopedia yang cerita masa lalu seseorang tentang nabung buat makan udang. Dengan narasi yang cukup simple tapi bisa langsung ngena ke gua emotionally. Well done",salut dengan siapapun yang bikin ad Tokopedia yang cerita masa lalu seseorang tentang nabung buat makan Dengan narasi yang cukup simple tapi bisa ketepatan ngena ke gua Well done,0.9720272421836852,4,[4.300e-03 8.000e-04 5.200e-03 1.100e-03 9.885e-01],4,[0.0037 0.0017 0.0042 0.0017 0.9887],"{'salut': 'salut', 'done': 'done', 'nabung': 'nabung', 'ngena': 'ngena', 'simple': 'simple', 'langsung': 'ketepatan', 'ad': 'ad', 'gua': 'gua', 'Tokopedia': 'Tokopedia'}",4,4,0.3962,,,,,,,,,
3,"Pagi ini Surabaya mendungnya rata banget, jangan biarin rasa meger menguasai jiwa &amp","Pagi ini Surabaya mendungnya rata banget, jangan biarin rasa meger menguasai jiwa &amp",1.0,0,[9.335e-01 7.000e-04 9.000e-03 4.390e-02 1.290e-02],0,[9.335e-01 7.000e-04 9.000e-03 4.390e-02 1.290e-02],,0,0,0.1,,,,,,,,,
3,"[USERNAME] [USERNAME] Tidak disemua tempat kita boleh melaksanakan sholat, salah satunya di bangunan yang didirikan untuk kekafiran (salah satunya gereja). Aku berlindung kepada ALLAAH SWT. dari godaan setan yang terkutuk. [URL]",Tidak disemua tempat kita boleh mencapai menghisab satunya di korporat yang didirikan untuk kekafiran satunya Aku berlindung kepada ALLAAH dari godaan jin yang,0.8574768304824829,3,[0.013  0.006  0.0058 0.9728 0.0024],3,[0.0232 0.3135 0.0083 0.6444 0.0106],"{'setan': 'jin', 'salah': 'menghisab', 'Aku': 'Aku', 'disemua': 'disemua', 'bangunan': 'korporat', 'berlindung': 'berlindung', 'melaksanakan': 'mencapai', 'ALLAAH': 'ALLAAH'}",3,3,0.3976,,,,,,,,,
1,"Akhirnya jamaahnya tercuci otak, seakan-akan memilih paslon pilkada itu karena kewajiban dari imam besarnya. Bagi mereka program paslon ga penting, yg penting takbir terus milih.","Akhirnya jamaahnya tercuci otak, seakan-akan memilih paslon pilkada itu karena kewajiban dari imam besarnya. Bagi mereka program paslon ga penting, yg penting takbir terus milih.",1.0,0,[0.9557 0.0044 0.001  0.0251 0.0138],0,[0.9557 0.0044 0.001  0.0251 0.0138],,0,0,0.1,,,,,,,,,
