label,tweet,perturbed_text,perturbed_semantic_sim,pred_label,pred_proba,perturbed_label,perturbed_proba,translated_word(s),adv_pred,adv_pred_on_orig,running_time(s),before_attack_acc,after_attack_acc,avg_semantic_sim,avg_running_time(s),adv_training,delta_acc,delta_adv,acc_adv_training_on_orig,best_epoch
2,"Pixy ini kok lama-lama gemesim yaaaa. Setelah jatuh cinta sama lip cream nya, kayak nya bakal jatih cinta sama yang lain. Huft [URL]",Pixy ini kok gemesim Setelah cadere amore sama lip cream kayak nya bakal jatih amore sama yang Huft,0.8885923624038696,2,[1.750e-02 4.000e-04 9.749e-01 3.700e-03 3.400e-03],4,[0.0126 0.0041 0.0585 0.0106 0.9142],"{'gemesim': 'gemesim', 'jatuh': 'cadere', 'cinta': 'amore', 'cream': 'cream', 'kayak': 'kayak', 'huft': 'huft', 'nya': 'nya', 'pixy': 'pixy'}",2,3,0.9842,0.7454545454545455,0.6272727272727273,0.9125056104226544,0.4986943181818182,0.6613636363636364,0.11818181818181817,-0.03409090909090906,0.5886363636363636,9.0
3,Penyakit hepatitis B 100x lebih infeksius dari HIV/AIDS Duhh serem! Dan belum ada obatnya.,Penyakit hepatitis B 100x lebih infeksius dari Duhh Dan belum ada,0.9448561668395996,3,[0.0024 0.0028 0.0033 0.9901 0.0014],3,[0.3936 0.0828 0.037  0.4584 0.0282],"{'dan': 'e', 'penyakit': 'penyakit', 'b': 'b', 'duhh': 'duhh'}",3,3,0.7153,,,,,,,,,
3,[USERNAME] [USERNAME] [USERNAME] Gw lebih khawatir lg kalo Ahok jd jurkamnya Jokowi bro. Nemo movement malah berbalik jd ikon punya Jokowi. Persis kejadian 212 yg jd panggung Jkw,Gw lebih khawatir lg Se Ahok jd jurkamnya Jokowi Nemo movement malah berbalik jd icona punya Persis kejadian 212 quale jd panggung Jkw,0.8284215331077576,3,[0.0021 0.0164 0.0015 0.9786 0.0014],3,[0.0071 0.1419 0.0027 0.846  0.0023],"{'ikon': 'icona', 'jd': 'jd', 'jokowi': 'jokowi', 'yg': 'quale', 'kalo': 'Se', 'panggung': 'panggung', 'kejadian': 'kejadian', 'nemo': 'nemo', 'jurkamnya': 'jurkamnya', 'persis': 'persis', 'gw': 'gw', 'jkw': 'jkw'}",3,3,0.9218,,,,,,,,,
1,"Kemerdekaan adalah hak segala bangsa ...( Kec Yahudi,Kurdi , Catalonia , Koptik ) sbgmn kita menutup mata terhadap Penjajahan Yaman dan Qatar.Artinya standart ganda ...",Kemerdekaan adalah hak segala nazione Kec Catalonia Koptik asma kita chiudere occhio terhadap Penjajahan Yaman dan standart ganda,0.8425140976905823,1,[0.0918 0.877  0.0037 0.0233 0.0042],1,[0.3616 0.4723 0.0486 0.0579 0.0596],"{'mata': 'occhio', 'menutup': 'chiudere', 'bangsa': 'nazione', 'kec': 'kec', 'kemerdekaan': 'indipendente', 'catalonia': 'catalonia', 'yaman': 'Yemen', 'penjajahan': 'penjajahan', 'koptik': 'copto', 'sbgmn': 'asma'}",1,1,1.1271,,,,,,,,,
4,"Selamat pak [USERNAME] resmi jadi bapak, sekedar saran sering sering si jagoan dikasih dengar lagu YNWA sama tonton pertandingan Liverpool... Biar ngerti sejarah dan kesetiaan haha",Selamat pak resmi jadi appena saran sering sering si jagoan dikasih dengar lagu YNWA sama tonton concorrenza Biar ngerti sejarah dan kesetiaan haha,0.9391697645187378,4,[2.600e-03 9.000e-04 1.010e-02 8.000e-04 9.856e-01],4,[0.0045 0.0021 0.0078 0.0013 0.9842],"{'selamat': 'selamat', 'haha': 'haha', 'resmi': 'resmi', 'sejarah': 'sejarah', 'sekedar': 'appena', 'jagoan': 'jagoan', 'pertandingan': 'concorrenza', 'tonton': 'tonton', 'biar': 'biar', 'lagu': 'lagu', 'saran': 'saran', 'ynwa': 'ynwa', 'si': 'si'}",4,4,0.9226,,,,,,,,,
0,"Pas aktip di ig merasa twitter ini tempat melarikan diri. Pas lbh sering mencuit, merasa ig itu mall... aku dangkal, butuh hingar, mau di pasar",Pas aktip di ig merasa twitter ini tempat melarikan Pas lbh sering merasa ig itu aku butuh mau di pasar,0.948068618774414,0,[9.745e-01 2.090e-02 9.000e-04 2.700e-03 1.000e-03],0,[0.9868 0.002  0.0036 0.003  0.0045],"{'ig': 'ig', 'pas': 'pas', 'lbh': 'lbh', 'pasar': 'pasar', 'twitter': 'twitter', 'butuh': 'butuh'}",0,0,0.7231,,,,,,,,,
1,Awal nonton cuma 4 orang tenang bgt.. 25 menit film berjalan dan begitu masuk segerombolan alayers lansung bising nya gak ketolong..,Awal nonton cuma 4 orang tenang bgt.. 25 menit film berjalan dan begitu masuk segerombolan alayers lansung bising nya gak ketolong..,1.0,4,[0.007  0.0016 0.0031 0.0055 0.9828],4,[0.007  0.0016 0.0031 0.0055 0.9828],,4,4,0.23,,,,,,,,,
0,"Bukan gw yang ga mau ikut bukber, tapi dompet yang protes ""bukber mulu lu gw ga di isi isi, dompet gendutin, badan lu kurusin jangan kebalik"" Oke sip besok ku lembur baghai qhuda","Bukan gw yang ga mau ikut bukber, tapi dompet yang protes ""bukber mulu lu gw ga di isi isi, dompet gendutin, badan lu kurusin jangan kebalik"" Oke sip besok ku lembur baghai qhuda",1.0,1,[0.1232 0.8734 0.001  0.001  0.0014],1,[0.1232 0.8734 0.001  0.001  0.0014],,0,0,0.27,,,,,,,,,
3,jadi takut buat nikah...buat punya anak...takut kalo saya nikah saya ga bisa bahagiain pasangan...takut kalo punya anak nanti saya banding bandingin...,jadi takut buat punya Se saya nikah saya ga bisa bahagiain Se punya bambino nanti saya banding,0.9316718578338624,3,[0.001  0.0021 0.0032 0.9923 0.0013],3,[0.003  0.0044 0.0035 0.987  0.0021],"{'nikah': 'nikah', 'ga': 'ga', 'kalo': 'Se', 'anak': 'bambino'}",3,3,0.5389,,,,,,,,,
4,"BTW, salut dengan siapapun yang bikin ad Tokopedia yang cerita masa lalu seseorang tentang nabung buat makan udang. Dengan narasi yang cukup simple tapi bisa langsung ngena ke gua emotionally. Well done",ciao dengan siapapun yang bikin ad Tokopedia yang storia masa lalu seseorang tentang nabung buat mangiare Dengan narrazione yang cukup simple tapi bisa langsung ngena ke io Well fatto,0.8707069754600525,4,[0.0059 0.0015 0.0144 0.0012 0.977 ],4,[0.0071 0.0014 0.0031 0.001  0.9874],"{'done': 'fatto', 'simple': 'simple', 'makan': 'mangiare', 'salut': 'ciao', 'ad': 'ad', 'gua': 'io', 'cerita': 'storia', 'tokopedia': 'tokopedia', 'well': 'bene', 'dengan': 'dengan', 'narasi': 'narrazione', 'langsung': 'langsung'}",4,4,0.6752,,,,,,,,,
3,"Pagi ini Surabaya mendungnya rata banget, jangan biarin rasa meger menguasai jiwa &amp","Pagi ini Surabaya mendungnya rata banget, jangan biarin rasa meger menguasai jiwa &amp",1.0,0,[0.6539 0.0096 0.0105 0.3197 0.0063],0,[0.6539 0.0096 0.0105 0.3197 0.0063],,3,3,0.21,,,,,,,,,
