label,tweet,perturbed_text,perturbed_semantic_sim,pred_label,pred_proba,perturbed_label,perturbed_proba,translated_word(s),adv_pred,adv_pred_on_orig,running_time(s),before_attack_acc,after_attack_acc,avg_semantic_sim,avg_running_time(s),adv_training,delta_acc,delta_adv,acc_adv_training_on_orig
1,[USERNAME] jaringannya mati ya? Tidak bisa dibuka mobile jkn. Saya mau ke puskesmes trus piye mau tunjukkan kartu elektoniknya? #kecewa,USERNAME jaringannya mati ya Tidak bisa dibuka mobile jkn Saya mau ke puskesmes trus piye mau tunjukkan senarai elektoniknya kecewa,0.9886210560798644,1,[0.1669 0.8139 0.001  0.0168 0.0014],1,[6.360e-02 9.234e-01 9.000e-04 1.090e-02 1.200e-03],"{'piye': 'piye', 'tunjukkan': 'tunjukkan', 'USERNAME': 'USERNAME', 'ya': 'ya', 'kartu': 'senarai', 'jkn': 'jkn'}",1,1,5.64,0.7022727272727273,0.5772727272727273,0.9739504440264268,3.592318181818182,0.6295454545454545,0.125,0.07272727272727275,0.6613636363636364
1,"It's like a circle of stupidity. Atlit gak diurusin, duitnya buat bebenah ini itu biar atlit yang dateng dari luar negri bisa nyaman disini tp atlit sendiri kurang gizi. Belum beres bebenah eh salah satu stadion dirusak ""supporter"" karna timnya (atlit) main jelek. What a moron.","It's like a circle of stupidity. Atlit gak diurusin, duitnya buat bebenah ini itu biar atlit yang dateng dari luar negri bisa nyaman disini tp atlit sendiri kurang gizi. Belum beres bebenah eh salah satu stadion dirusak ""supporter"" karna timnya (atlit) main jelek. What a moron.",1.0,0,[0.867  0.1209 0.0014 0.0079 0.0028],0,[0.867  0.1209 0.0014 0.0079 0.0028],,1,1,0.02,,,,,,,,
1,"[USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] Koq Ngabalin di sebut tokoh, gak salah tuh, hidungnya tambah gede ntar, toko sorban kali ya.",USERNAME USERNAME USERNAME USERNAME USERNAME USERNAME USERNAME USERNAME USERNAME USERNAME Koq Ngabalin di sebut lambang gak salah tuh hidungnya tambah gede ntar perdagangan sorban zaman ya,0.9752753973007202,1,[3.000e-03 9.929e-01 7.000e-04 1.200e-03 2.200e-03],1,[2.100e-03 9.904e-01 8.000e-04 4.100e-03 2.600e-03],"{'Koq': 'Koq', 'Ngabalin': 'Ngabalin', 'ya': 'ya', 'gede': 'gede', 'hidungnya': 'hidungnya', 'ntar': 'ntar', 'toko': 'perdagangan', 'kali': 'zaman', 'tokoh': 'lambang'}",1,1,4.0,,,,,,,,
4,[USERNAME] Selamat Siang Sahabat Pos. Kiriman tsb sudah diterima ya sahabat. Terima kasih telah mempercayakan dan menggunakan layanan kami :) ^FD [URL],USERNAME menahan diri Siang Sahabat Pos serahan tsb sudah diterima ya sahabat Terima merasa telah mempercayakan dan menggunakan salam kami URL,0.9087618589401244,4,[4.800e-03 8.000e-04 3.400e-03 7.000e-04 9.902e-01],1,[0.0151 0.9743 0.0022 0.0057 0.0026],"{'mempercayakan': 'mempercayakan', 'Selamat': 'menahan diri', 'Kiriman': 'serahan', 'diterima': 'diterima', 'kasih': 'merasa', 'layanan': 'salam'}",1,4,3.73,,,,,,,,
4,"Di hari ini, yap tepat di tanggal 23 juli dimana mungkin di hari ini gua merasa sangatsangat special.. Makasih mamih, makasih uwa, makasih kakek, makasih [URL]",Di hari ini yap tepat di tanggal 23 juli dimana mungkin di hari ini gua merasa sangatsangat special Makasih mamih makasih uwa makasih kakek makasih URL,1.0,4,[4.900e-03 6.000e-04 1.333e-01 1.500e-03 8.597e-01],4,[0.0041 0.0011 0.1959 0.0018 0.7971],"{'yap': 'yap', 'URL': 'URL', 'dimana': 'dimana', 'uwa': 'uwa', 'juli': 'juli', '23': '23'}",4,4,4.03,,,,,,,,
1,Buat yang teriak teriak ganti presiden...gimana pulang kampung naik kereta api...bagus kan stasiun kereta....kereta apinya juga bagus ber AC semua...coba 4 tahun yg lalu...banyak copetnyaaahh byk calonyaaahh,Buat yang berujar berujar ganti kepala negara gimana pulang kampung naik gerabak sinaran tumbuh kan fasilitas gerabak gerabak apinya juga tumbuh ber AC semua bertindak 4 tahun yg lalu banyak copetnyaaahh byk calonyaaahh,0.9450407028198242,1,[0.0082 0.9652 0.0013 0.0017 0.0235],1,[0.011  0.9779 0.0012 0.0013 0.0085],"{'bagus': 'tumbuh', 'teriak': 'berujar', 'coba': 'bertindak', 'presiden': 'kepala negara', 'stasiun': 'fasilitas', '4': '4', 'kereta': 'gerabak', 'api': 'sinaran'}",1,1,4.14,,,,,,,,
1,belajar agama yg tuntas jd nga ngarang dalam hidup. Isa saja disebut2 dialquran trus lu mau jelek2in Isa?? Bisa baca alquran ga? [URL],belajar agama yg tuntas jd nga ngarang dalam hidup Isa saja disebut2 dialquran trus logam mau jelek2in Isa Bisa baca alquran ga URL,0.990900218486786,1,[0.0247 0.9614 0.001  0.0115 0.0014],1,[0.0584 0.8777 0.0014 0.0565 0.0059],"{'lu': 'logam', 'jelek2in': 'jelek2in', 'yg': 'yg', 'disebut2': 'disebut2', 'Isa': 'Isa', 'ngarang': 'ngarang', 'nga': 'nga', 'URL': 'URL'}",1,1,3.78,,,,,,,,
4,"Hepibesdey canteeeekk [USERNAME] panjang umur, jadi pribadi yang jauh lebih baik, semoga apa yang di cita-citakan terwujud dan langgeng sama [USERNAME]",Hepibesdey canteeeekk USERNAME panjang umur jadi pribadi yang jauh lebih baik semoga apa yang di terwujud dan langgeng sama USERNAME,0.9961297512054444,4,[1.000e-03 8.000e-04 1.080e-02 2.100e-03 9.854e-01],4,[0.0013 0.0012 0.0072 0.0026 0.9876],"{'Hepibesdey': 'Hepibesdey', 'semoga': 'semoga', 'USERNAME': 'USERNAME'}",4,4,4.13,,,,,,,,
3,Kok banyak yaa di kabupaten w anak muda yg mendaftar caleg apa mereka bisa mewakili aspirasi rakyat padahal tempat nongkrongnya di cafe/restoran mewah bukan warung di tengah kampung,Kok banyak yaa di kabupaten w anak muda yg mendaftar caleg apa mereka bisa mewakili aspirasi rakyat padahal tempat nongkrongnya di cafe/restoran mewah bukan warung di tengah kampung,1.0,1,[0.3165 0.6664 0.0016 0.0059 0.0097],1,[0.3165 0.6664 0.0016 0.0059 0.0097],,1,1,0.02,,,,,,,,
1,"Gue emang cuek sih , bgt bgt malah tp kl ada yg buat risih atau gak nyaman ya hati2 aja lah pokoknya.. Jangan sampe gue ajak nongkrong breng ","Gue emang cuek sih , bgt bgt malah tp kl ada yg buat risih atau gak nyaman ya hati2 aja lah pokoknya.. Jangan sampe gue ajak nongkrong breng ",1.0,3,[0.0393 0.2046 0.1501 0.603  0.003 ],3,[0.0393 0.2046 0.1501 0.603  0.003 ],,3,3,0.02,,,,,,,,
