label,tweet,perturbed_text,perturbed_semantic_sim,pred_label,pred_proba,perturbed_label,perturbed_proba,translated_word(s),adv_pred,adv_pred_on_orig,running_time(s),before_attack_acc,after_attack_acc,avg_semantic_sim,avg_running_time(s),adv_training,delta_acc,delta_adv,acc_adv_training_on_orig
1,[USERNAME] jaringannya mati ya? Tidak bisa dibuka mobile jkn. Saya mau ke puskesmes trus piye mau tunjukkan kartu elektoniknya? #kecewa,USERNAME jaringannya mati ya Tidak bisa dibuka mobile jkn Saya mau ke puskesmes trus piye mau tunjuk kartu elektoniknya kecewa,0.9767367839813232,1,[0.1669 0.8139 0.001  0.0168 0.0014],1,[4.72e-02 9.40e-01 9.00e-04 1.09e-02 1.00e-03],"{'piye': 'piye', 'tunjukkan': 'tunjuk', 'USERNAME': 'USERNAME'}",1,1,5.19,0.7022727272727273,0.6181818181818182,0.9786653926426714,5.105681818181818,0.6363636363636364,0.0840909090909091,0.06590909090909092,0.65
1,"It's like a circle of stupidity. Atlit gak diurusin, duitnya buat bebenah ini itu biar atlit yang dateng dari luar negri bisa nyaman disini tp atlit sendiri kurang gizi. Belum beres bebenah eh salah satu stadion dirusak ""supporter"" karna timnya (atlit) main jelek. What a moron.","It's like a circle of stupidity. Atlit gak diurusin, duitnya buat bebenah ini itu biar atlit yang dateng dari luar negri bisa nyaman disini tp atlit sendiri kurang gizi. Belum beres bebenah eh salah satu stadion dirusak ""supporter"" karna timnya (atlit) main jelek. What a moron.",1.0,0,[0.867  0.1209 0.0014 0.0079 0.0028],0,[0.867  0.1209 0.0014 0.0079 0.0028],,1,1,0.08,,,,,,,,
1,"[USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] Koq Ngabalin di sebut tokoh, gak salah tuh, hidungnya tambah gede ntar, toko sorban kali ya.",USERNAME USERNAME USERNAME USERNAME USERNAME USERNAME USERNAME USERNAME USERNAME USERNAME Koq Jawab di sebut tokoh gak salah tuh hidungnya tambah besar ntar toko sorban kali ya,0.9908334016799928,1,[3.000e-03 9.929e-01 7.000e-04 1.200e-03 2.200e-03],1,[1.600e-03 9.908e-01 9.000e-04 2.500e-03 4.200e-03],"{'Koq': 'Koq', 'Ngabalin': 'Jawab', 'ya': 'ya', 'gede': 'besar'}",1,1,6.75,,,,,,,,
4,[USERNAME] Selamat Siang Sahabat Pos. Kiriman tsb sudah diterima ya sahabat. Terima kasih telah mempercayakan dan menggunakan layanan kami :) ^FD [URL],USERNAME selamat Siang Sahabat Pos Catatan tsb sudah diterima ya sahabat Terima kasih telah mengamanahkan dan menggunakan layanan kami URL,0.96992164850235,4,[4.800e-03 8.000e-04 3.400e-03 7.000e-04 9.902e-01],4,[0.023  0.0076 0.0032 0.0015 0.9648],"{'mempercayakan': 'mengamanahkan', 'Selamat': 'selamat', 'Kiriman': 'Catatan'}",4,4,5.28,,,,,,,,
4,"Di hari ini, yap tepat di tanggal 23 juli dimana mungkin di hari ini gua merasa sangatsangat special.. Makasih mamih, makasih uwa, makasih kakek, makasih [URL]",Di hari ini yep tepat di tanggal 23 juli di mana mungkin di hari ini gua merasa sangatsangat special Makasih mamih makasih uwa makasih kakek makasih URL,0.9427117109298706,4,[4.900e-03 6.000e-04 1.333e-01 1.500e-03 8.597e-01],4,[0.005  0.0009 0.1348 0.0014 0.8578],"{'yap': 'yep', 'URL': 'URL', 'dimana': 'di mana'}",4,4,5.54,,,,,,,,
1,Buat yang teriak teriak ganti presiden...gimana pulang kampung naik kereta api...bagus kan stasiun kereta....kereta apinya juga bagus ber AC semua...coba 4 tahun yg lalu...banyak copetnyaaahh byk calonyaaahh,Buat yang jerit jerit ganti Presiden gimana pulang kampung naik kereta api baik kan stasiun kereta kereta apinya juga baik ber AC semua cubalah 4 tahun yg lalu banyak copetnyaaahh byk calonyaaahh,0.9042288661003112,1,[0.0082 0.9652 0.0013 0.0017 0.0235],1,[0.4247 0.556  0.0022 0.0086 0.0085],"{'bagus': 'baik', 'teriak': 'jerit', 'coba': 'cubalah', 'presiden': 'Presiden'}",1,1,6.16,,,,,,,,
1,belajar agama yg tuntas jd nga ngarang dalam hidup. Isa saja disebut2 dialquran trus lu mau jelek2in Isa?? Bisa baca alquran ga? [URL],belajar agama yang tuntas jd nga ngarang dalam hidup Isa saja disebut2 dialquran trus lu mau jelek2in Isa Bisa baca alquran ga URL,0.984360694885254,1,[0.0247 0.9614 0.001  0.0115 0.0014],1,[0.0153 0.9671 0.0011 0.0135 0.0031],"{'lu': 'lu', 'jelek2in': 'jelek2in', 'yg': 'yang', 'disebut2': 'disebut2'}",1,1,4.82,,,,,,,,
4,"Hepibesdey canteeeekk [USERNAME] panjang umur, jadi pribadi yang jauh lebih baik, semoga apa yang di cita-citakan terwujud dan langgeng sama [USERNAME]",Hepibesdey canteeeekk USERNAME panjang umur jadi pribadi yang jauh lebih baik semoga apa yang di terwujud dan langgeng sama USERNAME,0.9961297512054444,4,[1.000e-03 8.000e-04 1.080e-02 2.100e-03 9.854e-01],4,[0.0013 0.0012 0.0072 0.0026 0.9876],{'Hepibesdey': 'Hepibesdey'},4,4,5.38,,,,,,,,
3,Kok banyak yaa di kabupaten w anak muda yg mendaftar caleg apa mereka bisa mewakili aspirasi rakyat padahal tempat nongkrongnya di cafe/restoran mewah bukan warung di tengah kampung,Kok banyak yaa di kabupaten w anak muda yg mendaftar caleg apa mereka bisa mewakili aspirasi rakyat padahal tempat nongkrongnya di cafe/restoran mewah bukan warung di tengah kampung,1.0,1,[0.3165 0.6664 0.0016 0.0059 0.0097],1,[0.3165 0.6664 0.0016 0.0059 0.0097],,1,1,0.07,,,,,,,,
1,"Gue emang cuek sih , bgt bgt malah tp kl ada yg buat risih atau gak nyaman ya hati2 aja lah pokoknya.. Jangan sampe gue ajak nongkrong breng ","Gue emang cuek sih , bgt bgt malah tp kl ada yg buat risih atau gak nyaman ya hati2 aja lah pokoknya.. Jangan sampe gue ajak nongkrong breng ",1.0,3,[0.0393 0.2046 0.1501 0.603  0.003 ],3,[0.0393 0.2046 0.1501 0.603  0.003 ],,3,3,0.05,,,,,,,,
