label,tweet,perturbed_text,perturbed_semantic_sim,pred_label,pred_proba,perturbed_label,perturbed_proba,translated_word(s),adv_pred,adv_pred_on_orig,running_time(s),before_attack_acc,after_attack_acc,avg_semantic_sim,avg_running_time(s),adv_training,delta_acc,delta_adv,acc_adv_training_on_orig
1,[USERNAME] jaringannya mati ya? Tidak bisa dibuka mobile jkn. Saya mau ke puskesmes trus piye mau tunjukkan kartu elektoniknya? #kecewa,NOM D'UTILISATEUR jaringannya mati Oui Tidak bisa ouvert mobile jkn je mau ke centre de santé trus pitié mau Afficher carte elektoniknya kecewa,0.7360092401504517,1,[0.1669 0.8139 0.001  0.0168 0.0014],1,[0.2271 0.7616 0.001  0.0084 0.002 ],"{'piye': 'pitié', 'tunjukkan': 'Afficher', 'USERNAME': ""NOM D'UTILISATEUR"", 'ya': 'Oui', 'kartu': 'carte', 'jkn': 'jkn', 'puskesmes': 'centre de santé', 'dibuka': 'ouvert', 'Saya': 'je'}",1,1,8.19,0.7022727272727273,0.3840909090909091,0.8528521787036549,8.709818181818182,0.5113636363636364,0.3181818181818182,0.19090909090909092,0.6477272727272727
1,"It's like a circle of stupidity. Atlit gak diurusin, duitnya buat bebenah ini itu biar atlit yang dateng dari luar negri bisa nyaman disini tp atlit sendiri kurang gizi. Belum beres bebenah eh salah satu stadion dirusak ""supporter"" karna timnya (atlit) main jelek. What a moron.","It's like a circle of stupidity. Atlit gak diurusin, duitnya buat bebenah ini itu biar atlit yang dateng dari luar negri bisa nyaman disini tp atlit sendiri kurang gizi. Belum beres bebenah eh salah satu stadion dirusak ""supporter"" karna timnya (atlit) main jelek. What a moron.",1.0,0,[0.867  0.1209 0.0014 0.0079 0.0028],0,[0.867  0.1209 0.0014 0.0079 0.0028],,1,1,0.03,,,,,,,,
1,"[USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] Koq Ngabalin di sebut tokoh, gak salah tuh, hidungnya tambah gede ntar, toko sorban kali ya.","[USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] Koq Ngabalin di sebut tokoh, gak salah tuh, hidungnya tambah gede ntar, toko sorban kali ya.",1.0,1,[3.000e-03 9.929e-01 7.000e-04 1.200e-03 2.200e-03],1,[3.000e-03 9.929e-01 7.000e-04 1.200e-03 2.200e-03],"{'Koq': 'Koq', 'Ngabalin': 'Répondre', 'ya': 'Oui', 'gede': 'gros', 'hidungnya': 'son nez', 'ntar': 'plus tard', 'toko': 'magasin', 'kali': 'temps', 'tokoh': 'chiffre', 'tuh': ""c'est ça"", 'sorban': 'turban', 'USERNAME': ""NOM D'UTILISATEUR""}",1,1,72.6,,,,,,,,
4,[USERNAME] Selamat Siang Sahabat Pos. Kiriman tsb sudah diterima ya sahabat. Terima kasih telah mempercayakan dan menggunakan layanan kami :) ^FD [URL],USERNAME sûr Siang Sahabat Pos Des postes tsb sudah accepté Oui sahabat J'accepte amour telah confier dan menggunakan service kami URL,0.7293641567230225,4,[4.800e-03 8.000e-04 3.400e-03 7.000e-04 9.902e-01],1,[0.0058 0.971  0.0043 0.0047 0.0143],"{'mempercayakan': 'confier', 'Selamat': 'sûr', 'Kiriman': 'Des postes', 'diterima': 'accepté', 'kasih': 'amour', 'layanan': 'service', 'ya': 'Oui', 'URL': 'URL', 'Terima': ""J'accepte""}",1,4,7.78,,,,,,,,
4,"Di hari ini, yap tepat di tanggal 23 juli dimana mungkin di hari ini gua merasa sangatsangat special.. Makasih mamih, makasih uwa, makasih kakek, makasih [URL]",Di hari ini Ouais tepat di Date 23 juillet où mungkin di hari ini la grotte merasa sangatsangat special Makasih mamih Merci oua Merci grand-père Merci URL,0.7414897680282593,4,[4.900e-03 6.000e-04 1.333e-01 1.500e-03 8.597e-01],4,[0.0043 0.0016 0.1046 0.001  0.8885],"{'yap': 'Ouais', 'URL': 'URL', 'dimana': 'où', 'uwa': 'oua', 'juli': 'juillet', '23': '23', 'kakek': 'grand-père', 'tanggal': 'Date', 'makasih': 'Merci', 'gua': 'la grotte'}",2,4,7.83,,,,,,,,
1,Buat yang teriak teriak ganti presiden...gimana pulang kampung naik kereta api...bagus kan stasiun kereta....kereta apinya juga bagus ber AC semua...coba 4 tahun yg lalu...banyak copetnyaaahh byk calonyaaahh,Buat yang a crié a crié ganti Président gimana pulang kampung naik former Feu bien kan station former former apinya juga bien ber climatisation semua essayer 4 tahun lequel lalu banyak copetnyaaahh byk candidat,0.787067174911499,1,[0.0082 0.9652 0.0013 0.0017 0.0235],1,[0.0077 0.8506 0.0022 0.0062 0.1332],"{'bagus': 'bien', 'teriak': 'a crié', 'coba': 'essayer', 'presiden': 'Président', 'stasiun': 'station', '4': '4', 'kereta': 'former', 'api': 'Feu', 'AC': 'climatisation', 'byk': 'byk', 'yg': 'lequel', 'calonyaaahh': 'candidat'}",1,1,9.4,,,,,,,,
1,belajar agama yg tuntas jd nga ngarang dalam hidup. Isa saja disebut2 dialquran trus lu mau jelek2in Isa?? Bisa baca alquran ga? [URL],belajar agama lequel achevé jd Nan se réconcilier dalam hidup Est un saja disebut2 composer le coran trus lu mau jelek2in Est un Bisa baca alquran Géorgie URL,0.824627697467804,1,[0.0247 0.9614 0.001  0.0115 0.0014],1,[0.0139 0.9802 0.0012 0.0023 0.0024],"{'lu': 'lu', 'jelek2in': 'jelek2in', 'yg': 'lequel', 'disebut2': 'disebut2', 'Isa': 'Est un', 'ngarang': 'se réconcilier', 'nga': 'Nan', 'URL': 'URL', 'ga': 'Géorgie', 'dialquran': 'composer le coran', 'tuntas': 'achevé'}",1,1,7.79,,,,,,,,
4,"Hepibesdey canteeeekk [USERNAME] panjang umur, jadi pribadi yang jauh lebih baik, semoga apa yang di cita-citakan terwujud dan langgeng sama [USERNAME]",Hepibesdey canteeeekk NOM D'UTILISATEUR panjang umur jadi pribadi yang jauh lebih baik avec un peu de chance apa yang di se réaliser dan langgeng sama NOM D'UTILISATEUR,0.8752454519271851,4,[1.000e-03 8.000e-04 1.080e-02 2.100e-03 9.854e-01],4,[0.0012 0.001  0.0118 0.001  0.9849],"{'Hepibesdey': 'Hepibesdey', 'semoga': 'avec un peu de chance', 'USERNAME': ""NOM D'UTILISATEUR"", 'terwujud': 'se réaliser'}",4,4,7.23,,,,,,,,
3,Kok banyak yaa di kabupaten w anak muda yg mendaftar caleg apa mereka bisa mewakili aspirasi rakyat padahal tempat nongkrongnya di cafe/restoran mewah bukan warung di tengah kampung,Kok banyak yaa di kabupaten w anak muda yg mendaftar caleg apa mereka bisa mewakili aspirasi rakyat padahal tempat nongkrongnya di cafe/restoran mewah bukan warung di tengah kampung,1.0,1,[0.3165 0.6664 0.0016 0.0059 0.0097],1,[0.3165 0.6664 0.0016 0.0059 0.0097],,1,1,0.02,,,,,,,,
1,"Gue emang cuek sih , bgt bgt malah tp kl ada yg buat risih atau gak nyaman ya hati2 aja lah pokoknya.. Jangan sampe gue ajak nongkrong breng ","Gue emang cuek sih , bgt bgt malah tp kl ada yg buat risih atau gak nyaman ya hati2 aja lah pokoknya.. Jangan sampe gue ajak nongkrong breng ",1.0,3,[0.0393 0.2046 0.1501 0.603  0.003 ],3,[0.0393 0.2046 0.1501 0.603  0.003 ],,3,3,0.02,,,,,,,,
3,"Berlajar prosedur bedah sekalian makan sahur ah *buka youtube* *nonton proses bedah dentoalveolar* *ga sanggup makan* *nutup laptop* ""Udahlah makan aja dulu"" *makan sambil deg deg an*","Berlajar prosedur bedah sekalian makan sahur ah *buka youtube* *nonton proses bedah dentoalveolar* *ga sanggup makan* *nutup laptop* ""Udahlah makan aja dulu"" *makan sambil deg deg an*",1.0,3,[0.3844 0.0035 0.0073 0.5991 0.0057],3,[0.3844 0.0035 0.0073 0.5991 0.0057],"{'deg': 'degré', 'buka': 'ouvrir', 'nutup': 'Fermer', 'sahur': 'sahour', 'aja': 'juste', 'Udahlah': 'Peu importe', 'ah': 'Ah', 'makan': 'manger', 'dentoalveolar': 'dentoalvéolaire', 'ga': 'Géorgie', 'proses': 'traiter', 'laptop': 'portable', 'bedah': 'opération'}",3,3,67.16,,,,,,,,
4,"Gue kenal org yang lulus lama, kenal yg lulus cepet, lulus b aja, mereka punya waktu dan permasalahan sendiri. Jadi gue gak perlu buru-buru ketika semua yg ada di dalam diri dan di rumah masih messed up. Wol kusut aja masih bisa diusut. KALEM WE ATUH","Gue kenal org yang lulus lama, kenal yg lulus cepet, lulus b aja, mereka punya waktu dan permasalahan sendiri. Jadi gue gak perlu buru-buru ketika semua yg ada di dalam diri dan di rumah masih messed up. Wol kusut aja masih bisa diusut. KALEM WE ATUH",1.0,2,[0.1083 0.113  0.4029 0.0057 0.3702],2,[0.1083 0.113  0.4029 0.0057 0.3702],,2,2,0.02,,,,,,,,
2,"Yaudah pokoknya makasih kamu udh mau pilih aku jadi kapel kamu, makasih udh percaya,sayang, dan sabar sm aku. Aku sayang sama kamu, semoga kita langgeng sampe tgl 25 di bulan2 berikutnya & seterusnya yaa. Maaf aku belom bisa jadi apa yang kamu idamkan, but i'll try it",Yaudah l'essentiel est Merci kamu udh mau sélectionner aku jadi chapelle kamu Merci udh croyez cher dan sabar sm aku je cher sama kamu semoga kita toujours jusqu'à ce que tgl 25 di bulan2 berikutnya seterusnya yaa Pardon aku belom bisa jadi apa yang kamu avoir très envie de mais je try it,0.8998870849609375,2,[2.44e-02 6.00e-04 9.63e-01 2.60e-03 9.40e-03],0,[0.8729 0.0732 0.0106 0.0063 0.037 ],"{'sayang': 'cher', 'pokoknya': ""l'essentiel est"", 'Aku': 'je', 'sampe': ""jusqu'à ce que"", 'Maaf': 'Pardon', 'pilih': 'sélectionner', 'but': 'mais', 'kapel': 'chapelle', 'langgeng': 'toujours', 'makasih': 'Merci', 'percaya': 'croyez', '25': '25', 'idamkan': 'avoir très envie de', 'bulan2': 'bulan2', 'i': 'je'}",0,2,10.16,,,,,,,,
