label,tweet,perturbed_text,perturbed_semantic_sim,pred_label,pred_proba,perturbed_label,perturbed_proba,translated_word(s),adv_pred,adv_pred_on_orig,running_time(s),before_attack_acc,after_attack_acc,avg_semantic_sim,avg_running_time(s),adv_training,delta_acc,delta_adv,acc_adv_training_on_orig,best_epoch
2,"Pixy ini kok lama-lama gemesim yaaaa. Setelah jatuh cinta sama lip cream nya, kayak nya bakal jatih cinta sama yang lain. Huft [URL]",Pixy ini kok gemesim Setelah jatuh sayang sama lip cream menghajati nya bakal jatih sayang sama yang Huft,0.889889121055603,2,[2.870e-02 7.000e-04 9.422e-01 2.300e-03 2.610e-02],2,[0.4461 0.0054 0.5407 0.0036 0.0041],"{'Pixy': 'Pixy', 'kayak': 'menghajati', 'lip': 'lip', 'cinta': 'sayang', 'Setelah': 'Setelah', 'Huft': 'Huft', 'jatih': 'jatih', 'gemesim': 'gemesim', 'cream': 'cream'}",2,2,2.4304,0.7204545454545455,0.5340909090909091,0.9259554025801744,0.2420695454545454,0.6545454545454545,0.1863636363636364,-0.12045454545454548,0.5818181818181818,6.0
3,Penyakit hepatitis B 100x lebih infeksius dari HIV/AIDS Duhh serem! Dan belum ada obatnya.,Penyakit hepatitis B 100x lebih infeksius dari Duhh Dan belum ada,0.9448561668395996,3,[0.0065 0.0011 0.0027 0.9869 0.0027],0,[0.9327 0.0018 0.0025 0.0598 0.0032],{'Duhh': 'Duhh'},0,3,0.2026,,,,,,,,,
3,[USERNAME] [USERNAME] [USERNAME] Gw lebih khawatir lg kalo Ahok jd jurkamnya Jokowi bro. Nemo movement malah berbalik jd ikon punya Jokowi. Persis kejadian 212 yg jd panggung Jkw,Gw lebih khawatir lg kalo Ahok jd jurkamnya Jokowi Nemo movement malah berbalik jd gambar punya Persis kemunculan 212 yg jd bangunan Jkw,0.888220489025116,3,[0.0031 0.0116 0.001  0.9829 0.0014],3,[0.0035 0.0445 0.0016 0.9484 0.002 ],"{'jurkamnya': 'jurkamnya', 'Jkw': 'Jkw', 'kalo': 'kalo', 'kejadian': 'kemunculan', 'jd': 'jd', 'movement': 'movement', 'Nemo': 'Nemo', 'lg': 'lg', 'panggung': 'bangunan', 'yg': 'yg', 'Persis': 'Persis', 'ikon': 'gambar', 'Jokowi': 'Jokowi', 'Gw': 'Gw'}",3,3,0.2416,,,,,,,,,
1,"Kemerdekaan adalah hak segala bangsa ...( Kec Yahudi,Kurdi , Catalonia , Koptik ) sbgmn kita menutup mata terhadap Penjajahan Yaman dan Qatar.Artinya standart ganda ...","Kemerdekaan adalah hak segala bangsa ...( Kec Yahudi,Kurdi , Catalonia , Koptik ) sbgmn kita menutup mata terhadap Penjajahan Yaman dan Qatar.Artinya standart ganda ...",1.0,4,[0.2075 0.013  0.0618 0.0124 0.7053],4,[0.2075 0.013  0.0618 0.0124 0.7053],,1,1,0.07,,,,,,,,,
4,"Selamat pak [USERNAME] resmi jadi bapak, sekedar saran sering sering si jagoan dikasih dengar lagu YNWA sama tonton pertandingan Liverpool... Biar ngerti sejarah dan kesetiaan haha",kesentosaan pak resmi jadi sekedar saran sering sering si lelaki dikasih menangkap lagu YNWA sama tonton pesaing meminta ngerti babad dan ketaatan haha,0.8864536285400391,4,[1.100e-02 1.100e-03 5.100e-03 5.000e-04 9.823e-01],1,[0.438  0.4455 0.0054 0.011  0.1001],"{'haha': 'haha', 'jagoan': 'lelaki', 'sejarah': 'babad', 'Selamat': 'kesentosaan', 'YNWA': 'YNWA', 'Biar': 'meminta', 'dengar': 'menangkap', 'dikasih': 'dikasih', 'tonton': 'tonton', 'kesetiaan': 'ketaatan', 'si': 'si', 'pertandingan': 'pesaing', 'ngerti': 'ngerti'}",4,1,0.2508,,,,,,,,,
0,"Pas aktip di ig merasa twitter ini tempat melarikan diri. Pas lbh sering mencuit, merasa ig itu mall... aku dangkal, butuh hingar, mau di pasar",berjaya aktip di ig merasa twitter ini tempat melarikan berjaya lbh sering merasa ig itu aku orang mau di eksposisi,0.9091463088989258,0,[0.7764 0.2    0.0013 0.0212 0.0011],0,[0.8579 0.0467 0.0052 0.0014 0.0887],"{'aktip': 'aktip', 'pasar': 'eksposisi', 'lbh': 'lbh', 'Pas': 'berjaya', 'ig': 'ig', 'butuh': 'orang'}",4,1,0.2162,,,,,,,,,
1,Awal nonton cuma 4 orang tenang bgt.. 25 menit film berjalan dan begitu masuk segerombolan alayers lansung bising nya gak ketolong..,Awal nonton cuma 4 orang tenang bgt.. 25 menit film berjalan dan begitu masuk segerombolan alayers lansung bising nya gak ketolong..,1.0,4,[0.0284 0.0054 0.0048 0.0799 0.8816],4,[0.0284 0.0054 0.0048 0.0799 0.8816],,3,3,0.03,,,,,,,,,
0,"Bukan gw yang ga mau ikut bukber, tapi dompet yang protes ""bukber mulu lu gw ga di isi isi, dompet gendutin, badan lu kurusin jangan kebalik"" Oke sip besok ku lembur baghai qhuda","Bukan gw yang ga mau ikut bukber, tapi dompet yang protes ""bukber mulu lu gw ga di isi isi, dompet gendutin, badan lu kurusin jangan kebalik"" Oke sip besok ku lembur baghai qhuda",1.0,1,[7.940e-02 9.059e-01 9.000e-04 1.600e-03 1.230e-02],1,[7.940e-02 9.059e-01 9.000e-04 1.600e-03 1.230e-02],,1,1,0.1,,,,,,,,,
3,jadi takut buat nikah...buat punya anak...takut kalo saya nikah saya ga bisa bahagiain pasangan...takut kalo punya anak nanti saya banding bandingin...,jadi takut buat punya kalo saya ritus saya ga bisa bahagiain kalo punya hewan nanti saya banding,0.9392108917236328,3,[0.0013 0.0025 0.0057 0.9893 0.0013],3,[0.002  0.0058 0.0028 0.9877 0.0018],"{'bahagiain': 'bahagiain', 'anak': 'hewan', 'kalo': 'kalo', 'ga': 'ga', 'nikah': 'ritus'}",3,3,0.2571,,,,,,,,,
4,"BTW, salut dengan siapapun yang bikin ad Tokopedia yang cerita masa lalu seseorang tentang nabung buat makan udang. Dengan narasi yang cukup simple tapi bisa langsung ngena ke gua emotionally. Well done",salut dengan siapapun yang bikin ad Tokopedia yang cerita masa lalu seseorang tentang nabung buat meluwengkan Dengan narasi yang cukup simple tapi bisa ketepatan ngena ke gua Well done,0.961963713169098,4,[4.300e-03 8.000e-04 5.200e-03 1.100e-03 9.885e-01],4,[0.0035 0.0022 0.0042 0.0019 0.9883],"{'salut': 'salut', 'done': 'done', 'nabung': 'nabung', 'ngena': 'ngena', 'simple': 'simple', 'langsung': 'ketepatan', 'ad': 'ad', 'gua': 'gua', 'Tokopedia': 'Tokopedia', 'Well': 'Well', 'makan': 'meluwengkan', 'bikin': 'bikin'}",4,4,0.3358,,,,,,,,,
3,"Pagi ini Surabaya mendungnya rata banget, jangan biarin rasa meger menguasai jiwa &amp","Pagi ini Surabaya mendungnya rata banget, jangan biarin rasa meger menguasai jiwa &amp",1.0,0,[9.335e-01 7.000e-04 9.000e-03 4.390e-02 1.290e-02],0,[9.335e-01 7.000e-04 9.000e-03 4.390e-02 1.290e-02],,3,3,0.07,,,,,,,,,
3,"[USERNAME] [USERNAME] Tidak disemua tempat kita boleh melaksanakan sholat, salah satunya di bangunan yang didirikan untuk kekafiran (salah satunya gereja). Aku berlindung kepada ALLAAH SWT. dari godaan setan yang terkutuk. [URL]",Tidak disemua tempat kita boleh melengkapkan membilang satunya di dagang yang didirikan untuk kekafiran satunya Aku berlindung kepada ALLAAH dari kehendak jin yang,0.8532310724258423,3,[0.013  0.006  0.0058 0.9728 0.0024],3,[0.0153 0.249  0.0112 0.7145 0.01  ],"{'setan': 'jin', 'salah': 'membilang', 'Aku': 'Aku', 'disemua': 'disemua', 'bangunan': 'dagang', 'berlindung': 'berlindung', 'melaksanakan': 'melengkapkan', 'ALLAAH': 'ALLAAH', 'godaan': 'kehendak', 'didirikan': 'didirikan', 'kekafiran': 'kekafiran'}",3,3,0.272,,,,,,,,,
1,"Akhirnya jamaahnya tercuci otak, seakan-akan memilih paslon pilkada itu karena kewajiban dari imam besarnya. Bagi mereka program paslon ga penting, yg penting takbir terus milih.","Akhirnya jamaahnya tercuci otak, seakan-akan memilih paslon pilkada itu karena kewajiban dari imam besarnya. Bagi mereka program paslon ga penting, yg penting takbir terus milih.",1.0,0,[0.9557 0.0044 0.001  0.0251 0.0138],0,[0.9557 0.0044 0.001  0.0251 0.0138],,3,3,0.08,,,,,,,,,
0,"Sampe rumah masuk2 dijudesin bokap bilang gini kamu lama2 kayak artis ya! Terus gw bingung.. lah ngapa Perasaan tadi brgkt cuman bedakan plus gincu arab an, karna emg ganiat mau kemana2.. (fyi gincu arab itu ga menor samsek kek natural gt) terus gw ngaca ajg kok gw menor bgt",Sampe institut masuk2 dijudesin bokap bilang gini kamu lama2 menghajati artis jadi gw lah ngapa kepandaian tadi brgkt cuman bedakan plus dandanan arab karna emg ganiat mau dandanan arab itu ga menor samsek kek natural terus gw ngaca ajg kok gw menor bgt,0.9563245177268982,0,[0.5578 0.0373 0.0041 0.3994 0.0014],1,[0.3199 0.6499 0.006  0.0135 0.0107],"{'Perasaan': 'kepandaian', 'dijudesin': 'dijudesin', 'bedakan': 'bedakan', 'menor': 'menor', 'karna': 'karna', 'ajg': 'ajg', 'gincu': 'dandanan', 'bokap': 'bokap', 'Sampe': 'Sampe', 'arab': 'arab', 'ganiat': 'ganiat', 'ngaca': 'ngaca', 'gw': 'gw', 'kayak': 'menghajati', 'gini': 'gini', 'samsek': 'samsek', 'rumah': 'institut', 'emg': 'emg', 'plus': 'plus', 'cuman': 'cuman', 'Terus': 'jadi'}",1,3,0.3299,,,,,,,,,
1,"Hai para penghujat KPOPers. Aku pikir musik itu selera, kaya makan mie instan, kamu suka mie sedap aku suka indomie. Aku suka korean, kalian suka pop, ada yg dandut, and more ~ simpel sekali ~ hanya masalah pilihan yg nyaman di telinga aja kok.","Hai para penghujat KPOPers. Aku pikir musik itu selera, kaya makan mie instan, kamu suka mie sedap aku suka indomie. Aku suka korean, kalian suka pop, ada yg dandut, and more ~ simpel sekali ~ hanya masalah pilihan yg nyaman di telinga aja kok.",1.0,0,[0.8572 0.0115 0.0974 0.0046 0.0293],0,[0.8572 0.0115 0.0974 0.0046 0.0293],,1,1,0.07,,,,,,,,,
2,"tiap kali baca kisah2 zaman nabi, rasa jatuh cinta dgn semuaaaaa. mlm ni baca saidina umar dlm hati... ya allah saidina umar ",tiap contoh berpidato kisah2 contoh rasa jatuh cinta dgn mlm ni berpidato saidina umar dlm ya allah saidina umar,0.9157077074050904,2,[0.0703 0.0015 0.9087 0.0153 0.0042],2,[0.0909 0.0092 0.8758 0.0172 0.0069],"{'umar': 'umar', 'dgn': 'dgn', 'kali': 'contoh', 'allah': 'allah', 'baca': 'berpidato', 'mlm': 'mlm', 'ya': 'ya', 'zaman': 'contoh', 'dlm': 'dlm', 'saidina': 'saidina'}",2,3,0.2579,,,,,,,,,
0,"[USERNAME] [USERNAME] Anak sipil kuliah 4tahun buat lulus ada jerih payah tiap detiknya, cuma dinyirnyirin gak jelas gini, ya Allah ya Rabb, mulut netizen Maha Benar memang :""",hewan sipil kuliah 4tahun buat lulus ada jerih payah tiap cuma dinyirnyirin gak jelas ya Allah ya percakapan netizen Maha benar memang,0.89848393201828,0,[0.817  0.1703 0.0016 0.0071 0.0039],0,[0.8858 0.1013 0.0019 0.004  0.0069],"{'sipil': 'sipil', 'netizen': 'netizen', 'mulut': 'percakapan', 'Maha': 'Maha', 'ya': 'ya', 'Anak': 'hewan', 'Benar': 'benar', 'payah': 'payah', 'gak': 'gak'}",0,1,0.2707,,,,,,,,,
2,buat aku juga kan eh ada mas adi makasih :3 semangat ya buat kamu :,buat aku juga kan eh ada mas adi makasih :3 semangat ya buat kamu :,1.0,4,[9.000e-03 6.000e-04 7.800e-02 1.300e-03 9.112e-01],4,[9.000e-03 6.000e-04 7.800e-02 1.300e-03 9.112e-01],,2,2,0.03,,,,,,,,,
