label,tweet,perturbed_text,perturbed_semantic_sim,pred_label,pred_proba,perturbed_label,perturbed_proba,translated_word(s),adv_pred,adv_pred_on_orig,running_time(s),before_attack_acc,after_attack_acc,avg_semantic_sim,avg_running_time(s),adv_training,delta_acc,delta_adv,acc_adv_training_on_orig,best_epoch
2,"Pixy ini kok lama-lama gemesim yaaaa. Setelah jatuh cinta sama lip cream nya, kayak nya bakal jatih cinta sama yang lain. Huft [URL]",Pixy ini kok gemesim Setelah jatuh viseur sama lip cream kayak nya bakal jatih viseur sama yang Huft,0.8901565670967102,2,[0.233  0.0029 0.6205 0.0076 0.1359],4,[0.0333 0.0032 0.0133 0.0032 0.9471],"{'cinta': 'viseur', 'gemesim': 'gemesim', 'cream': 'cream', 'kayak': 'kayak', 'pixy': 'pixy', 'lip': 'lip', 'setelah': 'après', 'jatih': 'jatih', 'jatuh': 'jatuh'}",0,0,1.0258,0.7772727272727272,0.6409090909090909,0.9100174674256282,0.5042427272727273,0.7227272727272728,0.13636363636363635,-0.0818181818181819,0.7818181818181819,6.0
3,Penyakit hepatitis B 100x lebih infeksius dari HIV/AIDS Duhh serem! Dan belum ada obatnya.,Penyakit hépatite B 100x lebih infeksius dari Duhh Dan belum ada,0.9030905961990356,3,[1.000e-03 7.000e-04 9.000e-04 9.967e-01 7.000e-04],3,[0.1003 0.12   0.0021 0.7613 0.0163],"{'hepatitis': 'hépatite', 'b': 'b', 'penyakit': 'penyakit', 'infeksius': 'infeksius'}",3,3,0.7204,,,,,,,,,
3,[USERNAME] [USERNAME] [USERNAME] Gw lebih khawatir lg kalo Ahok jd jurkamnya Jokowi bro. Nemo movement malah berbalik jd ikon punya Jokowi. Persis kejadian 212 yg jd panggung Jkw,Gw lebih khawatir lg si Ahok jd jurkamnya Jokowi Nemo mouvement malah berbalik jd ikon punya Persis kejadian 212 qui jd panggung Jkw,0.8513354659080505,3,[2.600e-03 4.700e-03 5.000e-04 9.899e-01 2.200e-03],3,[4.500e-03 3.600e-03 6.000e-04 9.881e-01 3.200e-03],"{'kalo': 'si', 'kejadian': 'kejadian', 'gw': 'gw', 'jkw': 'jkw', 'yg': 'qui', 'nemo': 'Némo', 'panggung': 'panggung', 'lg': 'lg', 'movement': 'mouvement', 'ikon': 'ikon', 'jurkamnya': 'jurkamnya', 'jokowi': 'jokowi', 'persis': 'exactement', 'jd': 'jd'}",3,3,1.7941,,,,,,,,,
1,"Kemerdekaan adalah hak segala bangsa ...( Kec Yahudi,Kurdi , Catalonia , Koptik ) sbgmn kita menutup mata terhadap Penjajahan Yaman dan Qatar.Artinya standart ganda ...",Kemerdekaan adalah goutte segala bangsa Kec Catalonia Koptik sbgmn kita menutup mata terhadap Penjajahan Yaman dan standart ganda,0.9494637846946716,1,[1.710e-02 9.791e-01 4.000e-04 1.100e-03 2.400e-03],0,[0.4911 0.4518 0.0021 0.0127 0.0423],"{'standart': 'standart', 'hak': 'goutte', 'sbgmn': 'sbgmn', 'kemerdekaan': 'kemerdekaan', 'penjajahan': 'penjajahan', 'ganda': 'ganda', 'menutup': 'menutup', 'yaman': 'yaman', 'koptik': 'copte', 'catalonia': 'catalogue'}",1,1,0.8906,,,,,,,,,
4,"Selamat pak [USERNAME] resmi jadi bapak, sekedar saran sering sering si jagoan dikasih dengar lagu YNWA sama tonton pertandingan Liverpool... Biar ngerti sejarah dan kesetiaan haha",Selamat pak resmi jadi sekedar saran sering sering si jagoan dikasih dengar lagu YNWA sama Regardez pertandingan Biar comprendre sejarah dan kesetiaan haha,0.9259535670280457,4,[0.0139 0.0012 0.45   0.0028 0.5321],2,[0.0204 0.0009 0.5797 0.0033 0.3957],"{'ngerti': 'comprendre', 'dengar': 'dengar', 'haha': 'haha', 'pertandingan': 'pertandingan', 'biar': 'biar', 'lagu': 'lagu', 'ynwa': 'ynwa', 'resmi': 'resmi', 'sekedar': 'sekedar', 'saran': 'saran', 'tonton': 'Regardez', 'dikasih': 'dikasih', 'jagoan': 'jagoan'}",4,4,1.1717,,,,,,,,,
0,"Pas aktip di ig merasa twitter ini tempat melarikan diri. Pas lbh sering mencuit, merasa ig itu mall... aku dangkal, butuh hingar, mau di pasar",Pas aktip di ig merasa twitter ini tempat Cours Pas lbh sering merasa ig itu aku besoin mau di pasar,0.9338290691375732,0,[0.9511 0.019  0.0013 0.0135 0.0152],0,[0.8667 0.0192 0.0026 0.0173 0.0942],"{'melarikan': 'Cours', 'ig': 'ig', 'pas': 'pas', 'butuh': 'besoin', 'aktip': 'aktip', 'twitter': 'twitter'}",0,0,0.8054,,,,,,,,,
1,Awal nonton cuma 4 orang tenang bgt.. 25 menit film berjalan dan begitu masuk segerombolan alayers lansung bising nya gak ketolong..,Awal nonton cuma 4 orang tenang bgt.. 25 menit film berjalan dan begitu masuk segerombolan alayers lansung bising nya gak ketolong..,1.0,4,[0.0561 0.0017 0.0021 0.0028 0.9373],4,[0.0561 0.0017 0.0021 0.0028 0.9373],,4,4,0.2,,,,,,,,,
0,"Bukan gw yang ga mau ikut bukber, tapi dompet yang protes ""bukber mulu lu gw ga di isi isi, dompet gendutin, badan lu kurusin jangan kebalik"" Oke sip besok ku lembur baghai qhuda",Bukan gw yang Géorgie mau ikut tapi sac yang protes bouche lu gw Géorgie di isi sac badan lu hacher jangan Oke sip besok ku lembur baghai qhuda,0.8702403903007507,0,[0.6124 0.3638 0.0007 0.003  0.0202],1,[3.300e-03 9.903e-01 2.000e-04 1.100e-03 5.100e-03],"{'lu': 'lu', 'protes': 'protes', 'bukan': 'non', 'gw': 'gw', 'badan': 'badan', 'dompet': 'sac', 'mulu': 'bouche', 'kurusin': 'hacher', 'ga': 'Géorgie', 'isi': 'isi'}",1,0,0.7856,,,,,,,,,
3,jadi takut buat nikah...buat punya anak...takut kalo saya nikah saya ga bisa bahagiain pasangan...takut kalo punya anak nanti saya banding bandingin...,jadi takut buat punya si saya nikah saya Géorgie bisa bahagiain si punya anak nanti saya banding,0.94511878490448,3,[1.000e-03 5.000e-04 1.100e-03 9.964e-01 1.000e-03],3,[1.300e-03 6.000e-04 7.000e-04 9.966e-01 7.000e-04],"{'nikah': 'nikah', 'banding': 'banding', 'kalo': 'si', 'ga': 'Géorgie'}",3,3,0.7391,,,,,,,,,
4,"BTW, salut dengan siapapun yang bikin ad Tokopedia yang cerita masa lalu seseorang tentang nabung buat makan udang. Dengan narasi yang cukup simple tapi bisa langsung ngena ke gua emotionally. Well done",salut dengan siapapun yang bikin ad Tokopedia yang histoire masa lalu seseorang tentang économie buat makan Dengan narasi yang cukup simple tapi bisa langsung ngena ke je Well Fini,0.927978217601776,4,[6.100e-03 7.000e-04 1.740e-02 4.000e-04 9.755e-01],4,[4.500e-03 1.000e-03 2.500e-03 3.000e-04 9.918e-01],"{'salut': 'salut', 'simple': 'simple', 'well': 'well', 'gua': 'je', 'ad': 'ad', 'cerita': 'histoire', 'tokopedia': 'Tokopédia', 'langsung': 'langsung', 'makan': 'makan', 'done': 'Fini', 'nabung': 'économie', 'dengan': 'dengan'}",4,4,0.7767,,,,,,,,,
