label,tweet,perturbed_text,perturbed_semantic_sim,pred_label,pred_proba,perturbed_label,perturbed_proba,translated_word(s),adv_pred,adv_pred_on_orig,running_time(s),before_attack_acc,after_attack_acc,avg_semantic_sim,avg_running_time(s),adv_training,delta_acc,delta_adv,acc_adv_training_on_orig
1,[USERNAME] jaringannya mati ya? Tidak bisa dibuka mobile jkn. Saya mau ke puskesmes trus piye mau tunjukkan kartu elektoniknya? #kecewa,jaringannya mati Tidak bisa dibuka mobile Saya mau ke puskesmes trus piye mau nempokeun kartu,0.9218443632125854,1,[1.670e-02 9.817e-01 2.000e-04 1.000e-03 5.000e-04],1,[2.900e-01 6.986e-01 6.000e-04 9.500e-03 1.400e-03],"{'piye': 'piye', 'tunjukkan': 'nempokeun'}",1,1,2.1717,0.7454545454545455,0.5863636363636363,0.9345452770590782,1.2311263636363636,0.7136363636363636,0.15909090909090917,0.03181818181818186,0.7636363636363637
1,"It's like a circle of stupidity. Atlit gak diurusin, duitnya buat bebenah ini itu biar atlit yang dateng dari luar negri bisa nyaman disini tp atlit sendiri kurang gizi. Belum beres bebenah eh salah satu stadion dirusak ""supporter"" karna timnya (atlit) main jelek. What a moron.",like a circle of Atlit gak duitnya buat bebenah ini itu hayu atlit yang dateng dari luar negri bisa nyaman disini tp atlit sendiri kurang Belum beres bebenah eh salah satu stadion dirusak karna timnya main What a,0.9212983846664428,1,[1.300e-02 9.855e-01 4.000e-04 4.000e-04 8.000e-04],1,[1.098e-01 8.860e-01 4.000e-04 9.000e-04 3.000e-03],"{'biar': 'hayu', 'atlit': 'atlit', 'a': 'a'}",1,1,2.754,,,,,,,,
1,"[USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] Koq Ngabalin di sebut tokoh, gak salah tuh, hidungnya tambah gede ntar, toko sorban kali ya.",Koq Ngabalin di sebut gak salah irungna tambah gede toko sorban kali,0.3507262766361236,1,[5.600e-03 9.769e-01 5.000e-04 1.100e-02 6.000e-03],1,[5.900e-03 9.842e-01 4.000e-04 2.600e-03 7.000e-03],{'hidungnya': 'irungna'},1,1,0.9993,,,,,,,,
4,[USERNAME] Selamat Siang Sahabat Pos. Kiriman tsb sudah diterima ya sahabat. Terima kasih telah mempercayakan dan menggunakan layanan kami :) ^FD [URL],Selamat Siang Sahabat Kiriman tsb sudah ditarima ya Narima kasih telah mempercayakan dan menggunakan layanan kami,0.8625847101211548,4,[6.000e-04 4.000e-04 2.100e-03 4.000e-04 9.964e-01],4,[0.0011 0.0016 0.0043 0.0016 0.9915],"{'diterima': 'ditarima', 'Terima': 'Narima'}",4,4,2.1309,,,,,,,,
4,"Di hari ini, yap tepat di tanggal 23 juli dimana mungkin di hari ini gua merasa sangatsangat special.. Makasih mamih, makasih uwa, makasih kakek, makasih [URL]",Di hari yap tepat di tanggal 23 Juli dimana mungkin di hari ini gua merasa sangatsangat Makasih makasih makasih makasih,0.9162716865539552,4,[4.700e-03 4.000e-04 6.150e-02 7.000e-04 9.327e-01],4,[9.500e-03 6.000e-04 9.100e-03 6.000e-04 9.801e-01],{'juli': 'Juli'},4,4,0.4763,,,,,,,,
1,Buat yang teriak teriak ganti presiden...gimana pulang kampung naik kereta api...bagus kan stasiun kereta....kereta apinya juga bagus ber AC semua...coba 4 tahun yg lalu...banyak copetnyaaahh byk calonyaaahh,Buat yang ngagorowok ngagorowok ganti pulang kampung naik kereta kan stasiun apinya juga bagus ber AC 4 tahun yg copet byk calon,0.9435895085334778,1,[1.300e-03 9.974e-01 1.000e-04 5.000e-04 7.000e-04],1,[0.3056 0.5827 0.0019 0.0052 0.1047],"{'copetnyaaahh': 'copet', 'calonyaaahh': 'calon', 'teriak': 'ngagorowok'}",1,1,0.9922,,,,,,,,
1,belajar agama yg tuntas jd nga ngarang dalam hidup. Isa saja disebut2 dialquran trus lu mau jelek2in Isa?? Bisa baca alquran ga? [URL],diajar agama yg tuntas jd nga ngarang dalam Isa saja disebut2 témbal quran trus lu mau jelek2in Bisa baca alquran,0.9175575375556946,1,[9.000e-04 9.979e-01 1.000e-04 7.000e-04 3.000e-04],1,[1.300e-03 9.974e-01 1.000e-04 7.000e-04 4.000e-04],"{'dialquran': 'témbal quran', 'belajar': 'diajar'}",1,1,0.4552,,,,,,,,
4,"Hepibesdey canteeeekk [USERNAME] panjang umur, jadi pribadi yang jauh lebih baik, semoga apa yang di cita-citakan terwujud dan langgeng sama [USERNAME]",Hepibesdey canteeeekk panjang jadi pribadi yang jauh lebih semoga apa yang di terwujud dan langgeng sama,0.9148385524749756,4,[7.000e-04 1.000e-03 1.500e-03 6.000e-04 9.962e-01],4,[8.000e-04 9.000e-04 1.400e-03 6.000e-04 9.962e-01],{'Hepibesdey': 'Hepibesdey'},4,4,3.0471,,,,,,,,
3,Kok banyak yaa di kabupaten w anak muda yg mendaftar caleg apa mereka bisa mewakili aspirasi rakyat padahal tempat nongkrongnya di cafe/restoran mewah bukan warung di tengah kampung,Kok banyak yaa di kabupaten w anak muda yg mendaftar caleg apa mereka bisa mewakili aspirasi rakyat padahal tempat nongkrongnya di cafe/restoran mewah bukan warung di tengah kampung,1.0,1,[2.625e-01 7.313e-01 6.000e-04 3.500e-03 2.100e-03],1,[2.625e-01 7.313e-01 6.000e-04 3.500e-03 2.100e-03],,0,0,0.03,,,,,,,,
1,"Gue emang cuek sih , bgt bgt malah tp kl ada yg buat risih atau gak nyaman ya hati2 aja lah pokoknya.. Jangan sampe gue ajak nongkrong breng ",Gue emang cuek sih bgt bgt malah tp kl ada anu buat risih atau gak sreg enya hati2 aja lah Jangan sampe abdi ajak nongkrong breng,0.940818727016449,1,[0.0075 0.7458 0.0021 0.2376 0.0071],1,[0.0115 0.7947 0.002  0.1833 0.0085],"{'nyaman': 'sreg', 'ya': 'enya', 'yg': 'anu', 'gue': 'abdi'}",1,1,1.0379,,,,,,,,
