label,tweet,perturbed_text,perturbed_semantic_sim,pred_label,pred_proba,perturbed_label,perturbed_proba,translated_word(s),adv_pred,adv_pred_on_orig,running_time(s),before_attack_acc,after_attack_acc,avg_semantic_sim,avg_running_time(s),adv_training,delta_acc,delta_adv,acc_adv_training_on_orig
1,[USERNAME] jaringannya mati ya? Tidak bisa dibuka mobile jkn. Saya mau ke puskesmes trus piye mau tunjukkan kartu elektoniknya? #kecewa,USERNAME jaringannya mati ya Tidak bisa dibuka mobile jkn Saya mau ke puskesmes trus piye mau show kartu elektoniknya kecewa,0.9838050603866576,1,[0.1189 0.8436 0.003  0.0324 0.0021],1,[0.0264 0.9521 0.0021 0.018  0.0014],"{'USERNAME': 'USERNAME', 'piye': 'piye', 'tunjukkan': 'show'}",1,1,12.2,0.6840909090909091,0.5545454545454546,0.9552786687558348,6.187181818181818,0.6431818181818182,0.12954545454545452,0.040909090909090895,0.6590909090909091
1,"It's like a circle of stupidity. Atlit gak diurusin, duitnya buat bebenah ini itu biar atlit yang dateng dari luar negri bisa nyaman disini tp atlit sendiri kurang gizi. Belum beres bebenah eh salah satu stadion dirusak ""supporter"" karna timnya (atlit) main jelek. What a moron.","It's like a circle of stupidity. Atlit gak diurusin, duitnya buat bebenah ini itu biar atlit yang dateng dari luar negri bisa nyaman disini tp atlit sendiri kurang gizi. Belum beres bebenah eh salah satu stadion dirusak ""supporter"" karna timnya (atlit) main jelek. What a moron.",1.0,0,[0.6414 0.3188 0.0032 0.0316 0.0049],0,[0.6414 0.3188 0.0032 0.0316 0.0049],,0,0,0.05,,,,,,,,
1,"[USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] Koq Ngabalin di sebut tokoh, gak salah tuh, hidungnya tambah gede ntar, toko sorban kali ya.",USERNAME USERNAME USERNAME USERNAME USERNAME USERNAME USERNAME USERNAME USERNAME USERNAME Koq Answer di sebut tokoh gak salah tuh hidungnya tambah gede ntar shop sorban kali ya,0.9890589714050292,1,[0.0021 0.9929 0.0011 0.0028 0.0011],1,[0.002  0.9894 0.002  0.0046 0.0021],"{'Ngabalin': 'Answer', 'Koq': 'Koq', 'toko': 'shop', 'USERNAME': 'USERNAME'}",1,1,9.05,,,,,,,,
4,[USERNAME] Selamat Siang Sahabat Pos. Kiriman tsb sudah diterima ya sahabat. Terima kasih telah mempercayakan dan menggunakan layanan kami :) ^FD [URL],USERNAME Selamat Siang Sahabat Pos Posts tsb sudah accepted ya sahabat Terima kasih telah mempercayakan dan menggunakan layanan kami URL,0.9605593681335448,4,[0.015  0.0024 0.0068 0.002  0.9738],1,[0.054  0.7718 0.0116 0.0102 0.1524],"{'diterima': 'accepted', 'Kiriman': 'Posts', 'URL': 'URL'}",4,4,5.82,,,,,,,,
4,"Di hari ini, yap tepat di tanggal 23 juli dimana mungkin di hari ini gua merasa sangatsangat special.. Makasih mamih, makasih uwa, makasih kakek, makasih [URL]",Di hari ini yap tepat di tanggal 23 July where mungkin di hari ini gua merasa sangatsangat special Makasih mamih makasih uwa makasih kakek makasih URL,0.9419735074043274,4,[6.400e-03 7.000e-04 7.400e-02 2.200e-03 9.166e-01],4,[0.0054 0.0019 0.2191 0.0023 0.7714],"{'uwa': 'uwa', 'juli': 'July', 'dimana': 'where'}",2,2,6.73,,,,,,,,
1,Buat yang teriak teriak ganti presiden...gimana pulang kampung naik kereta api...bagus kan stasiun kereta....kereta apinya juga bagus ber AC semua...coba 4 tahun yg lalu...banyak copetnyaaahh byk calonyaaahh,Buat yang shouted shouted ganti President gimana pulang kampung naik kereta api good kan stasiun kereta kereta apinya juga good ber AC semua coba 4 tahun yg lalu banyak pickpocket byk calonyaaahh,0.8576459884643555,1,[0.0065 0.9627 0.003  0.0052 0.0225],1,[0.0262 0.6959 0.0047 0.0145 0.2587],"{'bagus': 'good', 'presiden': 'President', 'teriak': 'shouted', 'copetnyaaahh': 'pickpocket'}",1,1,14.25,,,,,,,,
1,belajar agama yg tuntas jd nga ngarang dalam hidup. Isa saja disebut2 dialquran trus lu mau jelek2in Isa?? Bisa baca alquran ga? [URL],belajar agama yg tuntas jd nga ngarang dalam hidup Isa saja disebut2 dialquran trus lu mau jelek2in Isa Bisa baca alquran ga URL,1.0,1,[0.0064 0.9774 0.0018 0.013  0.0014],1,[0.0065 0.9739 0.0017 0.016  0.0019],"{'lu': 'lu', 'jelek2in': 'jelek2in', 'disebut2': 'disebut2', 'URL': 'URL'}",1,1,10.05,,,,,,,,
4,"Hepibesdey canteeeekk [USERNAME] panjang umur, jadi pribadi yang jauh lebih baik, semoga apa yang di cita-citakan terwujud dan langgeng sama [USERNAME]",Hepibesdey canteeeekk USERNAME panjang umur jadi pribadi yang jauh lebih baik semoga apa yang di terwujud dan langgeng sama USERNAME,0.9961297512054444,4,[5.000e-04 7.000e-04 6.400e-03 1.900e-03 9.905e-01],4,[7.000e-04 1.000e-03 4.900e-03 1.800e-03 9.917e-01],{'Hepibesdey': 'Hepibesdey'},4,4,5.25,,,,,,,,
3,Kok banyak yaa di kabupaten w anak muda yg mendaftar caleg apa mereka bisa mewakili aspirasi rakyat padahal tempat nongkrongnya di cafe/restoran mewah bukan warung di tengah kampung,Kok banyak yaa di kabupaten w anak muda yg mendaftar caleg apa mereka bisa mewakili aspirasi rakyat padahal tempat nongkrongnya di cafe/restoran mewah bukan warung di tengah kampung,1.0,1,[0.1276 0.8476 0.0042 0.0117 0.0088],1,[0.1276 0.8476 0.0042 0.0117 0.0088],,1,1,0.34,,,,,,,,
1,"Gue emang cuek sih , bgt bgt malah tp kl ada yg buat risih atau gak nyaman ya hati2 aja lah pokoknya.. Jangan sampe gue ajak nongkrong breng ",Gue emang indifferent sih bgt bgt malah tp kl ada which buat risih atau gak comfortable ya hati2 aja lah pokoknya Jangan sampe gue ajak nongkrong bro,0.9596115350723268,1,[0.0098 0.7437 0.0373 0.2044 0.0048],1,[0.0057 0.584  0.0205 0.3781 0.0117],"{'cuek': 'indifferent', 'nyaman': 'comfortable', 'yg': 'which', 'breng': 'bro'}",3,3,16.5,,,,,,,,
3,"Berlajar prosedur bedah sekalian makan sahur ah *buka youtube* *nonton proses bedah dentoalveolar* *ga sanggup makan* *nutup laptop* ""Udahlah makan aja dulu"" *makan sambil deg deg an*","Berlajar prosedur bedah sekalian makan sahur ah *buka youtube* *nonton proses bedah dentoalveolar* *ga sanggup makan* *nutup laptop* ""Udahlah makan aja dulu"" *makan sambil deg deg an*",1.0,0,[0.6099 0.0068 0.0079 0.3573 0.018 ],0,[0.6099 0.0068 0.0079 0.3573 0.018 ],,3,3,0.05,,,,,,,,
4,"Gue kenal org yang lulus lama, kenal yg lulus cepet, lulus b aja, mereka punya waktu dan permasalahan sendiri. Jadi gue gak perlu buru-buru ketika semua yg ada di dalam diri dan di rumah masih messed up. Wol kusut aja masih bisa diusut. KALEM WE ATUH",Gue kenal org yang lulus lama kenal yg lulus cepet lulus b aja mereka punya waktu dan permasalahan sendiri Jadi gue gak perlu ketika semua yg ada di dalam diri dan di rumah masih messed up Wol kusut aja masih bisa investigated KALEM WE ATUH,0.9941046237945556,4,[0.0191 0.1145 0.2594 0.0125 0.5946],1,[0.0168 0.9573 0.0092 0.0027 0.014 ],{'diusut': 'investigated'},4,4,7.13,,,,,,,,
2,"Yaudah pokoknya makasih kamu udh mau pilih aku jadi kapel kamu, makasih udh percaya,sayang, dan sabar sm aku. Aku sayang sama kamu, semoga kita langgeng sampe tgl 25 di bulan2 berikutnya & seterusnya yaa. Maaf aku belom bisa jadi apa yang kamu idamkan, but i'll try it",Yaudah pokoknya thanks kamu udh mau pilih aku jadi kapel kamu thanks udh percaya Dear dan sabar sm aku Aku Dear sama kamu semoga kita langgeng until tgl 25 di bulan2 berikutnya seterusnya yaa Maaf aku belom bisa jadi apa yang kamu crave but i try it,0.9481467008590698,2,[0.0118 0.0012 0.9692 0.002  0.0158],2,[0.0909 0.0102 0.6502 0.0062 0.2424],"{'sayang': 'Dear', 'it': 'it', 'sampe': 'until', 'idamkan': 'crave', 'makasih': 'thanks'}",2,2,14.38,,,,,,,,
