label,tweet,perturbed_text,perturbed_semantic_sim,pred_label,pred_proba,perturbed_label,perturbed_proba,translated_word(s),adv_pred,adv_pred_on_orig,running_time(s),before_attack_acc,after_attack_acc,avg_semantic_sim,avg_running_time(s),adv_training,delta_acc,delta_adv,acc_adv_training_on_orig
1,[USERNAME] jaringannya mati ya? Tidak bisa dibuka mobile jkn. Saya mau ke puskesmes trus piye mau tunjukkan kartu elektoniknya? #kecewa,USERNAME jaringannya mati yes Tidak bisa opened mobile jkn Saya mau ke puskesmes then piye mau tunjukkan kartu elektoniknya kecewa,0.9447741508483888,1,[0.3327 0.657  0.002  0.0068 0.0015],1,[0.3295 0.6457 0.0029 0.02   0.0019],"{'piye': 'piye', 'ya': 'yes', 'dibuka': 'opened', 'trus': 'then', 'jkn': 'jkn', 'USERNAME': 'USERNAME'}",1,1,6.73,0.7613636363636364,0.6318181818181818,0.8934689306400039,7.336477272727273,0.6909090909090909,0.12954545454545452,0.07045454545454544,0.7068181818181818
1,"It's like a circle of stupidity. Atlit gak diurusin, duitnya buat bebenah ini itu biar atlit yang dateng dari luar negri bisa nyaman disini tp atlit sendiri kurang gizi. Belum beres bebenah eh salah satu stadion dirusak ""supporter"" karna timnya (atlit) main jelek. What a moron.",It like a circle of stupidity athlete no taken care of the money buat bebenah ini itu biar atlit yang dateng dari luar negri bisa nyaman disini tp atlit sendiri kurang gizi Not yet done bebenah eh salah satu stadion dirusak supporter karna timnya atlit main jelek what a moron,0.939402401447296,1,[0.2025 0.7932 0.001  0.0022 0.0011],1,[0.2306 0.7641 0.001  0.0028 0.0015],"{'stupidity': 'stupidity', 'gak': 'no', 'moron': 'moron', 'Atlit': 'athlete', 'diurusin': 'taken care of', 'It': 'It', 'Belum': 'Not yet', 'a': 'a', 'of': 'of', 'What': 'what', 'duitnya': 'the money', 'beres': 'done', 'circle': 'circle'}",1,1,11.45,,,,,,,,
1,"[USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] Koq Ngabalin di sebut tokoh, gak salah tuh, hidungnya tambah gede ntar, toko sorban kali ya.",USERNAME USERNAME USERNAME USERNAME USERNAME USERNAME USERNAME USERNAME USERNAME USERNAME Koq Answer di sebut tokoh gak salah tuh hidungnya tambah gede ntar toko sorban kali ya,0.993750810623169,1,[0.0192 0.9456 0.0014 0.021  0.0129],1,[0.0392 0.8773 0.0039 0.0307 0.0489],"{'Ngabalin': 'Answer', 'USERNAME': 'USERNAME'}",1,1,16.93,,,,,,,,
4,[USERNAME] Selamat Siang Sahabat Pos. Kiriman tsb sudah diterima ya sahabat. Terima kasih telah mempercayakan dan menggunakan layanan kami :) ^FD [URL],USERNAME Selamat Siang Friend Post Posts tsb sudah accepted yes Friend Terima kasih telah mempercayakan dan menggunakan layanan kami URL,0.8280439376831055,4,[0.0018 0.0015 0.0021 0.0014 0.9931],4,[0.0126 0.0147 0.0082 0.0049 0.9596],"{'Kiriman': 'Posts', 'diterima': 'accepted', 'sahabat': 'Friend', 'ya': 'yes', 'Pos': 'Post', 'Sahabat': 'Friend'}",4,4,6.24,,,,,,,,
4,"Di hari ini, yap tepat di tanggal 23 juli dimana mungkin di hari ini gua merasa sangatsangat special.. Makasih mamih, makasih uwa, makasih kakek, makasih [URL]",In hari ini yap tepat di date 23 juli dimana mungkin di hari ini gua merasa sangatsangat special Makasih mommy thanks uwa thanks kakek thanks URL,0.8155537843704224,4,[0.0173 0.0011 0.3279 0.0022 0.6515],4,[0.013  0.0016 0.1011 0.002  0.8824],"{'tanggal': 'date', '23': '23', 'makasih': 'thanks', 'Di': 'In', 'URL': 'URL', 'mamih': 'mommy'}",4,2,7.13,,,,,,,,
1,Buat yang teriak teriak ganti presiden...gimana pulang kampung naik kereta api...bagus kan stasiun kereta....kereta apinya juga bagus ber AC semua...coba 4 tahun yg lalu...banyak copetnyaaahh byk calonyaaahh,Buat yang teriak teriak ganti President how pulang kampung naik kereta api good kan stasiun kereta kereta apinya juga good ber air conditioning semua try 4 tahun which lalu banyak copetnyaaahh byk candidate,0.8257302045822144,1,[0.0126 0.8566 0.0021 0.1132 0.0155],1,[0.0895 0.4698 0.0035 0.3348 0.1025],"{'4': '4', 'presiden': 'President', 'coba': 'try', 'AC': 'air conditioning', 'gimana': 'how', 'calonyaaahh': 'candidate', 'bagus': 'good', 'byk': 'byk', 'yg': 'which'}",4,1,8.32,,,,,,,,
1,belajar agama yg tuntas jd nga ngarang dalam hidup. Isa saja disebut2 dialquran trus lu mau jelek2in Isa?? Bisa baca alquran ga? [URL],belajar agama yg finished jd nga make up dalam life Isa saja disebut2 dial quran trus lu mau jelek2in Isa Bisa baca alquran ga URL,0.9217706322669984,1,[3.600e-03 9.898e-01 2.000e-04 5.600e-03 7.000e-04],1,[5.300e-03 9.894e-01 3.000e-04 3.800e-03 1.300e-03],"{'jelek2in': 'jelek2in', 'lu': 'lu', 'disebut2': 'disebut2', 'hidup': 'life', 'ngarang': 'make up', 'Isa': 'Isa', 'tuntas': 'finished', 'dialquran': 'dial quran'}",1,1,8.7,,,,,,,,
4,"Hepibesdey canteeeekk [USERNAME] panjang umur, jadi pribadi yang jauh lebih baik, semoga apa yang di cita-citakan terwujud dan langgeng sama [USERNAME]",Hepibesdey canteeeekk USERNAME panjang umur jadi pribadi yang jauh lebih baik semoga apa yang di terwujud dan langgeng sama USERNAME,0.9961297512054444,4,[0.0035 0.0045 0.0608 0.0032 0.928 ],4,[0.0028 0.0034 0.0253 0.0022 0.9662],"{'Hepibesdey': 'Hepibesdey', 'USERNAME': 'USERNAME'}",4,4,7.26,,,,,,,,
3,Kok banyak yaa di kabupaten w anak muda yg mendaftar caleg apa mereka bisa mewakili aspirasi rakyat padahal tempat nongkrongnya di cafe/restoran mewah bukan warung di tengah kampung,Kok banyak yaa di kabupaten w anak muda yg mendaftar caleg apa mereka bisa mewakili aspirasi rakyat padahal tempat nongkrongnya di cafe/restoran mewah bukan warung di tengah kampung,1.0,1,[3.140e-02 9.533e-01 7.000e-04 1.390e-02 8.000e-04],1,[3.140e-02 9.533e-01 7.000e-04 1.390e-02 8.000e-04],,1,1,0.05,,,,,,,,
1,"Gue emang cuek sih , bgt bgt malah tp kl ada yg buat risih atau gak nyaman ya hati2 aja lah pokoknya.. Jangan sampe gue ajak nongkrong breng ","Gue emang cuek sih , bgt bgt malah tp kl ada yg buat risih atau gak nyaman ya hati2 aja lah pokoknya.. Jangan sampe gue ajak nongkrong breng ",1.0,3,[0.0057 0.0227 0.0082 0.9578 0.0057],3,[0.0057 0.0227 0.0082 0.9578 0.0057],,3,3,0.04,,,,,,,,
