label,tweet,perturbed_text,perturbed_semantic_sim,pred_label,pred_proba,perturbed_label,perturbed_proba,translated_word(s),adv_pred,adv_pred_on_orig,running_time(s),before_attack_acc,after_attack_acc,avg_semantic_sim,avg_running_time(s),adv_training,delta_acc,delta_adv,acc_adv_training_on_orig
1,[USERNAME] jaringannya mati ya? Tidak bisa dibuka mobile jkn. Saya mau ke puskesmes trus piye mau tunjukkan kartu elektoniknya? #kecewa,USERNAME jaringannya mati ya Tidak bisa dibuka mobile jkn Saya mau ke puskesmes trus piye mau pintonan kartu elektoniknya kecewa,0.9865721464157104,1,[0.1189 0.8436 0.003  0.0324 0.0021],1,[0.0242 0.9591 0.002  0.0135 0.0012],"{'USERNAME': 'USERNAME', 'piye': 'piye', 'tunjukkan': 'pintonan'}",1,1,12.9,0.6840909090909091,0.55,0.9731818815523928,6.027477272727273,0.6545454545454545,0.13409090909090904,0.02954545454545454,0.6727272727272727
1,"It's like a circle of stupidity. Atlit gak diurusin, duitnya buat bebenah ini itu biar atlit yang dateng dari luar negri bisa nyaman disini tp atlit sendiri kurang gizi. Belum beres bebenah eh salah satu stadion dirusak ""supporter"" karna timnya (atlit) main jelek. What a moron.","It's like a circle of stupidity. Atlit gak diurusin, duitnya buat bebenah ini itu biar atlit yang dateng dari luar negri bisa nyaman disini tp atlit sendiri kurang gizi. Belum beres bebenah eh salah satu stadion dirusak ""supporter"" karna timnya (atlit) main jelek. What a moron.",1.0,0,[0.6414 0.3188 0.0032 0.0316 0.0049],0,[0.6414 0.3188 0.0032 0.0316 0.0049],,0,0,0.19,,,,,,,,
1,"[USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] Koq Ngabalin di sebut tokoh, gak salah tuh, hidungnya tambah gede ntar, toko sorban kali ya.",USERNAME USERNAME USERNAME USERNAME USERNAME USERNAME USERNAME USERNAME USERNAME USERNAME Koq Waleran di sebut tokoh gak salah tuh hidungnya tambah gede ntar toko sorban kali ya,0.9972265362739564,1,[0.0021 0.9929 0.0011 0.0028 0.0011],1,[0.0018 0.9906 0.0016 0.004  0.002 ],"{'Ngabalin': 'Waleran', 'Koq': 'Koq', 'toko': 'toko', 'USERNAME': 'USERNAME'}",1,1,8.86,,,,,,,,
4,[USERNAME] Selamat Siang Sahabat Pos. Kiriman tsb sudah diterima ya sahabat. Terima kasih telah mempercayakan dan menggunakan layanan kami :) ^FD [URL],USERNAME Selamat Siang Sahabat Pos Tulisan tsb sudah ditarima ya sahabat Terima kasih telah mempercayakan dan menggunakan layanan kami URL,0.977489173412323,4,[0.015  0.0024 0.0068 0.002  0.9738],4,[0.022  0.0363 0.009  0.0068 0.9259],"{'diterima': 'ditarima', 'Kiriman': 'Tulisan', 'URL': 'URL'}",4,4,8.56,,,,,,,,
4,"Di hari ini, yap tepat di tanggal 23 juli dimana mungkin di hari ini gua merasa sangatsangat special.. Makasih mamih, makasih uwa, makasih kakek, makasih [URL]",Di hari ini yap tepat di tanggal 23 Juli dimana mungkin di hari ini gua merasa sangatsangat special Makasih mamih makasih uwa makasih kakek makasih URL,1.0,4,[6.400e-03 7.000e-04 7.400e-02 2.200e-03 9.166e-01],4,[0.0048 0.0015 0.1523 0.0024 0.8389],"{'uwa': 'uwa', 'juli': 'Juli', 'dimana': 'dimana'}",2,2,6.87,,,,,,,,
1,Buat yang teriak teriak ganti presiden...gimana pulang kampung naik kereta api...bagus kan stasiun kereta....kereta apinya juga bagus ber AC semua...coba 4 tahun yg lalu...banyak copetnyaaahh byk calonyaaahh,Buat yang ngagorowok ngagorowok ganti Présidén gimana pulang kampung naik kereta api alus kan stasiun kereta kereta apinya juga alus ber AC semua coba 4 tahun yg lalu banyak copet byk calonyaaahh,0.8885536193847656,1,[0.0065 0.9627 0.003  0.0052 0.0225],1,[0.0102 0.9786 0.001  0.005  0.0053],"{'bagus': 'alus', 'presiden': 'Présidén', 'teriak': 'ngagorowok', 'copetnyaaahh': 'copet'}",1,1,7.85,,,,,,,,
1,belajar agama yg tuntas jd nga ngarang dalam hidup. Isa saja disebut2 dialquran trus lu mau jelek2in Isa?? Bisa baca alquran ga? [URL],belajar agama yg tuntas jd nga ngarang dalam hidup Isa saja disebut2 dialquran trus lu mau jelek2in Isa Bisa baca alquran ga URL,1.0,1,[0.0064 0.9774 0.0018 0.013  0.0014],1,[0.0065 0.9739 0.0017 0.016  0.0019],"{'lu': 'lu', 'jelek2in': 'jelek2in', 'disebut2': 'disebut2', 'URL': 'URL'}",1,1,6.78,,,,,,,,
4,"Hepibesdey canteeeekk [USERNAME] panjang umur, jadi pribadi yang jauh lebih baik, semoga apa yang di cita-citakan terwujud dan langgeng sama [USERNAME]",Hepibesdey canteeeekk USERNAME panjang umur jadi pribadi yang jauh lebih baik semoga apa yang di terwujud dan langgeng sama USERNAME,0.9961297512054444,4,[5.000e-04 7.000e-04 6.400e-03 1.900e-03 9.905e-01],4,[7.000e-04 1.000e-03 4.900e-03 1.800e-03 9.917e-01],{'Hepibesdey': 'Hepibesdey'},4,4,7.98,,,,,,,,
3,Kok banyak yaa di kabupaten w anak muda yg mendaftar caleg apa mereka bisa mewakili aspirasi rakyat padahal tempat nongkrongnya di cafe/restoran mewah bukan warung di tengah kampung,Kok banyak yaa di kabupaten w anak muda yg mendaftar caleg apa mereka bisa mewakili aspirasi rakyat padahal tempat nongkrongnya di cafe/restoran mewah bukan warung di tengah kampung,1.0,1,[0.1276 0.8476 0.0042 0.0117 0.0088],1,[0.1276 0.8476 0.0042 0.0117 0.0088],,1,1,0.03,,,,,,,,
1,"Gue emang cuek sih , bgt bgt malah tp kl ada yg buat risih atau gak nyaman ya hati2 aja lah pokoknya.. Jangan sampe gue ajak nongkrong breng ",Gue emang teu paduli sih bgt bgt malah tp kl ada anu buat risih atau gak sreg ya hati2 aja lah pokoknya Jangan sampe gue ajak nongkrong bro,0.9719573259353638,1,[0.0098 0.7437 0.0373 0.2044 0.0048],1,[0.0055 0.7352 0.0147 0.2366 0.0079],"{'cuek': 'teu paduli', 'nyaman': 'sreg', 'yg': 'anu', 'breng': 'bro'}",3,3,6.56,,,,,,,,
