label,tweet,perturbed_text,perturbed_semantic_sim,pred_label,pred_proba,perturbed_label,perturbed_proba,translated_word(s),adv_pred,adv_pred_on_orig,running_time(s),before_attack_acc,after_attack_acc,avg_semantic_sim,avg_running_time(s),adv_training,delta_acc,delta_adv,acc_adv_training_on_orig
1,[USERNAME] jaringannya mati ya? Tidak bisa dibuka mobile jkn. Saya mau ke puskesmes trus piye mau tunjukkan kartu elektoniknya? #kecewa,USERNAME jaringannya mati ya wis Tidak bisa dibuka mobile jkn aku mau ke puskesmes trus piye mau tunjukkan kartu elektoniknya kecewa,0.9636053442955016,1,[3.180e-02 9.265e-01 9.000e-04 3.610e-02 4.700e-03],1,[0.0946 0.8382 0.0023 0.0543 0.0106],"{'piye': 'piye', 'ya': 'ya wis', 'Saya': 'aku'}",1,1,5.11,0.7272727272727273,0.5977272727272728,0.9711468689820985,5.413749999999999,0.7022727272727273,0.12954545454545452,0.025000000000000022,0.6886363636363636
1,"It's like a circle of stupidity. Atlit gak diurusin, duitnya buat bebenah ini itu biar atlit yang dateng dari luar negri bisa nyaman disini tp atlit sendiri kurang gizi. Belum beres bebenah eh salah satu stadion dirusak ""supporter"" karna timnya (atlit) main jelek. What a moron.",It like a circle of bodho atlit ora diurusin duitnya buat ngresiki ini itu biar atlit yang dateng dari luar negara bisa nyaman disini tp atlit sendiri kurang gizi Belum beres ngresiki eh salah satu stadion tampered karo supporter karna timnya atlit main ala What a moron,0.9523504972457886,1,[0.052  0.9291 0.0014 0.0081 0.0095],1,[0.076  0.9008 0.0015 0.0087 0.013 ],"{'stupidity': 'bodho', 'gak': 'ora', 'bebenah': 'ngresiki', 'dirusak': 'tampered karo', 'Atlit': 'atlit', 'jelek': 'ala', 'negri': 'negara'}",1,1,11.69,,,,,,,,
1,"[USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] Koq Ngabalin di sebut tokoh, gak salah tuh, hidungnya tambah gede ntar, toko sorban kali ya.","[USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] Koq Ngabalin di sebut tokoh, gak salah tuh, hidungnya tambah gede ntar, toko sorban kali ya.",1.0,4,[0.0299 0.1668 0.0084 0.0064 0.7885],4,[0.0299 0.1668 0.0084 0.0064 0.7885],,3,3,0.02,,,,,,,,
4,[USERNAME] Selamat Siang Sahabat Pos. Kiriman tsb sudah diterima ya sahabat. Terima kasih telah mempercayakan dan menggunakan layanan kami :) ^FD [URL],USERNAME Selamat Siang Sahabat Pos Kiriman tsb sudah diterima ya wis kanca Terima kasih telah ngandelake dan menggunakan layanan kami URL,0.964956760406494,4,[0.0069 0.0121 0.0094 0.0014 0.9701],4,[0.0108 0.0405 0.0064 0.002  0.9403],"{'sahabat': 'kanca', 'mempercayakan': 'ngandelake', 'ya': 'ya wis'}",4,4,5.56,,,,,,,,
4,"Di hari ini, yap tepat di tanggal 23 juli dimana mungkin di hari ini gua merasa sangatsangat special.. Makasih mamih, makasih uwa, makasih kakek, makasih [URL]",Di hari ini yap tepat di tanggal 23 juli dimana mungkin di hari ini gua merasa sangatsangat special Makasih ibu makasih uwa makasih simbah makasih URL,0.9830858111381532,4,[0.0209 0.0026 0.0868 0.0022 0.8876],4,[0.0255 0.0025 0.1064 0.0024 0.8632],"{'uwa': 'uwa', 'mamih': 'ibu', 'kakek': 'simbah'}",2,4,5.94,,,,,,,,
1,Buat yang teriak teriak ganti presiden...gimana pulang kampung naik kereta api...bagus kan stasiun kereta....kereta apinya juga bagus ber AC semua...coba 4 tahun yg lalu...banyak copetnyaaahh byk calonyaaahh,Buat yang teriak teriak ganti presiden...gimana pulang kampung naik kereta api...bagus kan stasiun kereta....kereta apinya juga bagus ber AC semua...coba 4 tahun yg lalu...banyak copetnyaaahh byk calonyaaahh,1.0,4,[0.025  0.1286 0.0053 0.0039 0.8372],4,[0.025  0.1286 0.0053 0.0039 0.8372],,1,1,0.08,,,,,,,,
1,belajar agama yg tuntas jd nga ngarang dalam hidup. Isa saja disebut2 dialquran trus lu mau jelek2in Isa?? Bisa baca alquran ga? [URL],belajar agama yg tuntas jd nga ngarang dalam hidup Isa saja disebut2 dialquran trus lu mau jelek2in Isa Bisa baca alquran ga URL,1.0,1,[0.0401 0.9388 0.0021 0.0066 0.0125],1,[0.0258 0.9596 0.0013 0.0058 0.0076],"{'jelek2in': 'jelek2in', 'lu': 'lu', 'disebut2': 'disebut2', 'ga': 'ga'}",1,1,6.3,,,,,,,,
4,"Hepibesdey canteeeekk [USERNAME] panjang umur, jadi pribadi yang jauh lebih baik, semoga apa yang di cita-citakan terwujud dan langgeng sama [USERNAME]",Hepibesdey canteeeekk USERNAME panjang umur jadi pribadi yang jauh lebih baik semoga apa yang di terwujud dan langgeng sama USERNAME,0.9961297512054444,4,[0.0103 0.0047 0.0069 0.0017 0.9765],4,[0.0086 0.0083 0.0049 0.0014 0.9768],{'pribadi': 'pribadi'},4,4,4.94,,,,,,,,
3,Kok banyak yaa di kabupaten w anak muda yg mendaftar caleg apa mereka bisa mewakili aspirasi rakyat padahal tempat nongkrongnya di cafe/restoran mewah bukan warung di tengah kampung,Kok banyak yaa di kabupaten w anak muda yg mendaftar caleg apa mereka bisa mewakili aspirasi rakyat padahal tempat nongkrongnya di cafe/restoran mewah bukan warung di tengah kampung,1.0,1,[0.1284 0.8424 0.0026 0.0129 0.0137],1,[0.1284 0.8424 0.0026 0.0129 0.0137],,1,1,0.02,,,,,,,,
1,"Gue emang cuek sih , bgt bgt malah tp kl ada yg buat risih atau gak nyaman ya hati2 aja lah pokoknya.. Jangan sampe gue ajak nongkrong breng ",Gue emang cuek sih bgt bgt malah tp kl ada yg buat risih atau gak nyaman ya hati2 mung lah pokoknya Ojo sampe aku ngajak nongkrong breng,0.9646522402763368,1,[0.0731 0.8398 0.0021 0.0772 0.0079],1,[0.1974 0.6687 0.0109 0.0711 0.0521],"{'Jangan': 'Ojo', 'gue': 'aku', 'aja': 'mung', 'ajak': 'ngajak'}",1,3,6.08,,,,,,,,
3,"Berlajar prosedur bedah sekalian makan sahur ah *buka youtube* *nonton proses bedah dentoalveolar* *ga sanggup makan* *nutup laptop* ""Udahlah makan aja dulu"" *makan sambil deg deg an*","Berlajar prosedur bedah sekalian makan sahur ah *buka youtube* *nonton proses bedah dentoalveolar* *ga sanggup makan* *nutup laptop* ""Udahlah makan aja dulu"" *makan sambil deg deg an*",1.0,0,[0.8639 0.0124 0.0049 0.089  0.0297],0,[0.8639 0.0124 0.0049 0.089  0.0297],,3,3,0.02,,,,,,,,
4,"Gue kenal org yang lulus lama, kenal yg lulus cepet, lulus b aja, mereka punya waktu dan permasalahan sendiri. Jadi gue gak perlu buru-buru ketika semua yg ada di dalam diri dan di rumah masih messed up. Wol kusut aja masih bisa diusut. KALEM WE ATUH",Gue ngerti org yang lulus lama ngerti yg lulus cepet lulus b aja mereka punya waktu dan permasalahan sendiri Dadi gue ora perlu ketika semua yg ada di dalam diri dan di omah masih messed up Wol kusut aja masih bisa diusut KALEM WE ATUH,0.9837706685066224,4,[0.0128 0.0145 0.0056 0.0015 0.9656],1,[0.1442 0.7619 0.0038 0.0084 0.0816],"{'Jadi': 'Dadi', 'kenal': 'ngerti', 'rumah': 'omah', 'gak': 'ora'}",1,4,6.45,,,,,,,,
2,"Yaudah pokoknya makasih kamu udh mau pilih aku jadi kapel kamu, makasih udh percaya,sayang, dan sabar sm aku. Aku sayang sama kamu, semoga kita langgeng sampe tgl 25 di bulan2 berikutnya & seterusnya yaa. Maaf aku belom bisa jadi apa yang kamu idamkan, but i'll try it",Yaudah pokoknya makasih kamu udh mau pilih aku jadi kapel kamu makasih udh percaya Dear dan sabar sm aku aku Dear sama kamu mugi-mugi kita langgeng nganti tgl 25 di bulan2 berikutnya seterusnya yaa Maaf aku belom bisa jadi apa yang kamu ngidam but i try it,0.980783224105835,2,[0.009  0.0019 0.9547 0.0014 0.0329],2,[0.0109 0.0041 0.8673 0.0016 0.116 ],"{'sayang': 'Dear', 'Aku': 'aku', 'semoga': 'mugi-mugi', 'sampe': 'nganti', 'idamkan': 'ngidam'}",2,2,6.61,,,,,,,,
