label,tweet,perturbed_text,perturbed_semantic_sim,pred_label,pred_proba,perturbed_label,perturbed_proba,translated_word(s),running_time(s),before_attack_acc,after_attack_acc,avg_semantic_sim,avg_running_time(s)
4,Ini adalah hal yang paling membahagiakan saat biasku foto bersama ELF #ReturnOfTheLittlePrince #HappyHeeChulDay,ini adalah hal yang paling membahagiakan saat biasku foto bersama ELF,0.9768531918525696,4,[6.40e-03 5.00e-04 3.50e-02 1.20e-03 9.57e-01],4,[5.960e-02 7.000e-04 1.399e-01 2.600e-03 7.971e-01],"{'foto': 'foto', 'Ini': 'ini'}",1.1968,0.9733030389094007,0.7594433399602386,0.8972833159061462,1.0398231184322635
1,"[USERNAME] [USERNAME] Dari pertama [USERNAME] menduduki bangku jabatan anda, rakyat belum pernah mendengar dan melihat hasil kerja dan prestasi nyata yang anda berikan semasa menduduki bangku jabatan.Coba tanya Kenapa [USERNAME] ? Abdi rakyat butuh seoran",daripada pertama menduduki bangku jabatan rakyat belum pernah dengar dan melihat keputusan kerja dan prestasi nyata yang anda berikan semasa menduduki bangku tanya Kenapa hamba rakyat perlukan seoran,0.7947449684143066,1,[0.0358 0.9576 0.0023 0.0016 0.0026],0,[0.6736 0.3141 0.0036 0.0054 0.0033],"{'kerja': 'kerja', 'butuh': 'perlukan', 'menduduki': 'menduduki', 'hasil': 'keputusan', 'Dari': 'daripada', 'mendengar': 'dengar', 'Abdi': 'hamba', 'bangku': 'bangku'}",1.3606,,,,
3,"yaudah kalo emang belum berani potong rambut pendek ya nanti"" aja kalo emang udah yakin dan bisa nyaman  Selamat beristirahat, jangan lupa berdoa Tidur yg nyenyak & mimpi yg indah Good night cit ",yaudah jika serius belum berani potong rambut pendek ya aja jika serius sudah yakin dan bisa selesa Selamat jangan lupa berdoa Tidur yang nyenyak mimpi yang cantik baik malam cit,0.8937311172485352,3,[0.0521 0.0012 0.1505 0.7246 0.0716],4,[0.0627 0.0026 0.0435 0.2202 0.6711],"{'udah': 'sudah', 'emang': 'serius', 'kalo': 'jika', 'night': 'malam', 'yg': 'yang', 'berdoa': 'berdoa', 'yaudah': 'yaudah', 'Good': 'baik', 'indah': 'cantik', 'nyenyak': 'nyenyak', 'potong': 'potong', 'nyaman': 'selesa', 'rambut': 'rambut'}",0.9561,,,,
3,"Jadi semalam, gw rekap, eh intinya yg gw usahain kerja ternyata zero samsek.. Presentasi jam 16.00, ku baru grasak grusuk jam 13.23. Jiaaaaaaann","Jadi semalam, gw rekap, eh intinya yg gw usahain kerja ternyata zero samsek.. Presentasi jam 16.00, ku baru grasak grusuk jam 13.23. Jiaaaaaaann",1.0,0,[0.4551 0.4017 0.0011 0.1204 0.0217],0,[0.4551 0.4017 0.0011 0.1204 0.0217],,0.02,,,,
1,"temen2 masa kecil yang turned out being asshole itu kalo cewe jadi ukhti2 hijrah kalo cowo jadi abdi negara, rasanya semua statement ku di sosmed pasti yang menyangkal orang2 kek gitu, parahnya lagi kalo mereka pacaran bangsat",temen2 masa kecil yang turned keluar being bang itu jika perempuan jadi ukhti2 berhijrah jika cowo jadi hamba rasanya semua realiti ku di sosmed pasti yang menafikan orang2 kek terliur lagi jika mereka pacaran bangsat,0.9439045786857605,1,[0.233  0.7497 0.0017 0.0119 0.0037],0,[0.6354 0.3529 0.0017 0.0058 0.0042],"{'menyangkal': 'menafikan', 'abdi': 'hamba', 'cewe': 'perempuan', 'asshole': 'bang', 'kalo': 'jika', 'kek': 'kek', 'out': 'keluar', 'hijrah': 'berhijrah', 'parahnya': 'terliur', 'statement': 'realiti'}",1.3134,,,,
0,"Terkadang apa yang kau dapati dan miliki saat ini, ada orang lain yang menginginkanya juga. Apapun itu. Karena gak semua beban bisa di tanggung oleh seorang gantleman. Dialog Dini Hari.",Terkadang apa yang kau cari dan miliki saat ada orang lain yang menginginkanya Apapun kerana tidak semua beban bisa di tanggung oleh seorang Dialog permulaan,0.9328435659408569,0,[9.857e-01 5.000e-04 6.300e-03 5.300e-03 2.200e-03],0,[0.963  0.0165 0.0114 0.0043 0.0048],"{'Terkadang': 'Terkadang', 'Dini': 'permulaan', 'beban': 'beban', 'dapati': 'cari', 'Apapun': 'Apapun', 'gak': 'tidak', 'Karena': 'kerana'}",0.5779,,,,
3,"TAMSIL ISLAM NUSANTARA. Karena kau cuma tiang yang dipancang tergesa-gesa kemarin sore dan pangkalmu cuma dangkal-dangkal saja ditanam, maka engkau jadi takut setengah mati pada angin. Bahkan semilir yang segar pun kau caci dan kau kutuki.",IMAGERI ISLAM kerana kau cuma tiang yang dipertaruhkan kemarin tengahari dan pangkalmu cuma saja maka engkau jadi takut setengah mati pada Sebaliknya berangin yang segar pun kau caci dan kau,0.9562910795211792,3,[4.100e-03 1.170e-02 4.600e-03 9.787e-01 9.000e-04],3,[0.0063 0.0364 0.0027 0.9534 0.0012],"{'semilir': 'berangin', 'dipancang': 'dipertaruhkan', 'Karena': 'kerana', 'pangkalmu': 'pangkalmu', 'TAMSIL': 'IMAGERI', 'sore': 'tengahari', 'Bahkan': 'Sebaliknya', 'mati': 'mati', 'kau': 'kau', 'segar': 'segar'}",2.0537,,,,
1,"[USERNAME] Skrg gini saja. Sy balik pertanyaannya. Bolehkah kah sy yg bukan Mahasiswa UMI ikut masuk ruang Kuliah dan mengerjakan Tugas Kuliah sprt Mhs lainnya? Bukan persoalan Ada larangan atau tidak. Tapi apa Gunanya Saya ikut Perkuliahan, kalo Saya n",Skrg gini Sy balik Bolehkah kah sy yang bukan Mahasiswa UMI ikut masuk bilik belajar dan mengerjakan Tugasan belajar sprt Mhs Tidak persoalan Ada larangan atau Tetapi apa gunakannya saya ikut kalo saya n,0.9512878656387329,1,[0.3304 0.4493 0.0027 0.2145 0.0031],1,[0.3498 0.3853 0.003  0.2519 0.0099],"{'Bukan': 'Tidak', 'UMI': 'UMI', 'Tugas': 'Tugasan', 'Mhs': 'Mhs', 'Gunanya': 'gunakannya', 'yg': 'yang', 'Sy': 'Sy', 'Saya': 'saya', 'Kuliah': 'belajar', 'kah': 'kah', 'sprt': 'sprt', 'ruang': 'bilik', 'Tapi': 'Tetapi'}",0.8077,,,,
2,"Kalo kamuuuuuu, kamuu itu specialll. Cintanya juga ga kalah kok sama yang lain. Karena sebenernya bagi aku kalian itu satu. Jadi, cinta satu cinta semua. [URL]",Kalo kamuu itu cintanya juga ga kalah kok sama yang kerana sebenernya bagi aku kalian itu cinta satu cinta,0.9636526703834534,2,[1.000e-03 9.000e-04 9.857e-01 1.000e-03 1.150e-02],2,[0.0022 0.0012 0.9876 0.0011 0.0079],"{'kalah': 'kalah', 'ga': 'ga', 'Cintanya': 'cintanya', 'kamuu': 'kamuu', 'Karena': 'kerana'}",0.5621,,,,
4,Kasarnya dia bilang kalo pake lg dengerin musik yg kluar slalu musiknya Shinhwa. Bikin pengen joget wkwk xD. Itu namanya autoreaction sih xD [URL],Kasarnya dia bilang kalo pake lg dengerin muzik yang keluar sentiasa muzik untuk mahu menari wkwk Itu namanya autoreaksi sih xD,0.9249100685119629,4,[1.900e-03 8.000e-04 1.060e-02 1.000e-03 9.857e-01],0,[0.798  0.0534 0.0055 0.1116 0.0316],"{'wkwk': 'wkwk', 'autoreaction': 'autoreaksi', 'xD': 'xD', 'joget': 'menari', 'kluar': 'keluar', 'musiknya': 'muzik', 'pengen': 'mahu', 'yg': 'yang', 'musik': 'muzik', 'namanya': 'namanya', 'Bikin': 'untuk', 'slalu': 'sentiasa'}",5.2795,,,,
